review_score_id,review_id,review_category_id,score,created_at
40,458,133,5,2024-10-02 22:38:47.724723+00:00
41,586,1788,1,2025-05-17 18:41:49.538720+00:00
42,586,1544,1,2024-09-18 07:57:35.598256+00:00
43,586,934,3,2024-03-06 20:51:27.315243+00:00
44,475,1433,5,2025-12-26 12:06:40.015856+00:00
45,878,1469,4,2025-12-08 09:06:03.748347+00:00
46,878,1610,4,2025-05-02 13:03:32.742810+00:00
47,878,109,3,2025-01-14 11:06:29.573809+00:00
48,878,730,1,2024-05-18 21:21:47.559375+00:00
49,878,812,1,2025-04-02 17:47:20.711293+00:00
50,1127,558,1,2025-12-10 02:21:37.222434+00:00
51,1127,934,4,2025-06-20 04:00:05.191658+00:00
52,1127,1544,1,2026-01-08 07:10:07.599604+00:00
53,1127,369,5,2024-08-02 23:41:41.331184+00:00
54,579,485,5,2025-03-18 17:35:02.960520+00:00
55,579,758,4,2025-11-23 07:00:04.687238+00:00
56,1097,1928,1,2024-08-16 18:14:10.383898+00:00
57,1097,551,4,2024-08-31 16:26:55.257362+00:00
58,1290,1883,3,2025-08-01 05:49:16.322568+00:00
59,383,765,5,2024-11-27 05:09:56.324793+00:00
60,383,1612,4,2024-05-29 20:39:02.818621+00:00
61,383,243,2,2025-02-23 10:44:41.192028+00:00
62,383,1137,3,2024-05-22 19:56:51.106490+00:00
63,345,1272,3,2024-03-24 05:56:42.454423+00:00
64,345,707,1,2026-01-14 17:21:55.882679+00:00
65,345,836,2,2025-10-24 22:44:15.183765+00:00
66,345,1782,4,2024-01-23 20:21:11.453543+00:00
67,929,674,5,2025-12-21 09:37:15.223210+00:00
68,1885,951,4,2024-10-01 06:05:14.597404+00:00
69,1885,190,2,2024-05-10 13:40:24.626665+00:00
70,1432,1244,2,2024-10-06 20:11:11.909427+00:00
71,1432,976,5,2025-03-23 08:36:43.243574+00:00
72,1432,479,1,2025-02-19 10:10:50.475347+00:00
73,1733,1014,2,2024-12-31 23:53:25.639315+00:00
74,1733,1961,1,2025-05-11 16:18:35.553937+00:00
75,1733,1710,2,2024-12-09 01:52:26.908443+00:00
76,918,1420,4,2025-12-20 07:37:52.379520+00:00
77,918,1992,4,2025-12-08 11:39:13.633824+00:00
78,439,1292,3,2025-11-19 10:48:52.237734+00:00
79,439,324,2,2025-11-24 18:53:04.135603+00:00
80,439,1703,5,2025-04-12 00:31:48.177783+00:00
81,439,686,2,2024-11-02 16:46:47.935289+00:00
82,439,344,3,2024-07-31 09:25:26.779127+00:00
83,101,1601,3,2025-06-30 16:50:38.265200+00:00
84,101,1422,4,2025-12-12 23:49:29.191158+00:00
85,101,1851,1,2024-05-22 20:24:54.378933+00:00
86,101,375,4,2024-09-06 05:23:53.563761+00:00
87,101,1119,3,2024-07-26 17:37:45.806608+00:00
88,698,561,3,2025-10-02 03:59:45.127027+00:00
89,1269,664,1,2024-09-17 12:03:02.398886+00:00
90,742,150,3,2025-08-09 07:11:31.062129+00:00
91,722,166,2,2024-06-28 09:26:29.076598+00:00
92,722,908,1,2025-07-19 21:19:18.354267+00:00
93,722,1538,1,2024-06-17 16:04:33.022704+00:00
94,722,227,4,2024-03-24 12:56:33.525708+00:00
95,79,486,4,2024-08-10 16:55:21.284706+00:00
96,79,1599,4,2025-11-13 08:10:02.675639+00:00
97,180,1085,1,2025-04-23 06:25:27.117132+00:00
98,905,1758,5,2024-07-07 04:18:23.182729+00:00
99,905,943,4,2024-02-29 15:09:59.324965+00:00
100,905,1054,1,2024-02-04 22:11:01.753946+00:00
101,905,10,1,2025-05-10 15:50:46.247498+00:00
102,1703,506,2,2024-02-27 12:46:37.340357+00:00
103,1703,386,4,2024-04-19 18:08:16.318187+00:00
104,1703,746,2,2025-11-14 22:11:09.559338+00:00
105,1703,1962,1,2025-05-30 15:55:35.266790+00:00
106,1703,214,3,2024-12-26 03:08:40.354792+00:00
107,1611,1358,5,2025-11-21 12:12:00.582764+00:00
108,1611,1518,1,2025-01-06 02:45:17.930567+00:00
109,1611,534,2,2026-01-09 02:19:59.459543+00:00
110,452,1727,2,2024-03-23 19:52:15.847127+00:00
111,452,1236,4,2025-11-23 08:27:41.635737+00:00
112,452,668,1,2025-08-09 05:22:01.202981+00:00
113,452,1470,2,2025-04-14 18:03:39.929855+00:00
114,452,521,4,2025-07-25 12:02:38.064830+00:00
115,11,189,5,2026-01-12 04:17:19.859323+00:00
116,11,287,3,2025-05-30 04:47:48.486955+00:00
117,11,140,5,2026-01-14 10:49:20.941978+00:00
118,11,563,2,2025-06-21 20:41:16.124402+00:00
119,166,1998,2,2025-09-24 05:50:38.984427+00:00
120,166,1938,4,2024-02-10 04:09:41.738606+00:00
121,166,1063,1,2024-08-28 03:10:05.255935+00:00
122,166,507,4,2024-07-12 02:43:01.927477+00:00
123,166,1020,3,2024-08-19 09:33:39.110969+00:00
124,1204,902,1,2025-12-20 04:10:13.819001+00:00
125,1204,1878,5,2024-09-06 07:45:07.142893+00:00
126,1078,1678,5,2024-11-03 18:44:58.906833+00:00
127,1078,1904,3,2024-11-21 00:11:45.779071+00:00
128,1078,1111,2,2025-07-27 01:20:30.380478+00:00
129,817,451,4,2025-01-22 03:56:39.253778+00:00
130,817,1734,5,2025-09-03 16:24:31.843207+00:00
131,817,347,1,2024-10-06 10:22:49.016742+00:00
132,817,621,1,2025-11-27 08:06:39.317183+00:00
133,817,1518,4,2025-10-27 15:33:52.907908+00:00
134,599,461,3,2025-12-15 00:15:06.658972+00:00
135,599,26,3,2025-03-26 13:29:57.941639+00:00
136,599,1752,4,2025-09-22 14:58:35.134769+00:00
137,599,1000,2,2025-12-27 09:28:04.952045+00:00
138,995,617,1,2024-04-09 22:59:15.898599+00:00
139,995,1832,1,2025-01-01 04:24:55.299298+00:00
140,915,91,1,2024-10-31 12:51:02.898800+00:00
141,487,1919,2,2025-12-10 01:26:36.741624+00:00
142,487,582,4,2024-05-12 20:58:22.326677+00:00
143,487,58,3,2024-06-09 19:44:42.491308+00:00
144,487,186,5,2024-10-22 20:18:00.002146+00:00
145,1285,1870,1,2025-12-02 15:18:24.489022+00:00
146,1746,429,4,2024-10-17 03:32:12.878263+00:00
147,1746,1742,1,2025-09-30 11:12:31.189135+00:00
148,1746,529,4,2024-09-25 21:53:47.017198+00:00
149,1746,1589,1,2024-12-17 00:56:59.192785+00:00
150,1746,1668,4,2025-12-29 03:29:20.282548+00:00
151,1690,200,2,2024-09-21 14:31:23.041740+00:00
152,1690,505,2,2024-03-22 15:11:24.394111+00:00
153,1690,1852,5,2025-10-15 16:23:41.665846+00:00
154,1690,345,4,2024-09-27 00:08:26.812220+00:00
155,873,1850,2,2024-10-26 19:36:49.690508+00:00
156,873,441,5,2026-01-04 16:35:56.060113+00:00
157,873,1077,1,2024-11-21 04:05:35.882534+00:00
158,873,1586,4,2024-09-21 20:51:25.154162+00:00
159,94,668,4,2024-08-09 16:22:16.697730+00:00
160,94,580,4,2025-07-15 15:44:00.424749+00:00
161,94,1743,4,2024-05-18 07:48:25.731753+00:00
162,94,145,5,2025-03-08 05:33:18.486167+00:00
163,94,1937,5,2025-11-22 07:09:57.681881+00:00
164,850,1052,2,2024-11-01 06:59:26.502154+00:00
165,850,413,5,2025-01-02 10:17:41.568043+00:00
166,850,567,5,2026-01-16 01:19:16.175831+00:00
167,850,328,1,2025-02-18 00:52:58.796652+00:00
168,965,654,5,2025-04-08 05:29:12.419903+00:00
169,965,837,1,2025-05-31 09:50:58.807085+00:00
170,965,129,3,2025-08-24 16:27:27.267964+00:00
171,965,482,4,2024-09-21 18:04:36.773428+00:00
172,965,1019,4,2025-10-05 18:40:38.579252+00:00
173,549,357,1,2025-05-23 13:46:40.192178+00:00
174,549,318,3,2025-11-19 06:34:27.870064+00:00
175,549,1879,2,2024-06-02 02:30:30.590068+00:00
176,549,606,4,2025-01-24 04:38:52.044607+00:00
177,1797,1963,3,2024-12-03 10:08:13.424367+00:00
178,1797,1349,5,2024-02-17 14:42:33.128375+00:00
179,1797,1106,2,2025-03-20 00:40:55.666793+00:00
180,1797,1868,1,2024-06-21 11:20:21.081994+00:00
181,1797,919,2,2025-12-15 06:30:20.199367+00:00
182,1549,757,4,2026-01-17 08:26:47.843539+00:00
183,1549,1582,2,2025-07-04 21:03:44.558316+00:00
184,1549,97,2,2024-04-23 00:05:44.083626+00:00
185,1549,735,5,2025-07-10 00:13:05.986967+00:00
186,1959,554,1,2025-05-29 00:05:22.593784+00:00
187,1959,1220,5,2025-07-26 18:50:41.908070+00:00
188,1959,1659,5,2025-09-13 07:10:31.169076+00:00
189,1959,824,3,2024-10-31 22:44:25.958210+00:00
190,1271,1653,3,2025-06-08 20:14:34.833356+00:00
191,1271,94,1,2025-08-10 18:50:03.582756+00:00
192,1271,1224,2,2024-04-06 18:12:44.927148+00:00
193,1844,1328,5,2024-12-25 00:01:13.665250+00:00
194,1844,1189,4,2025-07-04 17:14:27.919774+00:00
195,1844,1550,4,2025-02-01 21:08:26.110458+00:00
196,1844,872,2,2024-06-16 04:38:28.815736+00:00
197,1844,1916,2,2025-01-29 06:24:38.585830+00:00
198,1640,44,5,2025-04-11 00:26:52.373116+00:00
199,1720,388,3,2024-07-13 00:52:57.133952+00:00
200,1720,1542,4,2024-03-14 11:15:39.926961+00:00
201,1720,1253,4,2026-01-12 13:30:16.114946+00:00
202,401,729,4,2025-07-04 10:42:17.534131+00:00
203,401,869,4,2024-08-15 06:54:22.494744+00:00
204,259,138,1,2026-01-08 03:16:26.091408+00:00
205,1355,939,4,2024-11-23 14:24:51.450882+00:00
206,322,1974,1,2025-06-26 21:18:39.448189+00:00
207,322,1231,5,2024-10-20 06:00:44.419283+00:00
208,322,703,5,2024-03-23 13:44:45.301043+00:00
209,322,1099,4,2025-11-25 02:33:12.330547+00:00
210,322,323,5,2025-10-17 12:36:09.824877+00:00
211,775,816,3,2025-12-07 04:44:20.398701+00:00
212,775,700,1,2024-03-27 00:34:38.216505+00:00
213,775,1730,3,2024-09-05 23:45:31.958339+00:00
214,775,1969,1,2025-12-20 20:10:59.649012+00:00
215,1098,1252,5,2025-04-29 18:16:59.598218+00:00
216,1098,260,1,2025-09-12 21:00:28.097638+00:00
217,1098,482,1,2024-10-31 12:43:49.048953+00:00
218,1098,1862,2,2025-01-06 16:08:32.055379+00:00
219,1253,1596,2,2024-12-09 16:04:36.649488+00:00
220,1790,1001,2,2025-05-05 23:46:53.078312+00:00
221,1790,1833,4,2024-01-31 16:30:47.735907+00:00
222,1790,1467,4,2024-10-24 18:24:07.626423+00:00
223,1790,82,4,2024-11-23 03:13:42.783184+00:00
224,1790,1251,4,2024-05-13 04:27:14.254665+00:00
225,1277,1195,1,2025-03-11 01:04:49.054156+00:00
226,92,1929,3,2025-05-28 14:25:50.782563+00:00
227,92,446,3,2026-01-20 21:15:51.263430+00:00
228,92,120,5,2024-09-27 09:24:59.198605+00:00
229,160,149,2,2025-03-06 00:42:37.493430+00:00
230,1896,95,3,2024-09-22 15:57:27.495942+00:00
231,1896,936,1,2025-09-29 07:37:14.714434+00:00
232,1896,1080,3,2024-07-26 06:22:46.304874+00:00
233,1896,1108,2,2025-05-05 15:27:01.252997+00:00
234,405,392,3,2024-02-09 20:53:42.366984+00:00
235,405,1406,2,2024-08-12 07:11:05.199488+00:00
236,405,669,5,2024-05-30 23:54:49.052088+00:00
237,405,393,1,2024-03-01 19:43:47.430526+00:00
238,764,1605,3,2025-02-14 10:00:09.291859+00:00
239,1,1380,4,2025-11-13 22:15:12.465719+00:00
240,1,401,2,2024-02-14 02:44:45.112431+00:00
241,1,1168,5,2025-09-23 18:22:39.483992+00:00
242,74,1667,1,2025-05-09 08:54:08.683215+00:00
243,74,1562,5,2024-12-01 06:29:06.745140+00:00
244,74,1006,3,2024-10-09 20:38:12.703593+00:00
245,1007,951,4,2024-06-05 21:37:34.055530+00:00
246,195,857,4,2024-01-24 19:05:51.093715+00:00
247,195,431,1,2025-12-02 03:10:17.075230+00:00
248,195,1547,3,2025-02-19 15:39:59.667685+00:00
249,246,1324,3,2025-07-14 10:39:01.103408+00:00
250,1228,331,1,2026-01-08 09:16:18.739808+00:00
251,1228,13,5,2024-07-05 22:06:54.850652+00:00
252,384,1748,4,2025-04-10 14:29:22.059228+00:00
253,1613,545,5,2025-01-13 12:27:20.045252+00:00
254,1613,1144,5,2024-02-06 11:36:33.465069+00:00
255,1613,577,4,2024-04-14 11:47:11.110743+00:00
256,1613,1677,2,2024-06-29 21:44:49.705060+00:00
257,1613,563,2,2024-08-22 08:16:09.944096+00:00
258,790,1146,1,2024-08-10 18:34:09.001251+00:00
259,790,580,5,2024-04-07 21:20:48.185917+00:00
260,790,1696,4,2024-03-18 02:42:16.062878+00:00
261,45,1615,4,2025-03-27 20:58:43.125565+00:00
262,45,398,1,2024-09-13 07:37:16.672121+00:00
263,45,659,2,2024-08-20 14:32:10.035343+00:00
264,45,129,1,2025-02-07 10:26:53.570993+00:00
265,617,1566,5,2025-08-11 20:39:41.395332+00:00
266,617,538,4,2024-08-04 22:54:02.738841+00:00
267,617,1448,4,2024-09-01 06:22:38.251461+00:00
268,617,96,2,2025-03-13 23:45:26.910369+00:00
269,617,1508,5,2025-03-25 23:13:05.480691+00:00
270,1888,509,2,2025-05-19 21:57:59.276987+00:00
271,1888,291,4,2025-03-14 23:16:55.473855+00:00
272,301,100,2,2025-09-25 06:04:10.102666+00:00
273,301,204,5,2024-08-25 23:12:44.939908+00:00
274,301,772,1,2024-09-24 05:26:19.264893+00:00
275,301,992,3,2025-09-01 20:27:44.962184+00:00
276,301,1497,5,2025-10-01 19:40:43.972307+00:00
277,172,1167,4,2025-09-04 14:50:44.311489+00:00
278,172,60,4,2025-08-24 08:19:16.847500+00:00
279,1597,314,5,2024-12-27 21:02:59.390921+00:00
280,1597,1875,5,2024-09-15 23:50:26.068910+00:00
281,1381,1717,1,2025-12-20 11:39:47.058873+00:00
282,1381,897,2,2025-02-10 17:09:23.613507+00:00
283,1381,987,5,2024-06-06 06:49:40.911708+00:00
284,1381,1603,4,2025-03-28 23:32:22.426719+00:00
285,1381,702,3,2024-09-03 04:48:33.742137+00:00
286,274,132,3,2025-05-29 20:57:16.058125+00:00
287,274,1870,1,2024-09-20 08:15:54.658640+00:00
288,274,802,2,2024-09-20 21:40:34.992159+00:00
289,274,474,3,2025-05-23 23:41:08.654035+00:00
290,1856,1778,2,2024-10-28 17:59:46.335558+00:00
291,1545,371,2,2024-06-29 08:28:59.746244+00:00
292,1545,1383,1,2024-10-19 18:49:01.382651+00:00
293,1545,961,5,2024-05-01 18:31:09.183089+00:00
294,1545,1643,2,2025-10-30 14:08:21.443876+00:00
295,1348,770,5,2024-05-03 09:07:19.521443+00:00
296,257,725,2,2024-07-03 17:34:42.902134+00:00
297,1309,331,1,2025-07-09 22:38:18.223861+00:00
298,1309,1473,2,2024-10-25 08:03:37.161226+00:00
299,1309,916,4,2024-01-23 15:48:34.829607+00:00
300,1309,1014,4,2026-01-02 14:00:59.304241+00:00
301,1630,604,2,2024-09-28 20:39:32.198413+00:00
302,1630,1392,5,2025-10-21 07:55:09.773718+00:00
303,1630,921,4,2025-02-24 16:13:57.118253+00:00
304,1630,1748,5,2025-07-14 00:22:07.050598+00:00
305,1630,1733,3,2024-05-09 16:01:55.424417+00:00
306,716,938,4,2024-02-06 07:09:28.931548+00:00
307,716,1369,4,2024-10-09 23:35:15.321701+00:00
308,716,143,1,2024-05-07 05:30:57.055515+00:00
309,716,911,2,2024-04-11 07:21:52.456844+00:00
310,964,805,4,2024-08-24 16:57:23.554924+00:00
311,964,124,3,2024-12-25 01:15:41.553217+00:00
312,964,509,2,2024-08-30 10:23:02.128859+00:00
313,964,834,2,2024-11-07 14:38:36.828403+00:00
314,1654,1729,1,2024-07-27 02:50:41.158269+00:00
315,1654,448,5,2024-06-30 17:31:20.692683+00:00
316,1654,181,5,2025-04-25 20:16:26.625684+00:00
317,788,230,2,2025-07-06 21:15:36.483651+00:00
318,788,725,3,2024-04-04 05:01:25.087335+00:00
319,788,1713,2,2024-07-24 19:07:28.139643+00:00
320,1462,519,5,2024-02-27 06:03:36.746364+00:00
321,1765,285,4,2025-05-17 07:20:26.474617+00:00
322,371,854,5,2024-09-01 06:37:03.687022+00:00
323,371,201,4,2025-11-27 11:54:27.386024+00:00
324,802,41,1,2024-12-21 16:56:41.121462+00:00
325,802,1709,3,2025-03-12 22:55:05.216350+00:00
326,802,954,4,2025-02-22 00:57:34.312643+00:00
327,1706,1290,4,2025-01-06 14:48:24.413766+00:00
328,1909,1593,3,2024-05-03 10:06:43.276540+00:00
329,1909,1682,5,2024-08-08 08:45:23.582849+00:00
330,1909,1408,3,2024-07-30 00:28:09.391032+00:00
331,1909,228,4,2025-05-18 18:36:52.647273+00:00
332,1399,421,5,2024-07-28 21:01:15.567590+00:00
333,1399,426,5,2025-03-13 11:49:22.065092+00:00
334,1399,1354,2,2024-09-02 08:45:31.625918+00:00
335,1399,1450,1,2025-09-01 19:21:31.691926+00:00
336,1399,528,3,2025-09-06 03:04:15.723747+00:00
337,112,729,2,2025-12-24 02:22:59.991424+00:00
338,112,68,4,2024-07-17 00:41:50.385653+00:00
339,309,734,5,2025-11-21 12:04:26.513649+00:00
340,309,1976,2,2024-03-17 12:36:18.660821+00:00
341,309,920,1,2024-02-22 13:23:34.320285+00:00
342,309,707,1,2024-09-01 20:18:06.819817+00:00
343,642,1640,4,2024-04-03 22:43:12.646334+00:00
344,642,545,2,2025-04-17 02:28:45.405007+00:00
345,642,1216,2,2024-03-11 17:27:11.110773+00:00
346,1055,1987,3,2025-11-17 15:38:33.359678+00:00
347,1055,139,3,2025-03-14 07:18:42.786883+00:00
348,1055,887,4,2024-12-07 01:35:17.719637+00:00
349,1055,1241,1,2024-09-01 16:51:24.797698+00:00
350,1055,558,2,2024-06-11 05:15:27.355544+00:00
351,1823,986,2,2024-04-05 17:03:53.386174+00:00
352,1823,1726,5,2025-04-09 11:25:42.442687+00:00
353,1823,1690,5,2024-05-06 05:53:47.315813+00:00
354,1823,1714,1,2025-05-25 22:22:22.559223+00:00
355,1823,1932,5,2025-01-31 15:04:02.666651+00:00
356,29,1910,2,2024-02-05 04:08:27.419176+00:00
357,29,1188,5,2024-12-04 11:38:32.703192+00:00
358,1747,1016,1,2025-07-17 20:03:58.596570+00:00
359,1747,625,3,2024-02-29 16:18:59.733957+00:00
360,705,1958,5,2024-12-01 05:44:58.826182+00:00
361,1599,124,2,2024-05-23 17:44:07.240779+00:00
362,1599,185,5,2025-07-11 17:02:47.913586+00:00
363,1599,1370,5,2024-05-04 15:22:58.126464+00:00
364,1273,225,5,2024-03-28 03:15:59.924932+00:00
365,1273,1269,4,2025-08-08 06:13:22.889624+00:00
366,1273,291,2,2024-05-30 03:48:58.752471+00:00
367,1273,1431,4,2025-11-10 10:03:41.344791+00:00
368,1027,1170,2,2024-11-14 19:34:14.803370+00:00
369,1884,1169,4,2025-10-06 15:59:39.341158+00:00
370,1884,1805,1,2025-06-26 19:01:33.480093+00:00
371,1884,396,1,2025-11-29 13:07:34.164199+00:00
372,1884,1592,4,2025-02-01 00:22:44.192246+00:00
373,468,1144,4,2024-12-16 13:17:27.452642+00:00
374,468,553,1,2024-05-21 14:47:18.192993+00:00
375,468,487,5,2024-10-28 14:24:53.437551+00:00
376,468,1945,2,2025-11-08 02:14:17.240239+00:00
377,468,523,3,2025-08-16 07:47:15.016785+00:00
378,1812,1333,1,2025-03-06 02:23:16.019439+00:00
379,1812,579,5,2024-02-01 15:14:51.015518+00:00
380,1975,1358,2,2025-05-09 20:22:06.787540+00:00
381,1504,551,1,2024-06-06 00:21:50.969354+00:00
382,1504,1414,3,2025-04-28 05:27:05.445451+00:00
383,1227,1037,1,2025-04-30 08:34:27.213270+00:00
384,1227,815,4,2024-08-23 18:05:48.223677+00:00
385,1227,1887,3,2025-08-08 18:12:56.606590+00:00
386,1647,1979,4,2024-09-01 18:45:55.332549+00:00
387,1647,1879,2,2024-02-01 12:42:23.140774+00:00
388,1647,1662,5,2024-06-16 18:42:54.265810+00:00
389,1372,1645,1,2024-10-21 16:23:03.799782+00:00
390,776,1570,1,2024-02-23 13:49:29.462519+00:00
391,1536,1087,5,2024-01-23 14:09:28.758912+00:00
392,1536,1291,5,2024-12-30 23:49:12.644891+00:00
393,752,736,3,2025-02-02 23:59:25.730839+00:00
394,752,292,2,2024-04-25 09:00:49.942520+00:00
395,752,375,2,2024-01-30 17:04:13.526715+00:00
396,767,571,3,2024-06-30 07:45:52.641632+00:00
397,767,41,3,2025-02-20 08:01:37.121961+00:00
398,767,1062,2,2025-02-11 03:34:59.279382+00:00
399,767,640,1,2025-01-05 01:48:21.040658+00:00
400,267,1978,5,2025-12-07 18:52:31.886430+00:00
401,981,496,1,2025-10-20 02:14:19.838129+00:00
402,981,1505,3,2024-10-31 20:44:11.753482+00:00
403,981,710,5,2025-08-17 06:25:08.451540+00:00
404,981,1662,5,2024-02-28 14:06:44.352043+00:00
405,981,1221,4,2024-06-15 03:59:17.123034+00:00
406,844,1112,5,2025-05-25 03:31:16.461354+00:00
407,844,1601,3,2024-02-07 11:35:21.546281+00:00
408,844,19,2,2024-06-13 02:38:47.810937+00:00
409,844,66,1,2025-05-31 06:21:07.848172+00:00
410,888,1539,5,2025-12-12 01:10:47.552353+00:00
411,888,1048,2,2025-06-03 21:14:42.869597+00:00
412,888,1832,4,2024-05-18 13:43:09.291337+00:00
413,888,1731,2,2025-04-05 00:57:23.587623+00:00
414,1447,1881,4,2025-01-14 21:48:18.040334+00:00
415,741,1878,4,2024-08-30 11:36:33.489005+00:00
416,904,254,4,2024-10-11 08:03:50.708972+00:00
417,904,1974,5,2024-05-12 17:51:09.336518+00:00
418,904,719,4,2025-01-17 06:27:11.216569+00:00
419,904,723,5,2024-02-19 04:14:38.162222+00:00
420,654,489,1,2024-05-09 13:29:46.530825+00:00
421,654,234,1,2025-10-26 07:03:06.177096+00:00
422,654,318,1,2025-08-02 21:41:10.992324+00:00
423,654,446,4,2024-08-26 17:49:31.740088+00:00
424,1574,1956,1,2025-04-22 03:19:08.695317+00:00
425,1574,910,5,2026-01-09 22:27:53.877716+00:00
426,1574,1484,3,2024-05-03 12:03:57.507757+00:00
427,1574,767,1,2025-12-31 00:49:48.283789+00:00
428,1978,1878,1,2025-09-15 02:59:25.587175+00:00
429,313,360,2,2024-05-27 17:28:31.737128+00:00
430,313,774,4,2025-08-11 17:31:49.254328+00:00
431,313,1204,4,2024-07-12 14:07:44.062170+00:00
432,739,1679,2,2025-03-28 22:19:41.180934+00:00
433,979,1932,2,2025-11-28 06:17:24.617263+00:00
434,979,1525,4,2024-02-13 06:06:02.201835+00:00
435,979,329,4,2024-06-12 20:43:12.170416+00:00
436,979,18,4,2024-08-31 12:44:52.708371+00:00
437,196,82,4,2025-12-31 08:40:19.368005+00:00
438,196,1323,4,2024-03-14 16:51:59.059235+00:00
439,196,866,5,2025-11-06 15:45:56.856100+00:00
440,196,840,2,2025-04-18 14:50:54.364393+00:00
441,1201,1205,2,2025-06-22 19:05:57.999906+00:00
442,1201,1482,1,2024-07-08 10:41:09.478722+00:00
443,1201,1476,1,2025-11-07 03:56:34.085919+00:00
444,567,1309,4,2024-10-18 17:57:30.565552+00:00
445,567,1322,4,2025-06-22 10:26:00.878194+00:00
446,567,1988,4,2024-02-13 08:30:16.278059+00:00
447,567,650,4,2024-10-18 23:38:58.029271+00:00
448,567,1643,3,2024-04-04 20:57:51.118556+00:00
449,437,1582,1,2024-03-09 03:02:00.862654+00:00
450,437,1464,1,2024-06-05 00:55:48.990190+00:00
451,437,252,5,2024-07-25 05:35:59.772629+00:00
452,437,1351,5,2024-08-04 21:26:15.935471+00:00
453,1879,1527,5,2025-01-04 20:24:26.369760+00:00
454,1770,789,4,2024-04-16 11:08:58.582072+00:00
455,948,1669,2,2025-03-03 00:26:20.403041+00:00
456,948,131,3,2025-07-03 02:54:49.748225+00:00
457,948,1400,4,2024-07-10 18:42:56.379317+00:00
458,1302,1678,2,2025-11-07 05:21:09.611653+00:00
459,1011,1492,2,2024-05-16 22:32:44.889930+00:00
460,1011,1292,3,2024-10-31 18:48:38.646380+00:00
461,1128,938,4,2025-04-27 18:25:24.008158+00:00
462,1128,1979,2,2024-11-12 21:02:51.207253+00:00
463,1128,313,3,2024-05-06 14:24:31.940357+00:00
464,828,83,4,2024-07-07 14:58:48.851637+00:00
465,828,1210,2,2025-05-19 15:17:48.583893+00:00
466,828,1,5,2024-09-26 22:16:44.045989+00:00
467,1101,1614,1,2024-05-05 04:14:22.053437+00:00
468,1101,830,3,2025-03-26 22:00:01.570799+00:00
469,1101,455,3,2025-02-24 12:21:29.656346+00:00
470,81,1142,4,2024-06-29 05:27:49.897325+00:00
471,1345,1926,1,2024-05-27 22:13:50.620277+00:00
472,1345,471,2,2024-11-01 15:58:55.656790+00:00
473,1345,1480,5,2024-02-12 22:59:53.186213+00:00
474,1345,507,1,2025-06-01 06:18:26.629066+00:00
475,1912,1559,3,2024-10-03 01:59:46.426010+00:00
476,1851,1701,4,2025-01-09 13:44:07.863388+00:00
477,1851,755,5,2024-03-14 03:37:05.851211+00:00
478,387,1166,1,2024-08-30 12:50:55.557709+00:00
479,387,367,4,2025-06-09 03:12:54.504064+00:00
480,387,761,1,2024-06-18 17:01:47.773983+00:00
481,387,242,5,2025-05-19 23:06:32.500905+00:00
482,387,844,4,2025-12-20 05:36:36.125769+00:00
