service_order_id,booking_id,order_status,ordered_at,created_at
26,45351,DELIVERED,2025-07-02 07:43:44.613265+00:00,2025-12-19 04:50:37.850869+00:00
27,63755,CANCELLED,2024-09-28 18:47:46.591050+00:00,2025-03-09 12:25:09.229170+00:00
28,53107,CANCELLED,2024-02-20 00:38:15.242678+00:00,2025-11-09 04:57:01.350082+00:00
29,53721,DELIVERED,2025-10-11 23:15:21.515751+00:00,2024-07-06 02:40:46.537604+00:00
30,23203,ORDERED,2025-12-04 07:57:17.667492+00:00,2024-03-25 15:49:49.342721+00:00
31,11815,DELIVERED,2025-09-02 10:14:37.575411+00:00,2025-03-10 16:04:51.887583+00:00
32,57412,DELIVERED,2025-08-17 22:54:20.193016+00:00,2025-05-18 12:03:34.326615+00:00
33,48577,CANCELLED,2025-01-05 20:38:58.852327+00:00,2025-03-14 19:07:31.736768+00:00
34,21867,DELIVERED,2025-02-14 09:56:14.301853+00:00,2025-01-10 09:52:04.242525+00:00
35,2253,ORDERED,2024-10-24 18:00:49.145066+00:00,2024-02-25 14:21:01.230136+00:00
36,50908,DELIVERED,2025-03-16 22:57:13.362589+00:00,2025-04-09 08:45:46.439383+00:00
37,64103,DELIVERED,2024-03-25 23:57:42.188097+00:00,2025-08-14 06:44:07.093737+00:00
38,41153,CANCELLED,2024-04-23 19:36:22.401083+00:00,2025-01-31 08:34:47.205886+00:00
39,39312,CANCELLED,2025-09-19 15:49:26.961917+00:00,2025-05-16 15:54:15.156146+00:00
40,29490,ORDERED,2024-06-21 03:21:32.776495+00:00,2024-02-21 06:50:20.796535+00:00
41,7950,DELIVERED,2024-05-06 15:59:31.295210+00:00,2025-05-18 20:18:52.696892+00:00
42,581,ORDERED,2025-04-09 11:36:25.940366+00:00,2024-04-11 01:08:56.408169+00:00
43,41379,CANCELLED,2024-11-25 00:51:04.641836+00:00,2025-08-02 16:45:19.707969+00:00
44,46249,ORDERED,2025-01-31 23:01:16.701968+00:00,2024-12-26 20:21:03.566675+00:00
45,69409,ORDERED,2025-02-03 23:33:22.556177+00:00,2024-10-21 03:13:23.616309+00:00
46,3216,ORDERED,2025-09-17 11:47:04.712490+00:00,2025-07-27 23:46:24.205671+00:00
47,12878,ORDERED,2024-12-08 18:56:33.165179+00:00,2024-11-21 05:28:00.224775+00:00
48,18341,ORDERED,2025-08-13 19:15:45.068031+00:00,2024-07-25 17:54:40.006837+00:00
49,64785,ORDERED,2024-06-20 07:00:26.955968+00:00,2025-06-28 10:41:55.485343+00:00
50,45269,DELIVERED,2025-03-22 09:21:28.793040+00:00,2026-01-12 21:05:14.223610+00:00
51,5430,DELIVERED,2024-09-07 08:09:12.808390+00:00,2025-08-30 02:10:22.943384+00:00
52,4104,DELIVERED,2024-02-27 05:41:50.655175+00:00,2024-08-29 04:29:26.415812+00:00
53,40621,CANCELLED,2025-12-21 04:45:14.639499+00:00,2024-11-12 00:53:04.055006+00:00
54,3735,CANCELLED,2025-05-09 01:07:56.717068+00:00,2024-02-04 15:57:17.736835+00:00
55,22721,DELIVERED,2025-10-15 06:19:52.555797+00:00,2024-12-19 14:28:16.514579+00:00
56,46615,CANCELLED,2024-09-27 09:30:12.096529+00:00,2024-06-10 12:10:00.118944+00:00
57,10263,DELIVERED,2024-11-29 10:52:06.528935+00:00,2025-07-29 03:40:19.110459+00:00
58,37097,DELIVERED,2025-02-12 21:08:40.995414+00:00,2024-05-19 22:11:22.379372+00:00
59,23821,DELIVERED,2025-09-29 23:51:31.938913+00:00,2025-12-14 01:25:47.524463+00:00
60,53040,DELIVERED,2024-07-15 14:57:47.130713+00:00,2025-08-27 13:05:00.811786+00:00
61,59233,ORDERED,2024-02-26 04:58:25.659490+00:00,2025-01-05 21:42:33.870411+00:00
62,5668,ORDERED,2025-05-30 08:00:39.662191+00:00,2025-06-02 07:43:13.993665+00:00
63,1098,ORDERED,2025-12-07 03:00:36.476458+00:00,2026-01-03 00:58:13.335198+00:00
64,21703,DELIVERED,2025-05-08 22:21:30.546945+00:00,2025-03-25 12:43:58.073246+00:00
65,68535,DELIVERED,2025-10-05 04:47:16.176142+00:00,2025-09-25 09:25:16.315115+00:00
66,15639,ORDERED,2024-07-03 14:01:06.259065+00:00,2024-04-10 17:46:06.866510+00:00
67,26467,ORDERED,2024-12-24 06:01:10.844530+00:00,2024-11-13 11:54:32.337340+00:00
68,23181,ORDERED,2024-05-23 00:47:36.601307+00:00,2025-12-25 09:40:48.811812+00:00
69,31240,CANCELLED,2025-10-28 04:36:54.570668+00:00,2025-09-20 05:00:26.630268+00:00
70,49471,CANCELLED,2024-11-30 15:13:02.091915+00:00,2024-09-10 12:49:45.395967+00:00
71,61427,ORDERED,2024-10-21 08:02:18.695389+00:00,2024-11-28 16:05:42.091507+00:00
72,51822,DELIVERED,2024-02-23 18:34:51.781034+00:00,2024-04-10 12:01:23.910913+00:00
73,68224,CANCELLED,2024-06-08 21:38:07.373078+00:00,2024-05-17 21:54:35.252695+00:00
74,49855,DELIVERED,2024-04-27 04:05:53.453438+00:00,2025-09-02 03:05:37.289610+00:00
75,34785,DELIVERED,2024-07-29 14:46:51.274941+00:00,2024-04-24 23:48:47.652712+00:00
76,59397,ORDERED,2025-02-07 15:44:59.867455+00:00,2025-02-25 19:56:50.861445+00:00
77,69490,CANCELLED,2025-01-28 13:16:17.328981+00:00,2025-03-24 17:57:09.960922+00:00
78,12415,ORDERED,2024-03-06 11:04:11.424329+00:00,2025-07-29 17:54:30.008473+00:00
79,31032,ORDERED,2024-11-20 05:46:15.910697+00:00,2025-05-19 09:56:25.094938+00:00
80,38923,ORDERED,2024-12-14 08:29:53.631729+00:00,2025-06-24 01:10:24.118345+00:00
81,54619,DELIVERED,2024-03-09 11:03:11.653341+00:00,2024-10-21 05:37:03.052230+00:00
82,63562,CANCELLED,2024-04-21 14:04:50.615244+00:00,2024-09-19 01:17:29.138521+00:00
83,47030,DELIVERED,2025-09-06 03:26:42.745673+00:00,2025-09-03 03:25:11.073634+00:00
84,55021,ORDERED,2025-05-06 16:02:59.942424+00:00,2024-08-08 05:15:18.824585+00:00
85,17065,DELIVERED,2025-07-10 23:28:23.174077+00:00,2025-10-31 12:45:17.873145+00:00
86,56097,CANCELLED,2025-07-15 16:39:59.635581+00:00,2024-02-10 00:09:08.585405+00:00
87,65812,ORDERED,2024-10-15 15:10:04.087711+00:00,2025-02-24 08:42:51.464091+00:00
88,688,CANCELLED,2024-07-16 01:59:55.208827+00:00,2025-03-05 14:29:44.346625+00:00
89,58128,CANCELLED,2024-10-29 03:53:14.478838+00:00,2024-03-06 23:06:06.255430+00:00
90,66115,ORDERED,2025-11-04 21:36:13.750054+00:00,2024-03-24 13:09:13.860592+00:00
91,67327,DELIVERED,2025-12-28 12:14:29.003165+00:00,2025-08-22 12:46:27.535871+00:00
92,25298,DELIVERED,2025-04-19 01:17:36.623791+00:00,2024-03-03 08:36:00.376802+00:00
93,28896,ORDERED,2025-09-28 12:35:49.826944+00:00,2025-05-25 15:36:46.650078+00:00
94,40326,DELIVERED,2024-10-31 19:07:55.521353+00:00,2024-02-11 18:13:03.953300+00:00
95,33658,CANCELLED,2024-01-26 22:55:52.414466+00:00,2024-10-07 21:28:15.294919+00:00
96,64467,DELIVERED,2024-11-28 23:26:24.364908+00:00,2025-04-23 23:31:15.460008+00:00
97,29980,CANCELLED,2025-05-12 17:48:19.611796+00:00,2024-07-02 02:04:24.376963+00:00
98,16501,ORDERED,2025-10-15 18:01:35.835706+00:00,2025-04-08 21:40:16.630779+00:00
99,59106,ORDERED,2024-11-18 12:16:21.062247+00:00,2025-09-12 10:26:36.256945+00:00
100,62956,DELIVERED,2024-02-02 10:13:48.786586+00:00,2024-05-31 14:59:46.964041+00:00
101,61856,ORDERED,2024-08-09 20:13:47.817135+00:00,2024-04-05 17:05:51.770623+00:00
102,29615,ORDERED,2024-07-21 23:34:45.076968+00:00,2024-08-30 05:01:54.623517+00:00
103,58611,DELIVERED,2025-01-29 17:26:15.441026+00:00,2025-08-10 03:54:27.067481+00:00
104,31151,CANCELLED,2024-10-06 07:35:27.743783+00:00,2025-06-12 11:37:28.868918+00:00
105,45035,CANCELLED,2024-06-27 22:22:26.901277+00:00,2025-01-24 02:18:11.734121+00:00
106,29924,ORDERED,2024-03-30 11:01:36.158170+00:00,2025-01-25 07:26:59.893021+00:00
107,47841,ORDERED,2024-08-08 17:01:10.319859+00:00,2025-02-12 11:19:23.986222+00:00
108,36952,DELIVERED,2024-12-06 06:53:59.307339+00:00,2024-06-11 05:24:03.910831+00:00
109,27907,DELIVERED,2024-04-12 15:30:02.421310+00:00,2025-04-11 07:20:30.671227+00:00
110,50977,ORDERED,2024-11-22 14:18:53.717474+00:00,2024-08-13 14:18:12.343425+00:00
111,19642,ORDERED,2025-08-26 07:52:40.009013+00:00,2025-10-21 08:05:40.910916+00:00
112,48647,ORDERED,2024-08-24 13:53:01.359266+00:00,2024-09-24 17:36:39.050952+00:00
113,69471,ORDERED,2024-07-19 07:53:54.162484+00:00,2024-11-09 13:36:46.612895+00:00
114,7602,CANCELLED,2025-03-13 19:16:41.094109+00:00,2025-04-06 03:44:19.646583+00:00
115,25568,DELIVERED,2025-05-20 01:19:30.835559+00:00,2024-08-10 05:00:16.636051+00:00
116,64841,DELIVERED,2025-03-08 17:21:49.939859+00:00,2024-02-02 22:59:16.464766+00:00
117,30044,DELIVERED,2024-11-02 15:45:06.165095+00:00,2025-05-20 18:00:27.167602+00:00
118,20301,CANCELLED,2025-07-10 08:42:02.899858+00:00,2025-01-12 23:16:47.664806+00:00
119,17768,DELIVERED,2025-12-15 07:58:59.573097+00:00,2025-01-27 00:47:31.935715+00:00
120,40989,ORDERED,2024-10-11 19:01:46.886080+00:00,2024-05-15 17:43:33.540471+00:00
121,29303,CANCELLED,2024-06-25 18:18:24.797207+00:00,2024-08-27 09:57:33.121057+00:00
122,9803,ORDERED,2024-08-10 09:48:37.693670+00:00,2025-04-27 02:28:59.556181+00:00
123,62489,CANCELLED,2025-11-12 09:06:54.136599+00:00,2025-08-31 12:13:01.042899+00:00
124,64890,CANCELLED,2025-05-29 00:52:08.851155+00:00,2024-09-24 01:40:09.236202+00:00
125,46202,CANCELLED,2024-09-26 08:11:37.268378+00:00,2024-10-08 10:15:27.675827+00:00
126,11594,DELIVERED,2024-09-10 16:01:10.398929+00:00,2024-06-01 12:37:01.003040+00:00
127,5471,ORDERED,2024-05-17 11:07:06.424605+00:00,2024-05-20 13:45:30.083176+00:00
128,29781,ORDERED,2024-04-30 13:46:01.060045+00:00,2024-07-03 20:40:24.688530+00:00
129,6022,ORDERED,2024-11-14 04:24:39.006274+00:00,2025-12-21 12:41:23.923665+00:00
130,36326,DELIVERED,2025-06-18 08:22:14.913419+00:00,2025-08-27 13:45:41.892995+00:00
131,54547,DELIVERED,2024-08-22 11:55:19.430206+00:00,2025-04-12 11:54:08.585164+00:00
132,18519,ORDERED,2025-09-30 17:03:36.760365+00:00,2025-08-23 04:12:33.284618+00:00
133,52015,DELIVERED,2024-02-25 23:27:12.985045+00:00,2025-02-14 20:19:57.714555+00:00
134,69622,ORDERED,2025-11-08 04:40:34.164140+00:00,2025-06-15 03:56:08.740741+00:00
135,15066,CANCELLED,2024-08-09 14:55:27.401933+00:00,2024-09-04 19:43:20.949443+00:00
136,38970,DELIVERED,2025-01-12 16:17:29.631307+00:00,2025-11-16 09:47:53.711839+00:00
137,26368,DELIVERED,2024-09-26 12:19:31.583952+00:00,2025-07-02 03:00:30.357901+00:00
138,8189,DELIVERED,2025-11-24 16:07:01.892863+00:00,2025-03-22 08:40:19.294523+00:00
139,10843,DELIVERED,2025-01-12 22:15:50.610644+00:00,2024-05-12 13:53:45.428924+00:00
140,20543,ORDERED,2024-04-05 12:47:22.586696+00:00,2025-11-17 11:45:50.114655+00:00
141,52919,ORDERED,2024-04-28 08:25:44.571191+00:00,2025-06-06 04:53:09.614965+00:00
142,42609,ORDERED,2024-04-21 02:17:40.580344+00:00,2024-05-15 20:30:19.262385+00:00
143,43115,DELIVERED,2025-12-22 06:53:12.345635+00:00,2025-01-18 09:19:30.035092+00:00
144,22663,CANCELLED,2024-10-19 06:32:25.499099+00:00,2026-01-06 08:32:14.675467+00:00
145,9123,DELIVERED,2025-10-13 02:49:41.154185+00:00,2024-12-20 16:26:46.221220+00:00
146,32052,CANCELLED,2025-05-06 13:13:22.037064+00:00,2024-11-25 20:58:15.141024+00:00
147,954,DELIVERED,2024-08-30 12:29:47.638249+00:00,2025-01-01 10:20:11.015907+00:00
148,17780,CANCELLED,2025-11-26 14:10:09.914722+00:00,2025-09-05 20:59:30.348406+00:00
149,52978,CANCELLED,2025-09-25 22:41:33.293021+00:00,2024-03-27 05:38:25.111060+00:00
150,17527,CANCELLED,2025-06-06 14:57:26.002640+00:00,2025-11-13 16:01:02.513662+00:00
151,16220,DELIVERED,2024-09-28 02:43:33.752413+00:00,2024-08-28 09:08:37.513227+00:00
152,31204,DELIVERED,2025-04-14 16:03:41.963548+00:00,2024-03-28 02:10:18.040799+00:00
153,16671,DELIVERED,2025-04-15 13:48:35.368864+00:00,2024-11-19 10:04:13.253064+00:00
154,7723,DELIVERED,2024-04-15 10:25:34.884979+00:00,2025-01-25 21:46:46.408418+00:00
155,57078,DELIVERED,2024-11-22 09:42:23.030953+00:00,2025-12-30 01:35:21.096043+00:00
156,4134,DELIVERED,2025-03-22 18:11:16.959464+00:00,2025-01-31 14:16:57.652873+00:00
157,69999,ORDERED,2024-09-26 00:29:31.481969+00:00,2025-02-03 19:55:35.383557+00:00
158,17096,ORDERED,2024-03-27 06:57:18.773093+00:00,2025-02-25 06:41:17.911478+00:00
159,50275,ORDERED,2025-03-19 11:30:04.501230+00:00,2025-09-16 21:56:36.801086+00:00
160,4814,DELIVERED,2024-07-28 15:29:07.888730+00:00,2025-01-09 16:33:23.605814+00:00
161,61853,CANCELLED,2025-09-08 15:33:32.907314+00:00,2025-06-20 13:34:17.450877+00:00
162,27612,ORDERED,2025-06-25 09:19:47.903350+00:00,2025-09-28 09:28:21.618121+00:00
163,37472,CANCELLED,2024-03-26 14:16:33.610022+00:00,2025-06-20 06:47:56.818278+00:00
164,9497,CANCELLED,2025-08-10 10:31:07.237676+00:00,2025-12-05 15:59:35.211718+00:00
165,46074,ORDERED,2024-04-08 02:53:05.071822+00:00,2025-05-30 12:34:04.246642+00:00
166,40365,ORDERED,2025-06-06 02:49:32.912082+00:00,2025-10-07 23:15:57.461765+00:00
167,32706,DELIVERED,2024-04-27 06:22:12.554457+00:00,2024-06-27 09:05:44.936553+00:00
168,68432,ORDERED,2026-01-10 09:43:33.111297+00:00,2025-02-10 15:31:37.790329+00:00
169,39476,DELIVERED,2024-09-10 08:50:28.617397+00:00,2025-02-13 08:32:01.162293+00:00
170,66206,ORDERED,2025-12-14 02:39:18.805718+00:00,2025-06-16 04:35:56.509277+00:00
171,3972,ORDERED,2025-09-05 13:41:39.672019+00:00,2025-08-16 13:53:02.678395+00:00
172,69312,CANCELLED,2025-01-19 18:27:46.004802+00:00,2025-03-09 11:08:39.360610+00:00
173,51067,DELIVERED,2024-03-08 04:11:50.644000+00:00,2025-08-01 21:46:27.077514+00:00
174,68284,DELIVERED,2025-06-16 09:43:04.206111+00:00,2025-02-20 00:30:09.665060+00:00
175,3862,ORDERED,2025-11-26 03:21:10.044288+00:00,2024-03-01 19:04:48.921723+00:00
176,7200,CANCELLED,2025-02-26 19:21:49.277508+00:00,2025-10-13 12:50:44.360528+00:00
177,45593,DELIVERED,2025-01-04 11:12:41.844855+00:00,2025-04-15 10:55:54.924557+00:00
178,19635,CANCELLED,2024-03-08 22:51:14.463738+00:00,2025-02-22 23:50:31.025555+00:00
179,34204,ORDERED,2024-06-11 03:01:17.851485+00:00,2025-06-04 16:52:43.212719+00:00
180,20704,ORDERED,2024-02-18 02:45:43.790546+00:00,2025-03-03 07:15:42.579453+00:00
181,29302,ORDERED,2024-05-31 17:21:14.504674+00:00,2024-12-08 13:04:24.687690+00:00
182,50368,CANCELLED,2025-10-16 16:24:10.243064+00:00,2024-06-25 00:03:45.085166+00:00
183,41216,CANCELLED,2024-06-30 22:13:14.231261+00:00,2024-10-11 14:57:12.549024+00:00
184,34957,ORDERED,2024-09-19 13:44:30.035894+00:00,2024-08-14 13:25:05.588973+00:00
185,52842,DELIVERED,2024-07-29 00:07:21.504099+00:00,2025-05-21 22:47:35.613917+00:00
186,15709,DELIVERED,2025-05-16 23:40:06.160817+00:00,2025-10-30 06:51:07.398600+00:00
187,13637,ORDERED,2025-05-20 12:07:45.053723+00:00,2024-01-31 02:28:34.751653+00:00
188,64532,DELIVERED,2025-03-27 19:43:39.191319+00:00,2024-06-24 14:13:29.377057+00:00
189,14115,CANCELLED,2024-11-29 07:54:57.004939+00:00,2025-01-07 15:37:09.193214+00:00
190,9814,DELIVERED,2025-03-25 04:30:51.438803+00:00,2024-06-29 12:12:56.334119+00:00
191,14863,CANCELLED,2024-07-12 18:51:11.760789+00:00,2024-09-04 18:49:09.328494+00:00
192,32280,DELIVERED,2024-03-19 13:59:38.130378+00:00,2024-09-07 20:05:04.352319+00:00
193,16009,ORDERED,2025-05-24 13:11:28.682110+00:00,2025-08-22 15:04:02.720745+00:00
194,56443,ORDERED,2024-04-06 00:21:47.192538+00:00,2024-02-21 10:30:11.596926+00:00
195,37279,CANCELLED,2024-05-13 07:41:39.613797+00:00,2025-10-27 17:06:07.992637+00:00
196,40058,DELIVERED,2025-11-28 12:40:03.856627+00:00,2024-06-09 10:31:17.813042+00:00
197,20453,DELIVERED,2026-01-20 03:56:11.859556+00:00,2024-04-05 22:21:40.093518+00:00
198,38937,ORDERED,2024-08-25 06:17:57.644722+00:00,2025-12-08 14:28:21.250327+00:00
199,52644,ORDERED,2026-01-15 15:46:47.536724+00:00,2024-02-15 21:43:27.410663+00:00
200,33845,ORDERED,2025-07-19 10:04:40.041345+00:00,2025-04-11 08:27:51.241084+00:00
201,37128,ORDERED,2025-06-19 22:54:59.227781+00:00,2025-03-16 07:34:30.863021+00:00
202,51813,DELIVERED,2025-08-27 01:27:42.763599+00:00,2024-11-15 13:17:05.968870+00:00
203,11223,ORDERED,2024-09-11 21:43:47.723225+00:00,2025-03-24 09:29:30.258742+00:00
204,36784,DELIVERED,2025-04-03 10:29:34.251780+00:00,2024-10-20 07:44:13.803941+00:00
205,17161,ORDERED,2025-03-28 14:49:11.298150+00:00,2024-11-10 01:50:08.273551+00:00
206,10086,ORDERED,2024-11-04 14:31:59.915800+00:00,2024-04-19 06:30:04.483817+00:00
207,40155,DELIVERED,2024-03-03 12:41:06.930260+00:00,2024-11-07 08:24:03.728153+00:00
208,64225,ORDERED,2025-08-11 18:46:42.543520+00:00,2025-01-03 00:22:08.568547+00:00
209,60396,ORDERED,2025-11-12 01:42:55.433514+00:00,2025-03-07 20:53:24.883876+00:00
210,51289,CANCELLED,2025-01-23 10:34:19.170121+00:00,2024-03-02 12:10:45.477997+00:00
211,11669,DELIVERED,2025-06-24 23:18:13.875254+00:00,2025-10-19 19:17:51.754582+00:00
212,34233,CANCELLED,2024-04-03 00:25:32.313062+00:00,2025-02-11 00:31:04.524299+00:00
213,35547,ORDERED,2025-07-25 05:56:50.762440+00:00,2025-12-09 04:45:42.579363+00:00
214,14262,CANCELLED,2024-03-12 23:15:05.600666+00:00,2025-08-16 21:57:58.704318+00:00
215,40371,CANCELLED,2025-12-10 19:57:10.679311+00:00,2024-03-30 20:50:58.370869+00:00
216,55200,DELIVERED,2025-03-12 05:31:55.773254+00:00,2024-05-24 05:26:32.708959+00:00
217,14621,CANCELLED,2024-02-27 17:13:11.834860+00:00,2025-03-06 05:05:32.418675+00:00
218,53333,CANCELLED,2024-05-17 03:06:53.288995+00:00,2026-01-04 00:50:12.065768+00:00
219,56999,ORDERED,2024-08-30 16:03:18.115724+00:00,2024-08-02 09:06:27.384914+00:00
220,4048,CANCELLED,2025-01-05 09:06:41.248198+00:00,2024-09-08 02:55:46.231993+00:00
221,15145,DELIVERED,2024-06-27 16:13:42.349813+00:00,2025-07-05 02:26:09.442083+00:00
222,38961,DELIVERED,2025-08-15 18:18:56.635012+00:00,2025-09-20 01:10:31.321242+00:00
223,47165,DELIVERED,2025-03-22 21:16:23.681307+00:00,2025-06-16 06:15:30.397314+00:00
224,69210,ORDERED,2025-07-17 08:05:49.057932+00:00,2024-02-25 09:51:08.676553+00:00
225,57446,CANCELLED,2024-04-22 00:50:38.471603+00:00,2024-02-03 17:27:09.383676+00:00
226,62672,ORDERED,2024-09-19 22:09:33.420021+00:00,2025-08-31 08:17:58.590273+00:00
227,2254,DELIVERED,2024-09-30 21:02:11.318457+00:00,2024-10-01 21:28:16.377954+00:00
228,46796,CANCELLED,2024-06-24 15:40:51.773039+00:00,2025-02-09 19:53:20.329757+00:00
229,58164,CANCELLED,2025-07-30 13:26:26.930936+00:00,2024-02-06 10:45:51.305368+00:00
230,57568,ORDERED,2025-07-31 21:23:40.495005+00:00,2024-07-16 09:14:10.784013+00:00
231,61774,ORDERED,2024-09-05 22:45:51.275821+00:00,2024-08-31 08:32:12.736995+00:00
232,34074,ORDERED,2025-03-22 05:20:33.056798+00:00,2024-06-04 05:42:05.118929+00:00
233,20753,DELIVERED,2024-05-09 07:01:02.972164+00:00,2024-03-08 03:15:30.358001+00:00
234,67781,CANCELLED,2024-06-06 09:01:23.756248+00:00,2024-06-05 20:19:32.667845+00:00
235,39772,DELIVERED,2024-05-26 08:17:14.970133+00:00,2024-07-02 02:09:07.059486+00:00
236,42167,CANCELLED,2025-08-30 11:47:18.852582+00:00,2025-11-15 10:49:48.919663+00:00
237,42214,CANCELLED,2024-12-13 17:07:49.415997+00:00,2024-02-06 12:40:22.894892+00:00
238,69177,ORDERED,2024-10-19 18:48:22.736189+00:00,2025-02-09 00:08:51.510657+00:00
239,43641,ORDERED,2025-04-13 22:44:45.349002+00:00,2025-04-01 06:13:15.626677+00:00
240,837,ORDERED,2024-05-28 12:09:08.497128+00:00,2025-04-13 20:04:16.400648+00:00
241,43840,CANCELLED,2024-09-25 02:59:38.471552+00:00,2024-06-06 14:18:45.852352+00:00
242,69547,CANCELLED,2024-05-30 21:48:16.813557+00:00,2024-09-28 03:53:03.678852+00:00
243,53732,ORDERED,2024-04-02 10:36:17.064732+00:00,2024-07-07 17:12:45.483821+00:00
244,16425,CANCELLED,2024-03-30 21:43:29.106148+00:00,2025-01-23 21:39:13.137256+00:00
245,42092,ORDERED,2025-10-29 14:13:34.040052+00:00,2024-08-12 00:13:03.903726+00:00
246,62551,ORDERED,2024-02-14 08:24:01.385985+00:00,2025-10-08 20:28:35.837391+00:00
247,59365,ORDERED,2025-12-03 09:39:44.832269+00:00,2025-10-27 18:04:38.261951+00:00
248,37133,ORDERED,2025-12-12 03:50:57.805121+00:00,2025-05-23 17:07:49.993257+00:00
249,15760,CANCELLED,2025-02-26 00:51:10.786614+00:00,2025-07-01 00:09:12.236920+00:00
250,194,DELIVERED,2025-07-01 03:19:17.662439+00:00,2024-05-28 09:38:19.165526+00:00
251,66615,DELIVERED,2024-05-20 14:25:44.677780+00:00,2025-02-15 10:20:41.436579+00:00
252,65121,CANCELLED,2024-02-21 10:31:41.145679+00:00,2025-11-11 20:38:04.559333+00:00
253,5170,CANCELLED,2025-10-06 02:19:58.698151+00:00,2025-07-01 09:09:12.917663+00:00
254,66442,CANCELLED,2025-04-28 23:32:39.093675+00:00,2025-10-28 05:54:36.041455+00:00
255,51659,ORDERED,2024-06-12 20:07:20.867723+00:00,2025-09-18 17:59:02.168665+00:00
256,26517,DELIVERED,2025-03-17 21:26:22.742391+00:00,2025-04-24 00:05:29.590356+00:00
257,44323,DELIVERED,2024-06-28 01:04:51.419145+00:00,2025-09-07 20:30:28.370764+00:00
258,21217,CANCELLED,2024-02-18 23:10:38.834090+00:00,2024-05-23 11:35:37.160907+00:00
259,7661,DELIVERED,2025-12-21 15:50:34.087660+00:00,2024-02-18 11:07:28.215373+00:00
260,5968,DELIVERED,2024-03-10 15:34:55.133387+00:00,2025-12-17 22:52:03.607741+00:00
261,30237,DELIVERED,2025-11-21 18:32:58.132570+00:00,2025-07-13 18:59:49.303212+00:00
262,56659,CANCELLED,2025-02-20 06:30:13.445637+00:00,2024-02-15 08:27:33.677557+00:00
263,58224,ORDERED,2025-01-24 08:21:32.697278+00:00,2025-06-02 17:10:34.233917+00:00
264,58281,DELIVERED,2024-03-11 20:56:22.704064+00:00,2025-03-31 06:18:13.669533+00:00
265,30779,ORDERED,2025-04-29 20:49:26.498114+00:00,2025-04-07 04:22:27.636680+00:00
266,13927,DELIVERED,2024-07-04 13:24:08.732077+00:00,2024-03-21 12:27:33.364294+00:00
267,3297,ORDERED,2025-01-05 02:20:52.778035+00:00,2024-10-01 03:23:45.541738+00:00
268,51360,ORDERED,2024-12-14 05:51:56.308132+00:00,2025-09-09 09:35:47.474553+00:00
269,57636,CANCELLED,2024-02-15 12:08:03.905010+00:00,2024-11-19 13:57:13.956192+00:00
270,67617,CANCELLED,2024-02-13 06:02:56.433166+00:00,2024-08-21 12:36:43.083625+00:00
