booking_discount_id,booking_id,promotion_id,discount_amount,created_at
71,32205,1493,663.09,2024-09-20 01:06:31.110637+00:00
72,48620,460,1514.55,2024-12-07 15:40:36.110968+00:00
73,48620,212,1349.4,2025-04-28 16:50:00.035674+00:00
74,43353,895,1833.68,2025-01-19 03:17:33.914700+00:00
75,43353,1972,1297.97,2025-02-14 12:22:41.482759+00:00
76,21050,1369,1252.52,2025-02-18 10:37:29.950860+00:00
77,21050,810,1437.07,2025-02-01 07:47:09.195957+00:00
78,49583,358,731.34,2025-08-16 13:12:37.979307+00:00
79,49583,1959,563.72,2024-09-17 20:18:08.951757+00:00
80,46656,986,722.44,2025-07-22 08:13:56.876204+00:00
81,5884,901,1529.06,2025-07-22 17:01:26.614360+00:00
82,23464,843,944.84,2024-07-23 12:51:50.457531+00:00
83,23464,1299,713.28,2024-05-18 13:04:34.255306+00:00
84,26801,904,1294.24,2026-01-10 08:50:50.266532+00:00
85,5092,698,1624.4,2025-01-23 11:28:09.573453+00:00
86,5092,528,930.75,2025-03-13 19:10:45.893586+00:00
87,63248,1117,1929.29,2024-03-27 01:35:36.539743+00:00
88,180,722,258.82,2025-06-21 18:09:15.596194+00:00
89,180,1799,294.96,2024-08-15 08:50:23.281927+00:00
90,49929,817,33.77,2024-07-08 04:56:23.673345+00:00
91,49929,1828,1557.41,2024-06-10 13:21:02.592385+00:00
92,44940,1878,844.08,2024-11-20 16:01:00.598242+00:00
93,52646,624,834.47,2024-08-07 08:21:50.818153+00:00
94,52646,1794,462.42,2024-12-20 04:35:14.041116+00:00
95,47186,794,204.46,2025-01-30 20:59:43.186959+00:00
96,37279,1411,303.2,2024-06-11 06:58:36.977888+00:00
97,26726,513,1106.91,2024-12-26 00:53:42.259888+00:00
98,26726,884,210.21,2025-04-29 09:21:15.775751+00:00
99,58493,85,1969.67,2025-02-15 15:17:32.240136+00:00
100,58493,517,1888.7,2026-01-16 16:37:47.453450+00:00
101,17183,940,837.93,2024-07-04 05:41:28.107115+00:00
102,17183,965,80.3,2025-08-10 02:44:07.630977+00:00
103,45904,495,75.22,2024-09-06 00:34:58.223608+00:00
104,45904,1457,904.42,2025-09-15 01:18:04.024325+00:00
105,2417,1847,1242.3,2025-09-05 13:32:02.529484+00:00
106,2417,34,194.94,2024-06-13 04:39:41.620921+00:00
107,65810,1670,227.32,2025-09-23 06:06:34.675440+00:00
108,65810,791,643.97,2025-01-22 10:14:53.246400+00:00
109,17952,730,890.78,2025-01-30 01:03:14.755736+00:00
110,59420,893,422.29,2024-07-19 02:01:45.125035+00:00
111,59420,1635,343.9,2024-02-29 17:30:33.479240+00:00
112,65123,1742,1132.48,2025-07-15 17:32:07.669492+00:00
113,65123,1815,944.13,2024-08-21 01:38:31.600758+00:00
114,61623,72,1843.88,2024-01-31 04:16:45.976080+00:00
115,61623,31,34.35,2025-04-28 05:51:08.047182+00:00
116,35396,946,603.97,2025-01-05 11:46:49.118717+00:00
117,7288,1011,167.99,2024-01-27 17:12:19.843410+00:00
118,36206,259,341.14,2025-02-24 11:15:58.472344+00:00
119,56627,1580,1377.54,2025-06-01 02:15:49.688954+00:00
120,31627,538,1123.64,2026-01-18 22:20:34.396787+00:00
121,51408,1841,626.79,2024-07-19 07:22:54.646044+00:00
122,915,1824,1543.61,2024-02-01 12:17:12.918255+00:00
123,53937,1236,407.4,2025-03-03 00:11:58.135828+00:00
124,66436,907,1231.14,2025-10-03 04:39:24.585449+00:00
125,66436,14,487.55,2025-10-20 06:29:17.802641+00:00
126,33940,893,1084.63,2024-05-02 11:58:06.587291+00:00
127,30858,1370,1265.58,2025-12-16 16:15:07.574371+00:00
128,26009,615,1294.91,2025-04-27 12:38:53.144212+00:00
129,43126,1568,1873.87,2025-12-10 18:54:20.646642+00:00
130,43126,138,938.92,2025-03-30 07:55:24.063730+00:00
131,55382,613,1092.32,2024-05-16 09:28:00.289679+00:00
132,69460,1906,1412.03,2025-11-26 14:29:07.928159+00:00
133,60334,1914,267.15,2024-03-02 17:45:17.761304+00:00
134,44188,1467,1939.9,2024-10-25 23:42:32.480029+00:00
135,44906,821,1836.91,2025-03-02 12:14:18.997780+00:00
136,44906,1749,1112.92,2024-09-11 02:34:04.686261+00:00
137,40445,857,1286.99,2025-05-21 23:25:19.282962+00:00
138,55114,1926,378.48,2024-09-03 11:02:20.528813+00:00
139,40601,1038,284.25,2024-03-31 04:21:48.267148+00:00
140,40601,870,381.16,2025-05-04 18:26:16.590894+00:00
141,2778,1428,1587.51,2024-10-24 18:57:34.019295+00:00
142,2778,1758,930.17,2024-05-13 14:11:44.897946+00:00
143,20706,1195,1310.71,2025-05-20 20:28:23.800853+00:00
144,20706,207,696.09,2025-08-31 16:54:42.161644+00:00
145,34825,1983,1213.3,2025-02-02 11:59:59.427495+00:00
146,34825,1459,616.63,2025-08-05 23:37:11.543108+00:00
147,66953,1427,1212.03,2025-10-24 06:22:43.193320+00:00
148,58017,192,446.5,2024-07-01 03:18:17.677081+00:00
149,58017,1796,1507.1,2025-09-05 20:59:23.631629+00:00
150,22706,1497,764.72,2024-08-15 01:48:38.497458+00:00
151,3261,513,342.64,2024-11-03 07:51:51.412592+00:00
152,3261,975,864.32,2024-10-31 23:52:52.407329+00:00
153,51243,1903,782.78,2025-07-22 02:59:08.594731+00:00
154,65105,686,1916.48,2025-02-20 00:28:02.796774+00:00
155,65105,1601,778.3,2024-05-28 14:14:42.393661+00:00
156,16065,582,1585.05,2025-05-26 18:26:56.667897+00:00
157,42644,359,68.8,2024-03-18 10:13:04.156152+00:00
158,28824,1306,1109.54,2024-11-17 08:45:18.057604+00:00
159,36378,1829,1511.06,2024-11-06 08:35:49.239426+00:00
160,6347,513,1580.81,2024-03-23 08:31:11.984506+00:00
161,11173,21,307.65,2025-05-25 15:34:58.380355+00:00
162,30759,1355,625.47,2025-10-30 03:54:37.689993+00:00
163,28516,433,1144.65,2026-01-07 22:48:06.815024+00:00
164,28516,900,1553.95,2026-01-16 21:38:20.599437+00:00
165,5688,1692,1836.67,2025-01-08 13:19:30.190472+00:00
166,29185,1829,217.09,2024-11-29 08:58:13.456000+00:00
167,57587,67,1743.07,2025-10-23 22:08:10.337715+00:00
168,532,1987,287.0,2024-12-27 02:56:49.902967+00:00
169,29114,299,1427.74,2024-12-27 21:34:12.591424+00:00
170,55267,1560,1965.09,2024-09-17 02:43:53.939534+00:00
171,34329,1006,499.11,2025-11-15 09:59:52.335095+00:00
172,24103,432,128.78,2024-08-10 12:29:22.030026+00:00
173,68687,480,1881.13,2024-09-01 15:53:47.876575+00:00
174,11277,603,1344.84,2024-09-17 20:36:55.500530+00:00
175,11277,757,71.86,2024-07-11 19:40:36.844539+00:00
176,15284,1459,824.33,2025-12-06 10:58:33.004516+00:00
177,13869,248,1116.13,2025-03-27 23:59:12.313178+00:00
178,13869,699,335.65,2025-12-07 21:01:52.692200+00:00
179,61849,1988,894.4,2025-07-30 12:28:45.825986+00:00
180,61849,3,76.36,2024-06-10 16:47:42.719231+00:00
181,47416,1476,1458.99,2026-01-20 19:38:24.332977+00:00
182,47416,767,1027.29,2025-08-17 00:43:10.569024+00:00
183,55840,1026,486.16,2025-01-09 23:16:33.704197+00:00
184,55840,1038,863.21,2025-09-15 09:11:36.561868+00:00
185,8749,114,1554.85,2025-04-10 17:50:30.944626+00:00
186,8749,581,1026.21,2024-06-04 02:35:07.189906+00:00
187,6695,1817,1452.26,2024-08-28 22:53:05.566004+00:00
188,8377,814,672.26,2024-09-01 18:24:54.739652+00:00
189,8377,742,1665.53,2025-08-23 11:42:04.720628+00:00
190,29245,97,1994.48,2025-09-17 01:10:15.948513+00:00
191,38954,192,1981.24,2024-10-29 16:03:28.470005+00:00
192,69187,1103,1857.74,2024-05-25 02:08:40.690834+00:00
193,37545,160,1020.43,2024-12-04 10:21:56.939659+00:00
194,37545,870,1769.75,2025-11-26 00:07:59.386053+00:00
195,39344,458,1986.62,2025-06-24 07:22:33.581153+00:00
196,39344,1637,665.3,2025-09-12 14:36:37.165439+00:00
197,48352,1032,625.1,2025-03-05 19:54:57.342604+00:00
198,24289,1504,1044.1,2024-08-09 08:06:36.176196+00:00
199,24917,291,1814.66,2025-03-31 13:28:13.833512+00:00
200,19526,873,185.1,2024-04-26 05:56:38.508125+00:00
201,19526,95,1103.34,2024-04-25 21:00:37.839935+00:00
202,44865,1745,368.42,2024-12-01 13:15:52.109423+00:00
203,22568,221,1967.69,2024-06-21 02:02:03.933462+00:00
204,9368,911,1837.07,2025-05-02 21:23:46.419739+00:00
205,26110,1173,482.47,2024-12-14 06:31:17.004978+00:00
206,23510,769,975.6,2026-01-11 20:51:34.281965+00:00
207,23510,1434,375.39,2025-11-18 21:42:01.120155+00:00
208,58000,1250,1904.2,2024-11-21 19:50:18.267506+00:00
209,39112,1482,1251.54,2024-12-12 22:59:49.256139+00:00
210,39112,782,1389.86,2024-03-04 16:10:42.215420+00:00
211,56117,1565,1048.36,2024-04-13 05:00:02.055357+00:00
212,19798,1328,1170.35,2024-02-05 07:44:51.132960+00:00
213,19798,245,1033.19,2025-10-19 22:22:52.158085+00:00
214,24811,567,1227.93,2024-08-05 22:12:39.731946+00:00
215,51856,209,1876.78,2024-09-28 18:52:26.670706+00:00
216,51856,833,784.46,2025-06-29 17:09:13.061085+00:00
217,69445,1972,539.19,2025-08-08 22:28:17.850564+00:00
218,69445,1876,496.91,2024-09-16 19:07:09.278231+00:00
219,57955,295,1757.15,2025-06-15 23:27:45.213453+00:00
220,47974,1083,389.36,2024-01-31 10:00:38.595381+00:00
221,20864,39,599.44,2025-11-11 04:00:11.379446+00:00
222,44998,1114,1033.12,2024-05-08 07:09:30.618128+00:00
223,42283,715,1155.79,2025-07-24 17:16:32.939651+00:00
224,42283,1369,916.69,2024-02-11 01:13:51.991732+00:00
225,9731,1706,1901.05,2025-05-14 18:02:19.486238+00:00
226,9731,600,1266.32,2025-03-23 09:52:57.791679+00:00
227,44506,828,1572.25,2024-07-21 17:30:44.826999+00:00
228,62037,1230,106.25,2024-03-07 23:02:17.066718+00:00
229,14002,1422,863.44,2024-08-22 16:10:50.367337+00:00
230,9552,265,1837.66,2024-04-13 17:10:46.585859+00:00
231,31288,1446,1975.49,2025-08-13 16:33:40.669109+00:00
232,59138,1426,794.29,2025-12-04 19:56:00.506894+00:00
233,59138,1530,1940.93,2025-01-04 08:52:27.519749+00:00
234,43559,458,1689.57,2025-10-14 20:55:31.343833+00:00
235,23412,32,576.75,2024-11-06 03:42:21.442686+00:00
236,23412,320,1384.52,2025-10-07 04:33:56.807881+00:00
237,3424,390,367.14,2025-10-04 13:38:41.219612+00:00
238,59555,479,1498.36,2026-01-21 06:11:27.301755+00:00
239,29201,1464,30.01,2025-05-06 04:51:09.018249+00:00
240,47999,431,1006.95,2025-04-30 01:21:51.864441+00:00
241,29569,1158,1238.29,2025-11-23 11:44:16.189513+00:00
242,51259,302,1119.77,2025-01-28 22:43:38.078565+00:00
243,51259,1013,309.74,2025-07-30 16:00:24.115645+00:00
244,3403,252,1472.87,2024-12-08 07:09:50.885143+00:00
245,3403,792,372.16,2024-02-27 08:29:59.251564+00:00
246,26780,1647,1965.71,2025-09-15 01:30:37.334044+00:00
247,50207,1468,874.44,2024-06-10 02:19:00.860799+00:00
248,12163,1136,1355.37,2025-04-13 02:57:32.491198+00:00
249,12163,1018,1461.23,2025-01-24 00:52:50.275372+00:00
250,1346,1638,883.26,2024-09-28 01:28:03.920799+00:00
251,1346,276,1560.62,2025-10-19 01:28:51.412797+00:00
252,7470,1932,893.59,2024-03-07 18:59:54.634504+00:00
253,38294,1816,447.41,2025-09-20 22:21:05.089429+00:00
254,38294,973,930.44,2024-05-05 10:59:50.971499+00:00
255,21054,991,879.07,2025-04-28 05:23:25.256199+00:00
256,21054,1449,482.78,2024-09-03 18:52:12.827928+00:00
257,69742,1171,664.09,2025-06-20 04:03:49.542628+00:00
258,55632,116,1723.89,2024-05-03 20:41:53.268853+00:00
259,55632,1776,1350.15,2025-09-19 19:47:53.680778+00:00
260,60390,349,98.14,2026-01-06 11:20:59.857749+00:00
261,4398,1468,731.94,2024-01-26 16:09:06.496969+00:00
262,566,1230,1903.48,2025-04-11 17:15:31.288162+00:00
263,58220,228,1496.13,2024-12-03 09:33:09.499492+00:00
264,29814,124,1608.26,2024-07-19 11:39:50.053345+00:00
265,29814,1676,379.69,2025-03-10 07:48:22.970142+00:00
266,28993,1101,767.57,2024-10-16 13:05:07.825799+00:00
267,39629,1921,674.63,2025-05-05 00:14:27.719141+00:00
268,39629,1473,607.78,2025-03-09 19:04:44.541031+00:00
269,36292,1346,1448.97,2024-07-26 23:08:43.084042+00:00
270,36292,1283,98.48,2025-07-25 17:33:42.886495+00:00
271,21182,1987,606.24,2025-04-08 19:24:48.180680+00:00
272,21182,244,617.14,2025-01-06 14:03:25.702748+00:00
273,11792,1564,1739.85,2025-10-05 10:10:41.471098+00:00
274,11792,1451,781.32,2024-06-01 15:34:27.128248+00:00
275,24454,360,179.66,2025-11-01 02:53:35.317566+00:00
276,40674,791,1222.72,2024-06-12 16:46:50.731779+00:00
277,29353,764,891.29,2025-07-11 19:40:48.614720+00:00
278,54907,382,940.92,2025-03-02 05:31:55.669742+00:00
279,54907,390,64.64,2024-07-29 20:13:43.486362+00:00
280,20461,1353,170.08,2024-11-19 07:40:04.544815+00:00
281,20461,1391,534.37,2024-08-27 04:37:20.896223+00:00
282,54451,1314,1993.9,2024-11-18 22:23:57.474182+00:00
283,66465,144,1700.53,2024-01-28 15:45:39.862777+00:00
284,32901,1483,202.0,2025-11-18 07:41:56.160845+00:00
285,32901,795,144.94,2024-11-03 16:11:24.955958+00:00
286,59887,729,544.66,2025-09-05 06:10:01.140073+00:00
287,68310,121,1167.9,2024-08-14 01:17:40.677764+00:00
288,59250,1371,865.32,2024-07-29 17:24:21.676499+00:00
289,59250,845,1272.12,2025-12-06 10:54:20.207925+00:00
290,52444,987,197.62,2024-09-08 12:33:49.488519+00:00
291,52444,1013,662.6,2025-04-08 13:29:17.555713+00:00
292,4137,879,207.73,2025-06-23 02:04:04.239314+00:00
293,3396,962,1837.32,2024-04-16 20:25:44.152947+00:00
294,54119,879,393.66,2024-12-26 05:00:30.466622+00:00
295,54119,627,649.19,2025-02-02 12:54:25.708330+00:00
296,9793,441,1851.1,2025-09-07 04:54:10.043578+00:00
297,22705,1016,1089.08,2025-05-31 07:51:38.106944+00:00
298,42569,1526,1744.38,2024-04-06 11:52:44.932738+00:00
299,17693,653,769.09,2025-10-14 03:46:10.491099+00:00
300,17693,1809,1908.61,2025-06-21 06:19:46.290387+00:00
301,23636,932,1675.04,2024-12-16 04:18:02.509488+00:00
302,28674,1006,1480.43,2025-07-01 11:52:25.767084+00:00
303,62904,1881,1744.16,2024-10-03 19:03:17.818112+00:00
304,62904,511,1249.52,2024-05-11 08:48:31.610809+00:00
305,53490,1035,937.41,2025-07-12 05:44:46.025502+00:00
306,69877,375,325.95,2024-12-19 01:44:57.838551+00:00
307,69877,1164,1096.88,2025-01-10 15:43:33.821328+00:00
308,35720,47,1816.63,2024-04-25 17:13:40.993303+00:00
309,35720,319,436.6,2025-10-05 20:54:55.190950+00:00
310,53001,1330,158.21,2025-03-13 12:46:18.787796+00:00
311,53001,1450,33.74,2024-06-12 09:57:09.715822+00:00
312,21528,25,641.48,2024-12-14 23:35:58.198291+00:00
313,21528,701,1379.18,2025-08-23 05:39:14.275142+00:00
314,65598,898,1155.96,2025-04-22 17:24:42.062957+00:00
315,65598,61,992.46,2024-09-09 16:24:52.187289+00:00
316,48355,449,1489.46,2024-07-07 00:11:07.561034+00:00
317,48355,611,332.66,2024-11-02 10:33:15.926696+00:00
318,27484,1944,200.11,2024-08-11 08:27:35.238408+00:00
319,20969,1098,1627.14,2025-07-16 17:30:47.016687+00:00
320,58478,1227,1687.39,2025-05-12 11:45:00.840578+00:00
321,24977,45,224.49,2024-04-10 06:09:35.916034+00:00
322,24977,322,1341.54,2024-11-28 02:41:56.983661+00:00
323,50650,1045,1586.25,2024-10-08 04:09:15.176682+00:00
324,60021,591,1678.82,2024-08-11 13:43:19.529786+00:00
325,60021,57,343.13,2024-07-26 20:11:19.059913+00:00
326,33666,401,1345.6,2025-08-01 07:16:44.184327+00:00
327,33666,934,761.22,2025-07-09 18:01:37.397589+00:00
328,381,129,1196.53,2026-01-14 01:06:06.129655+00:00
329,17199,500,121.1,2025-12-26 18:17:37.103072+00:00
330,59746,287,1067.69,2026-01-19 17:12:05.076220+00:00
331,59746,1019,1202.56,2025-04-06 03:36:13.674226+00:00
332,10420,323,362.66,2024-04-26 16:37:04.320131+00:00
333,39449,165,1161.19,2024-11-24 22:15:51.340004+00:00
334,14090,1830,87.52,2025-04-15 05:07:57.952913+00:00
335,14090,853,678.84,2025-12-11 16:22:03.798204+00:00
336,39886,988,396.26,2025-04-09 04:50:02.534784+00:00
337,50584,1880,38.91,2024-09-26 21:40:50.606634+00:00
338,50584,1879,1035.13,2025-09-19 07:30:51.706073+00:00
339,13095,939,96.74,2025-04-09 06:26:54.979216+00:00
340,55738,51,983.82,2024-10-08 01:27:24.742743+00:00
341,55738,1942,346.53,2025-04-22 10:46:09.703520+00:00
342,301,624,1216.44,2025-11-08 10:39:45.492024+00:00
343,301,869,1789.83,2025-01-06 19:05:19.464751+00:00
344,14865,973,1381.39,2024-06-06 07:48:36.563105+00:00
345,14865,403,162.47,2025-08-01 05:56:28.245050+00:00
346,34043,1741,35.38,2024-06-26 15:39:07.505931+00:00
347,34043,1559,1767.69,2024-07-26 13:58:52.247991+00:00
348,48771,815,1181.59,2024-12-05 15:18:27.103318+00:00
349,48771,830,180.62,2024-11-17 14:44:57.473306+00:00
350,5318,229,1098.42,2024-11-28 14:09:44.294937+00:00
351,10445,266,495.79,2025-11-05 17:08:04.316983+00:00
352,8869,1252,1221.94,2024-07-14 00:18:45.607605+00:00
353,17550,595,1688.16,2024-05-12 20:46:02.934251+00:00
354,17550,244,1075.16,2024-12-13 01:45:19.011931+00:00
355,14881,1574,1299.87,2026-01-15 17:05:00.737980+00:00
356,14881,1044,1679.63,2025-11-04 20:49:26.642936+00:00
357,32076,1204,725.32,2025-11-09 13:27:14.888354+00:00
358,14194,180,1092.42,2026-01-20 10:47:52.617513+00:00
359,14194,1187,516.6,2024-09-16 14:51:46.221878+00:00
360,3529,1876,498.12,2025-09-30 11:11:04.481368+00:00
361,3529,1767,608.41,2024-07-17 10:19:11.479798+00:00
362,58592,1266,719.53,2025-02-08 22:22:05.701389+00:00
363,32983,754,971.75,2025-12-24 09:59:10.604684+00:00
364,56988,1131,957.84,2025-07-06 03:49:32.265519+00:00
365,56006,595,725.49,2024-11-13 06:05:33.266752+00:00
366,56006,950,1742.49,2025-06-11 01:58:38.388877+00:00
367,42867,819,1619.2,2025-05-08 03:32:05.536841+00:00
368,42867,996,680.46,2024-10-01 05:48:24.950323+00:00
369,47209,803,1696.24,2025-04-14 14:13:51.392955+00:00
370,47209,160,1638.1,2024-09-13 12:23:54.885885+00:00
371,5105,1017,593.25,2025-04-08 03:49:00.225474+00:00
372,12776,1108,1090.01,2024-07-29 12:49:23.953503+00:00
373,12776,310,604.81,2024-05-21 23:22:53.194880+00:00
374,30825,1785,991.09,2026-01-10 11:43:15.546317+00:00
375,30825,734,1280.28,2025-12-23 10:19:10.526552+00:00
376,1940,1931,229.85,2024-11-14 19:09:13.427230+00:00
377,31282,1375,949.64,2025-10-06 08:25:52.150866+00:00
378,8683,1614,1107.11,2025-07-03 20:41:30.946858+00:00
379,8683,425,607.52,2025-02-08 05:59:57.114323+00:00
380,61565,527,31.2,2026-01-09 18:41:25.593162+00:00
381,69889,337,108.33,2024-04-13 10:07:41.283596+00:00
382,69889,1855,1064.72,2025-05-16 03:47:53.485242+00:00
383,25834,240,119.3,2025-09-30 23:45:55.593005+00:00
384,45495,163,656.98,2025-04-22 22:54:06.811567+00:00
385,45495,1101,763.4,2025-01-20 13:13:23.718991+00:00
386,1156,651,453.75,2026-01-02 05:44:16.645566+00:00
387,1156,115,1726.97,2025-08-13 18:23:06.550457+00:00
388,4007,120,374.54,2026-01-10 14:04:44.012070+00:00
389,23557,1427,1109.21,2025-06-14 12:07:39.765603+00:00
390,54123,1919,1408.27,2025-02-11 11:51:07.260507+00:00
391,54123,493,1210.29,2024-05-25 05:50:37.450201+00:00
392,49566,535,1453.44,2024-05-23 07:11:59.443580+00:00
393,44891,631,640.13,2024-10-04 07:15:16.020705+00:00
394,44891,160,819.23,2024-07-14 17:04:33.330308+00:00
395,19309,1657,285.5,2025-02-27 14:46:26.946550+00:00
396,4961,766,93.04,2024-11-17 01:21:49.130334+00:00
397,4961,1039,1705.63,2025-07-20 14:02:35.402351+00:00
398,22607,1600,224.05,2025-07-29 06:57:24.610289+00:00
399,22607,1796,1775.47,2024-10-06 01:50:45.660906+00:00
400,61745,1702,1446.27,2024-10-05 04:00:32.100237+00:00
401,61745,840,121.79,2025-09-05 03:11:59.844625+00:00
402,18234,1717,217.89,2025-01-08 08:39:45.725191+00:00
403,18234,1169,1317.02,2025-09-08 07:11:25.358907+00:00
404,9530,1483,579.24,2025-10-17 13:23:19.801194+00:00
405,42367,1242,1039.2,2025-07-05 01:34:28.402755+00:00
406,41663,1178,1414.23,2024-03-17 10:26:33.009937+00:00
407,41663,1152,1874.9,2024-07-22 11:10:36.669140+00:00
408,22674,1995,1115.89,2025-07-06 04:39:35.663340+00:00
409,22674,1881,44.42,2025-01-02 01:47:08.947377+00:00
410,61918,1973,88.19,2025-10-23 04:24:36.285641+00:00
411,61918,215,892.72,2025-12-15 03:00:15.342645+00:00
412,48483,946,1062.63,2024-08-02 11:25:40.684582+00:00
413,48483,1232,223.37,2025-11-03 17:28:08.317722+00:00
414,43314,1003,775.26,2025-09-05 03:46:06.534776+00:00
415,43314,1277,29.27,2025-06-11 19:19:07.414912+00:00
416,29271,1914,1127.15,2025-09-13 01:43:37.088578+00:00
417,28283,1983,995.96,2025-09-04 05:08:04.996171+00:00
418,28283,1750,1969.63,2025-06-02 17:55:53.332160+00:00
419,11819,425,174.32,2025-04-07 15:27:31.941739+00:00
420,11404,20,963.83,2025-09-17 20:37:04.295510+00:00
421,32368,1027,1168.77,2024-09-18 14:29:22.163955+00:00
422,27749,1371,1964.68,2025-06-20 16:12:07.861251+00:00
423,2643,1823,1732.58,2024-04-03 18:59:15.082154+00:00
424,2643,1542,891.44,2024-12-24 14:10:49.713586+00:00
425,22846,395,1803.66,2024-06-16 17:39:49.141652+00:00
426,22846,554,1928.4,2025-08-22 10:35:44.128410+00:00
427,1052,554,505.79,2024-08-16 09:43:06.845770+00:00
428,25633,1746,1636.34,2025-05-17 07:24:35.144915+00:00
429,29386,1040,1172.09,2025-12-03 04:02:00.539015+00:00
430,29386,1423,673.14,2025-05-26 20:31:35.153813+00:00
431,69271,1300,1852.21,2024-11-17 06:40:32.522912+00:00
432,53909,845,1015.37,2024-05-29 10:23:03.896216+00:00
433,13354,622,1334.34,2024-02-09 10:51:26.865638+00:00
434,2785,1279,1795.86,2024-03-24 09:44:04.978392+00:00
435,48681,1332,1144.28,2025-06-01 08:35:40.494833+00:00
436,66395,1511,385.86,2025-07-01 01:21:40.241867+00:00
