service_order_item_id,service_order_id,service_id,quantity,unit_price,created_at
199,1087,48,4,719.7,2025-09-03 07:10:28.698926+00:00
200,1961,12,8,712.74,2024-02-18 03:04:14.051666+00:00
201,1027,29,5,748.14,2025-05-28 01:17:40.566193+00:00
202,1991,14,2,1650.93,2025-10-09 22:44:14.687609+00:00
203,186,26,1,1088.2,2025-01-11 08:30:19.720259+00:00
204,1329,43,2,190.16,2024-09-06 21:47:31.889428+00:00
205,1945,7,4,1020.41,2025-09-06 07:18:52.089839+00:00
206,1078,12,7,1276.56,2025-07-28 08:33:43.647877+00:00
207,1875,44,3,909.93,2024-11-15 06:25:43.109312+00:00
208,1255,26,6,867.75,2025-07-08 10:52:33.977608+00:00
209,1506,30,4,462.35,2024-12-14 02:27:23.205695+00:00
210,1706,15,10,1368.88,2026-01-19 12:22:16.245516+00:00
211,152,9,8,699.37,2024-02-25 11:56:28.810353+00:00
212,258,31,8,1914.85,2024-11-27 07:07:02.123327+00:00
213,1019,27,3,1962.57,2025-08-05 13:02:54.735538+00:00
214,1182,3,9,841.59,2024-02-20 17:51:01.132536+00:00
215,699,48,6,1737.1,2024-03-04 20:48:16.978809+00:00
216,411,23,3,797.76,2024-10-20 13:19:33.729627+00:00
217,346,40,8,1498.57,2025-05-24 17:14:59.587382+00:00
218,941,26,6,1174.17,2024-04-07 01:11:00.414469+00:00
219,1178,12,8,882.96,2025-05-10 22:25:06.521867+00:00
220,1120,32,7,49.81,2024-02-12 04:03:47.291467+00:00
221,1555,33,9,1596.78,2025-05-31 06:11:33.787840+00:00
222,475,16,2,350.53,2024-06-28 01:46:20.354758+00:00
223,360,43,1,782.76,2024-12-07 06:18:56.249804+00:00
224,1345,42,6,1745.84,2024-11-23 23:18:51.311764+00:00
225,1665,4,4,1389.12,2025-02-17 07:33:33.189868+00:00
226,125,45,5,1510.31,2025-01-16 20:25:32.317082+00:00
227,703,18,4,699.54,2024-03-02 21:25:17.292947+00:00
228,217,20,6,273.87,2024-12-09 19:43:49.460007+00:00
229,359,3,10,1462.79,2024-07-11 17:04:39.957159+00:00
230,1622,8,5,1880.66,2024-10-04 21:45:14.938382+00:00
231,999,49,6,80.54,2024-11-22 11:13:11.550070+00:00
232,1055,39,3,1472.87,2025-07-21 10:18:29.834893+00:00
233,1107,7,3,1063.0,2024-07-06 19:55:10.619174+00:00
234,436,30,3,52.87,2024-03-14 04:46:28.431844+00:00
235,374,13,10,225.39,2025-07-23 17:12:18.251493+00:00
236,874,30,3,25.42,2025-05-26 05:06:12.581319+00:00
237,149,48,9,1692.57,2025-08-06 03:48:11.875752+00:00
238,590,40,10,811.24,2024-09-03 20:05:45.146052+00:00
239,1595,47,5,634.24,2024-03-08 18:59:43.789860+00:00
240,214,33,9,972.99,2025-07-01 16:26:33.592902+00:00
241,1077,34,4,1381.89,2024-10-31 03:19:20.829613+00:00
242,754,48,3,55.83,2025-05-08 22:18:28.501282+00:00
243,1406,4,5,1467.95,2024-11-13 05:30:54.535008+00:00
244,961,10,8,597.16,2025-12-01 16:59:36.882341+00:00
245,748,44,8,819.98,2024-06-07 08:20:00.120807+00:00
246,801,32,2,1180.6,2025-06-05 19:45:59.490088+00:00
247,1529,34,6,704.62,2025-12-25 22:12:08.134008+00:00
248,888,28,5,1860.7,2024-04-24 02:38:22.221431+00:00
249,373,21,8,1721.06,2025-05-18 16:55:26.927922+00:00
250,1873,21,5,499.92,2024-04-10 11:24:29.781527+00:00
251,5,32,2,1611.99,2024-09-30 02:18:30.451823+00:00
252,1409,47,3,935.19,2025-10-12 10:51:39.245957+00:00
253,1159,12,8,1697.11,2025-02-14 04:56:47.000785+00:00
254,281,17,8,277.55,2024-08-15 07:33:12.561042+00:00
255,1150,49,7,1484.27,2025-12-17 07:08:54.544195+00:00
256,490,18,2,1140.46,2025-11-23 19:41:53.479592+00:00
257,1291,44,6,1824.64,2024-12-12 22:35:59.747453+00:00
258,1080,7,7,31.53,2025-09-30 13:12:31.417940+00:00
259,986,41,3,936.98,2024-10-22 23:07:38.249686+00:00
260,532,23,1,118.04,2025-06-18 17:43:54.974765+00:00
261,318,6,3,983.46,2026-01-07 10:30:24.161574+00:00
262,696,48,6,1301.67,2024-09-26 01:12:32.205541+00:00
263,1567,3,2,1087.19,2024-05-26 22:34:17.338927+00:00
264,1769,27,10,416.3,2025-07-27 17:04:28.423343+00:00
265,491,41,5,1088.65,2024-11-25 16:30:37.267121+00:00
266,1670,47,6,1132.26,2024-04-15 04:51:37.850164+00:00
267,1774,39,7,1862.94,2024-11-21 04:33:54.072176+00:00
268,1432,28,5,955.77,2025-03-25 00:49:57.112178+00:00
269,994,26,6,283.25,2025-10-28 21:35:17.284038+00:00
270,1363,37,2,1001.03,2025-02-04 06:12:53.197165+00:00
271,462,18,9,991.53,2024-03-14 05:16:49.523018+00:00
272,1202,5,9,370.91,2025-04-26 12:09:01.986161+00:00
273,208,14,5,876.8,2024-02-16 21:43:23.316400+00:00
274,1183,40,10,1510.07,2026-01-16 12:46:45.710653+00:00
275,464,17,8,1141.51,2024-01-23 06:25:44.986693+00:00
276,1263,18,2,1455.68,2025-04-19 18:43:12.182556+00:00
277,889,47,10,1060.49,2024-05-19 15:37:12.853717+00:00
278,1075,36,3,1803.48,2024-02-21 09:12:44.472612+00:00
279,1043,42,5,513.93,2024-08-05 18:12:41.993187+00:00
280,1310,42,4,1641.75,2025-01-22 16:25:43.193501+00:00
281,1442,29,10,400.64,2025-09-27 21:25:46.226398+00:00
282,1479,7,5,1290.02,2024-06-14 00:28:57.749130+00:00
283,166,32,8,1569.0,2025-07-24 02:58:43.950519+00:00
284,1755,48,8,897.69,2025-12-24 19:44:28.789875+00:00
285,1826,17,4,1066.92,2024-08-09 13:26:37.208727+00:00
286,834,24,5,175.12,2024-10-22 22:21:58.283491+00:00
287,1428,19,3,1274.52,2024-04-04 11:40:31.167639+00:00
288,1934,25,4,546.95,2025-06-24 11:16:46.019282+00:00
289,1249,12,6,1885.9,2025-08-12 14:56:34.861537+00:00
290,768,48,10,1036.99,2025-03-04 09:45:09.844513+00:00
291,721,21,6,218.19,2025-02-22 18:51:18.347161+00:00
292,1942,48,6,1244.63,2024-02-17 09:35:23.475532+00:00
293,1768,41,9,1239.11,2025-01-27 05:27:18.101061+00:00
294,1017,23,3,1206.51,2024-03-11 10:00:15.937640+00:00
295,1705,11,3,1725.94,2026-01-10 07:04:36.138159+00:00
296,1916,5,5,1615.03,2025-03-18 22:14:49.971400+00:00
297,1845,23,2,1598.32,2024-10-19 16:23:14.267483+00:00
298,1098,24,9,613.33,2024-12-23 11:44:44.906755+00:00
299,1274,30,2,1785.12,2026-01-01 15:39:18.062484+00:00
300,714,2,5,331.46,2025-12-15 23:29:14.986071+00:00
301,1702,12,3,235.5,2024-06-20 01:21:38.112254+00:00
302,330,36,4,1568.29,2024-07-09 08:24:20.165734+00:00
303,568,3,6,1389.25,2024-02-20 19:41:32.498598+00:00
304,846,31,9,1130.83,2024-10-17 03:19:22.484549+00:00
305,713,10,9,131.4,2025-09-07 09:29:36.949882+00:00
306,1568,8,8,1008.74,2024-04-26 17:48:17.615875+00:00
307,943,29,9,942.06,2025-05-04 23:56:59.283667+00:00
308,74,16,1,279.81,2025-01-19 15:29:12.191588+00:00
309,22,1,9,659.68,2025-07-12 08:51:33.961860+00:00
310,834,37,4,1189.47,2024-08-01 14:56:56.189120+00:00
311,870,18,3,561.41,2025-09-22 07:43:02.940630+00:00
312,189,25,10,1255.29,2025-10-11 20:56:17.916450+00:00
313,1540,21,5,171.04,2024-07-01 20:37:39.290099+00:00
314,577,27,5,874.51,2024-06-28 19:48:32.866942+00:00
315,1186,44,7,959.55,2024-12-22 20:14:00.954644+00:00
316,1761,12,6,391.28,2025-09-27 07:53:03.838044+00:00
317,1233,36,3,949.76,2024-05-07 11:01:01.993022+00:00
318,1493,33,2,1399.82,2025-03-19 16:00:34.546891+00:00
319,1207,42,3,308.65,2025-03-26 07:50:16.200462+00:00
320,318,5,5,571.28,2024-03-06 10:56:25.552873+00:00
321,317,19,3,350.94,2025-05-04 02:05:11.862802+00:00
322,1281,42,9,1571.11,2024-10-07 21:00:22.824728+00:00
323,1444,3,10,561.66,2025-06-08 16:07:42.973138+00:00
324,750,7,9,1073.83,2024-11-08 17:52:54.691290+00:00
325,464,13,4,1013.07,2026-01-10 09:02:42.693577+00:00
326,339,32,5,391.97,2025-10-31 15:16:26.276456+00:00
327,992,16,3,298.68,2024-02-24 08:10:29.917540+00:00
328,1731,13,7,1274.73,2024-07-23 19:30:30.933908+00:00
329,952,17,9,1326.06,2025-05-29 23:27:53.925453+00:00
330,1433,37,4,189.16,2024-04-28 13:38:12.976684+00:00
331,1837,21,4,1224.9,2024-08-19 22:46:44.876866+00:00
332,544,34,9,166.88,2024-08-30 17:03:03.586240+00:00
333,1014,46,9,155.12,2025-01-15 13:43:15.776786+00:00
334,1465,18,4,479.54,2024-01-28 18:32:41.410525+00:00
335,141,1,8,1909.18,2024-08-09 12:08:30.205780+00:00
336,1896,2,6,1335.61,2024-03-13 18:17:36.366545+00:00
337,1081,44,5,1013.53,2024-08-22 02:30:49.806345+00:00
338,1698,39,7,170.07,2025-07-11 16:52:09.636271+00:00
339,49,24,8,139.74,2024-05-15 00:04:32.192549+00:00
340,1326,31,2,1586.79,2024-03-18 22:18:04.443265+00:00
341,1886,40,10,1508.29,2025-04-26 11:57:25.896619+00:00
342,641,41,7,1913.87,2024-12-13 02:59:08.070801+00:00
343,10,23,8,1838.72,2025-10-06 02:06:52.047204+00:00
344,439,4,8,140.33,2024-09-08 01:08:43.972166+00:00
345,745,5,1,89.87,2025-10-27 23:17:04.000412+00:00
346,1651,30,4,1037.21,2024-10-03 07:14:35.618847+00:00
347,510,32,1,1530.61,2025-02-08 17:38:44.646993+00:00
348,439,7,2,744.68,2024-05-20 05:58:11.932753+00:00
349,1064,33,1,1542.86,2025-02-01 14:17:15.276184+00:00
350,1775,47,7,1501.74,2026-01-05 20:11:54.093707+00:00
351,1945,19,7,347.05,2025-05-17 22:42:27.244437+00:00
352,1521,28,6,1544.01,2025-02-03 15:43:07.962082+00:00
353,1118,43,7,1938.24,2025-05-01 23:33:31.699343+00:00
354,836,12,8,1217.0,2024-09-25 20:45:18.211572+00:00
355,215,40,4,191.42,2024-10-29 14:51:35.088688+00:00
356,1684,42,5,1719.46,2025-09-19 23:02:41.337442+00:00
357,508,33,2,271.41,2025-03-29 14:20:34.044595+00:00
358,1631,32,2,97.28,2024-05-23 01:46:41.582940+00:00
359,1231,38,5,1562.4,2025-07-31 12:01:59.717300+00:00
360,1569,25,8,1296.65,2024-02-27 06:05:07.856349+00:00
361,1071,14,8,1039.6,2025-05-02 17:16:23.871203+00:00
362,527,40,2,510.43,2024-05-12 06:30:34.289618+00:00
363,1759,4,3,1184.28,2025-03-17 11:53:14.646754+00:00
364,181,11,3,402.71,2024-11-03 02:31:10.929021+00:00
365,478,34,4,1286.18,2024-11-24 02:39:59.576750+00:00
366,1887,9,4,1180.35,2024-10-06 17:17:56.193952+00:00
367,760,23,6,1085.12,2024-06-28 15:04:59.342705+00:00
368,808,8,7,861.79,2024-04-25 00:40:04.242842+00:00
369,398,25,6,437.43,2026-01-06 20:35:52.561268+00:00
370,1098,2,8,98.02,2025-04-19 20:12:05.466272+00:00
371,602,26,2,1742.18,2026-01-14 11:57:17.184780+00:00
372,461,20,7,582.3,2025-09-25 08:43:48.602426+00:00
373,705,32,6,59.75,2025-10-10 13:07:36.343761+00:00
374,1430,43,9,1635.02,2025-07-14 06:29:33.109763+00:00
375,888,43,5,1703.5,2025-01-30 12:22:12.068815+00:00
376,972,49,5,1255.68,2024-03-21 19:19:50.618711+00:00
377,1398,47,7,466.16,2025-03-05 10:59:06.588003+00:00
378,629,14,4,1451.23,2025-04-20 21:33:21.543465+00:00
379,434,36,6,1765.62,2025-05-15 06:38:51.026425+00:00
380,847,44,2,517.28,2024-04-04 23:56:36.335619+00:00
381,1089,12,9,1118.87,2024-11-21 18:45:33.668466+00:00
382,319,17,5,171.09,2025-11-05 07:08:36.205691+00:00
383,1535,47,2,503.58,2025-12-30 11:03:33.534863+00:00
384,119,43,1,594.42,2024-01-26 11:12:28.931500+00:00
385,261,46,8,1399.03,2025-02-19 05:30:22.979765+00:00
386,1382,13,8,592.74,2026-01-04 02:13:03.582999+00:00
387,906,3,10,859.2,2024-03-29 07:22:24.765815+00:00
388,1834,1,1,966.27,2024-07-20 08:46:43.072786+00:00
389,684,24,2,854.75,2025-10-05 08:35:48.498726+00:00
390,959,40,1,1388.05,2024-08-18 08:29:25.224222+00:00
391,756,41,3,359.42,2025-02-11 08:34:03.743959+00:00
392,611,3,3,258.28,2024-02-27 20:44:16.078440+00:00
393,1953,42,6,1746.24,2024-09-04 21:54:52.285139+00:00
394,1546,44,5,104.89,2024-02-13 07:51:28.922197+00:00
395,1910,31,7,1437.75,2025-05-05 10:30:02.719282+00:00
396,1961,19,2,1935.37,2025-10-05 05:38:25.564295+00:00
397,818,21,5,1288.71,2025-10-03 17:42:46.123796+00:00
398,1214,49,1,1862.79,2024-09-12 22:15:43.536403+00:00
399,1083,35,8,1657.22,2024-10-13 18:49:35.139329+00:00
400,618,37,3,1161.13,2024-10-30 23:16:42.719056+00:00
401,523,26,10,553.29,2025-12-13 04:03:04.251932+00:00
402,1487,8,2,184.84,2024-06-12 08:06:49.828109+00:00
403,390,48,6,1914.56,2024-03-19 07:44:03.225171+00:00
404,461,3,4,573.06,2024-08-25 01:10:42.333730+00:00
405,1343,21,6,650.02,2024-06-10 13:37:53.654106+00:00
406,97,37,6,1630.49,2024-03-07 09:19:05.369148+00:00
407,747,29,8,419.07,2025-01-16 02:03:46.130459+00:00
408,1422,21,10,396.89,2024-06-12 09:30:46.077732+00:00
409,736,20,7,1312.68,2024-04-01 05:53:27.495544+00:00
410,280,18,10,537.85,2024-04-01 20:02:30.455153+00:00
411,1854,24,9,1954.79,2025-01-06 20:07:24.914226+00:00
412,1578,47,7,1246.71,2024-05-03 21:07:40.238174+00:00
413,1112,12,9,1462.58,2025-08-27 11:30:37.015409+00:00
414,440,13,2,812.72,2024-04-13 13:00:11.971522+00:00
415,1651,23,3,1152.06,2025-02-13 20:34:25.554693+00:00
416,502,25,8,476.63,2025-11-18 01:06:39.044243+00:00
417,1524,26,7,1146.75,2025-05-05 16:38:50.089131+00:00
418,1436,40,9,1246.5,2024-08-31 06:08:03.142714+00:00
419,80,15,3,509.25,2025-09-05 03:38:41.572297+00:00
420,634,49,7,245.03,2025-03-28 05:44:52.904459+00:00
421,1437,37,8,1367.15,2025-05-25 21:56:19.415558+00:00
422,235,27,6,530.78,2025-03-02 10:23:15.593837+00:00
