tax_fee_id,hotel_id,name,tax_type,tax_value,created_at
23,12,Box_7d4564,PERCENT,650.7,2025-09-08 12:59:56.901475+00:00
24,11,Society_14fdb5,PERCENT,861.26,2025-03-13 20:00:49.819420+00:00
25,7,Anything_fe3a3a,PERCENT,50.03,2025-01-28 13:29:55.751639+00:00
26,4,By_3220c6,PERCENT,1524.74,2025-02-01 17:00:56.436240+00:00
27,1,Whatever_a2e4a8,PERCENT,1941.1,2024-06-05 09:59:11.957318+00:00
28,2,Us_e167c1,PERCENT,142.7,2024-03-18 16:13:23.672694+00:00
29,9,Each_241a35,PERCENT,1376.28,2025-12-27 09:23:03.387597+00:00
30,12,Appear_bead79,FIXED,1476.11,2025-11-14 18:00:42.074264+00:00
31,5,Somebody_7ec693,FIXED,173.26,2025-10-06 09:35:11.285178+00:00
32,11,Improve_002f2d,FIXED,614.3,2024-12-31 06:33:42.929941+00:00
33,1,Despite_5bdc19,PERCENT,1491.38,2024-09-08 06:00:20.109928+00:00
34,9,Eight_e916ff,PERCENT,838.14,2024-01-30 10:10:26.905205+00:00
35,3,Vote_6ab6cf,FIXED,92.1,2024-06-13 10:13:33.829861+00:00
36,11,Remember_10a4ed,FIXED,1234.79,2024-06-27 11:54:27.461344+00:00
37,3,Drug_598bac,FIXED,1798.1,2025-12-04 04:18:02.923631+00:00
38,5,Land_d7278f,PERCENT,105.05,2026-01-12 20:04:44.480991+00:00
39,3,Sense_ea324a,FIXED,1934.7,2025-10-28 07:16:07.799232+00:00
40,1,Central_5bd304,PERCENT,1708.14,2024-05-20 10:02:13.013194+00:00
41,1,Bad_1e34bb,FIXED,506.97,2024-12-07 12:08:51.862082+00:00
42,5,Language_cb19bf,FIXED,366.06,2025-02-06 04:49:54.582767+00:00
43,12,Ground_c70166,FIXED,125.15,2025-12-09 13:54:55.296104+00:00
44,12,Least_8d87ce,FIXED,1325.64,2025-01-24 15:38:50.878282+00:00
45,8,Put_27f802,FIXED,920.72,2024-11-18 10:46:12.367905+00:00
46,9,Where_5cf494,PERCENT,1833.37,2025-08-09 12:40:02.440065+00:00
47,3,Of_303e11,FIXED,859.69,2025-10-31 03:20:15.615836+00:00
48,11,Market_0ef1b1,PERCENT,561.64,2025-05-10 15:05:38.488643+00:00
49,4,Third_726591,PERCENT,1949.06,2024-12-24 02:28:22.950006+00:00
50,8,Apply_4ed765,PERCENT,56.74,2024-04-01 14:21:32.432526+00:00
51,5,Culture_17dd53,PERCENT,1700.79,2024-04-10 23:23:44.663083+00:00
52,4,Guess_0f712a,PERCENT,1032.85,2025-07-24 12:42:59.192937+00:00
53,7,Class_f02e11,FIXED,722.43,2024-10-25 07:58:27.054286+00:00
54,12,Yeah_502369,FIXED,306.8,2024-07-02 16:50:11.891126+00:00
55,5,Or_ea79f1,FIXED,1103.04,2024-10-25 14:35:50.772292+00:00
56,7,Different_61bccf,FIXED,392.95,2024-07-24 11:28:42.780944+00:00
57,10,Arm_e2e94b,FIXED,1791.58,2025-09-23 19:39:06.885666+00:00
58,6,Result_28a48f,FIXED,1764.55,2025-04-04 20:05:47.397970+00:00
59,6,Manager_993b70,PERCENT,495.82,2024-06-14 21:41:11.295700+00:00
60,9,Cut_dae0cf,FIXED,1413.88,2025-06-06 07:50:44.182473+00:00
61,4,Else_7d01da,FIXED,1455.22,2024-06-09 04:06:26.581563+00:00
62,12,Score_eaee05,FIXED,1087.13,2024-02-01 10:46:28.763415+00:00
63,1,Those_601c5b,FIXED,264.67,2024-08-05 13:44:14.296842+00:00
64,2,Happen_cf97a6,PERCENT,1830.69,2024-09-29 18:59:42.289599+00:00
65,12,Leader_fb4227,PERCENT,1611.17,2025-06-19 02:56:00.446225+00:00
66,5,Spring_a73684,FIXED,60.22,2024-08-14 06:02:46.945724+00:00
67,2,Face_f1540a,FIXED,1055.16,2024-06-06 08:57:35.917861+00:00
68,10,Throughout_32340d,PERCENT,1560.69,2025-05-12 23:33:06.193899+00:00
69,12,Maybe_194768,PERCENT,1387.16,2024-08-16 23:03:49.911146+00:00
70,3,Behind_f4623e,PERCENT,1834.46,2024-06-28 04:18:17.635619+00:00
71,11,Also_e8de7e,PERCENT,120.45,2025-04-18 21:23:35.767915+00:00
72,9,During_ea3596,PERCENT,1662.42,2024-05-15 06:13:19.542301+00:00
73,10,Establish_a3f801,PERCENT,950.73,2025-04-18 05:56:00.014170+00:00
74,11,Argue_12c2d8,FIXED,1360.63,2024-09-30 17:17:08.753469+00:00
75,8,Close_b2be94,PERCENT,1717.74,2025-12-03 10:24:44.207547+00:00
76,10,Ok_f0ffd9,FIXED,1152.19,2025-10-12 01:02:34.640757+00:00
77,12,When_a367ce,FIXED,1639.75,2025-11-30 08:08:38.712677+00:00
78,9,Pressure_24d436,PERCENT,596.6,2024-09-07 17:50:00.745435+00:00
79,1,Case_507939,PERCENT,145.33,2025-01-01 10:36:22.891633+00:00
80,7,Suddenly_59ea24,PERCENT,764.98,2024-07-21 02:41:09.025326+00:00
81,9,Air_b74eb7,PERCENT,633.43,2024-04-13 06:57:07.643875+00:00
82,10,Professor_6a2b31,FIXED,260.23,2025-10-17 13:16:28.903414+00:00
83,10,Account_08d2a0,PERCENT,450.23,2024-11-28 00:35:02.349261+00:00
84,2,Republican_063f2b,PERCENT,1031.96,2025-04-18 20:23:05.991422+00:00
85,12,Nor_bdc2aa,PERCENT,154.16,2024-07-15 14:48:50.993557+00:00
86,3,Without_0f221a,PERCENT,1381.46,2025-02-06 21:14:48.879046+00:00
87,6,Court_a5c9fa,FIXED,1312.36,2024-11-08 06:21:56.015813+00:00
88,10,Drug_53f687,PERCENT,808.22,2024-07-23 23:42:27.659152+00:00
89,4,Read_f976c9,PERCENT,1810.13,2025-01-17 14:27:28.886293+00:00
90,1,Make_09ce91,PERCENT,747.99,2024-11-12 07:50:08.582736+00:00
91,8,Arm_8cb741,FIXED,718.6,2025-03-07 04:09:37.407268+00:00
92,10,Subject_4f865c,FIXED,1420.91,2025-07-02 21:31:41.683707+00:00
93,10,Difficult_b404fe,FIXED,1213.3,2024-05-22 11:29:38.140273+00:00
94,2,Occur_c21fcc,FIXED,1698.46,2025-09-22 23:27:03.825536+00:00
95,5,Card_8248ef,PERCENT,1152.32,2025-09-14 14:40:14.872338+00:00
96,11,Same_a34c3d,PERCENT,421.73,2026-01-20 02:07:30.957199+00:00
97,10,Anything_5dc7e6,FIXED,1199.81,2024-06-30 19:43:33.690297+00:00
98,6,From_c83d59,PERCENT,1545.62,2024-11-03 16:53:15.374356+00:00
99,10,Brother_9880a3,FIXED,1257.32,2025-07-21 05:15:12.832396+00:00
100,2,Evidence_0f4922,FIXED,883.73,2024-04-01 17:34:16.393491+00:00
101,10,Relate_73aa50,FIXED,1363.42,2025-01-26 08:01:04.474138+00:00
102,4,Join_a2e0f3,PERCENT,1757.29,2025-03-12 06:45:52.616848+00:00
103,8,Rock_c43be1,PERCENT,989.01,2025-05-21 20:33:54.348626+00:00
104,12,Lead_a81a0a,PERCENT,784.19,2025-12-31 21:25:48.398423+00:00
105,3,Design_74989c,FIXED,91.72,2024-05-31 10:32:18.198436+00:00
106,9,Important_4345e6,FIXED,1545.59,2025-07-08 19:08:36.723001+00:00
107,6,Speak_4ac753,FIXED,794.68,2024-12-03 15:21:54.965451+00:00
108,5,Specific_98f291,FIXED,221.41,2024-08-31 08:57:53.132401+00:00
109,7,Reduce_320d7d,PERCENT,1562.51,2024-11-07 12:26:25.397467+00:00
110,1,Young_8b3ec5,PERCENT,802.21,2025-07-30 07:58:03.317425+00:00
111,9,Ability_76464c,FIXED,1113.48,2025-02-18 00:48:13.305815+00:00
112,3,Responsibility_3c1088,FIXED,1732.67,2025-06-26 16:12:43.017912+00:00
113,9,Source_eda7aa,PERCENT,120.16,2025-07-14 14:16:32.331292+00:00
114,10,Simply_6e235b,FIXED,1995.32,2025-02-21 17:45:42.412371+00:00
115,4,Evening_6bdf27,PERCENT,1991.87,2024-11-29 10:07:36.274832+00:00
116,11,Church_d4e6cd,PERCENT,876.29,2024-08-11 14:24:22.044404+00:00
117,12,Kitchen_6362fa,PERCENT,237.71,2024-08-20 09:34:03.751262+00:00
118,10,Factor_25fe63,PERCENT,371.91,2024-09-28 05:26:31.521408+00:00
119,8,North_2a15ad,PERCENT,1152.05,2025-05-25 09:43:14.047544+00:00
120,10,Young_83ebf8,PERCENT,305.46,2025-04-21 08:41:56.274915+00:00
121,8,White_6b5400,FIXED,755.59,2024-07-20 08:00:08.078315+00:00
122,2,Apply_c52a6f,FIXED,1265.42,2025-05-23 04:47:35.835258+00:00
123,5,Response_6a8f7c,PERCENT,1271.74,2025-12-08 22:22:38.866730+00:00
124,11,Across_416fba,PERCENT,1265.67,2024-09-19 03:28:38.334657+00:00
125,2,Or_5f0ee0,PERCENT,943.49,2024-06-12 08:36:03.723221+00:00
126,9,Time_c1be30,FIXED,1514.61,2024-07-10 00:45:45.728910+00:00
127,6,Ground_d945d5,FIXED,521.16,2024-02-11 03:04:50.608999+00:00
128,8,Chair_ed655b,PERCENT,1697.13,2025-02-27 11:02:04.416001+00:00
129,6,No_274f73,PERCENT,1887.12,2024-05-14 23:37:50.204189+00:00
130,8,Pattern_354ed9,FIXED,382.38,2025-09-26 06:38:47.755866+00:00
131,2,Tend_faa461,FIXED,1701.59,2025-10-01 14:06:49.963737+00:00
132,10,Show_ca6cef,PERCENT,1031.56,2024-05-24 17:12:58.909054+00:00
133,2,Race_51644e,PERCENT,30.86,2024-07-19 07:57:33.099045+00:00
134,3,Newspaper_eb88dc,FIXED,731.15,2025-11-17 20:21:54.689327+00:00
135,5,Throughout_04eb91,PERCENT,1101.87,2025-11-18 12:08:02.050220+00:00
136,11,Individual_4c382b,FIXED,1726.92,2026-01-12 18:59:16.861135+00:00
137,11,Officer_da0ddb,FIXED,473.93,2024-02-20 12:46:46.838848+00:00
138,2,Ok_d52731,PERCENT,951.31,2025-02-07 18:08:01.724473+00:00
139,11,Leader_5e321b,PERCENT,1653.3,2024-09-15 17:22:48.958276+00:00
140,1,Political_a46318,PERCENT,1142.88,2024-06-24 22:24:39.236593+00:00
141,11,Prove_23007d,PERCENT,549.7,2025-01-31 04:52:30.500408+00:00
142,10,Our_61d254,PERCENT,244.33,2025-08-25 09:06:07.332158+00:00
143,6,Relationship_44abbb,FIXED,480.84,2025-10-29 19:50:24.767115+00:00
144,12,Democrat_76cabc,FIXED,1942.96,2024-09-06 14:33:28.154223+00:00
145,6,Term_25d34d,FIXED,1386.88,2025-07-22 19:13:22.613610+00:00
146,2,Administration_7b457d,PERCENT,972.09,2026-01-13 05:04:22.139318+00:00
147,8,As_771097,PERCENT,1947.25,2025-04-20 16:29:03.456328+00:00
148,3,Color_2ecec1,PERCENT,1633.0,2024-02-20 11:42:13.495201+00:00
149,12,Garden_d87767,FIXED,375.77,2025-06-14 10:13:07.148861+00:00
150,7,Possible_1cacf2,FIXED,1228.73,2024-04-07 23:59:07.992286+00:00
151,5,Fish_03c0c2,PERCENT,1953.32,2025-09-12 20:08:59.283947+00:00
152,1,Traditional_5d30a8,PERCENT,758.41,2024-04-09 00:12:17.481264+00:00
153,11,Strong_a1d7c9,PERCENT,1105.14,2024-10-03 21:44:36.056797+00:00
154,12,Data_521914,FIXED,786.57,2025-05-10 08:12:04.944578+00:00
155,4,Ok_9c7b15,PERCENT,1690.11,2025-06-26 17:09:14.290414+00:00
156,4,Radio_72553f,FIXED,743.84,2024-06-15 09:43:23.571320+00:00
157,2,Crime_7b0b4e,FIXED,1587.43,2026-01-05 09:06:28.462788+00:00
158,1,Product_dafdc3,FIXED,1223.24,2025-04-27 17:17:32.843935+00:00
159,8,Respond_091e96,PERCENT,40.49,2025-05-11 14:38:02.649443+00:00
160,11,Sure_09779b,FIXED,777.05,2025-04-13 13:12:56.199924+00:00
161,9,Room_7f5317,FIXED,1483.78,2024-07-27 13:41:49.020641+00:00
162,3,Number_fedf7e,FIXED,1125.66,2025-12-28 03:56:42.395638+00:00
163,12,Only_c877ad,PERCENT,878.85,2024-08-04 10:41:43.559487+00:00
164,12,Consider_bee88c,PERCENT,309.26,2025-06-05 11:40:51.861172+00:00
165,12,Happen_9bc915,PERCENT,962.61,2024-05-22 23:13:28.708358+00:00
166,5,Ok_bd03a8,PERCENT,954.16,2025-06-05 18:38:30.828298+00:00
167,11,Our_06be8e,FIXED,1869.12,2025-05-17 02:12:09.647039+00:00
168,5,Kitchen_0a3804,FIXED,662.93,2024-07-10 17:54:04.745215+00:00
169,11,Space_c8de22,PERCENT,851.44,2024-06-29 22:12:15.897042+00:00
170,7,Raise_71d2d6,FIXED,1493.19,2024-05-10 11:11:59.540825+00:00
171,10,Hold_e22009,PERCENT,589.89,2024-09-21 06:43:40.496257+00:00
172,12,Government_a33f91,PERCENT,1463.15,2025-10-06 19:13:46.993599+00:00
173,1,Home_c6d12a,PERCENT,1695.87,2024-05-05 19:30:39.191781+00:00
174,9,Factor_fd6541,FIXED,356.42,2025-06-05 11:45:12.372020+00:00
175,2,Service_a574ca,PERCENT,499.69,2024-10-21 15:09:23.393025+00:00
176,8,Color_4443ef,PERCENT,426.42,2025-07-05 14:16:53.234158+00:00
177,4,Order_40fc13,FIXED,1703.3,2025-06-26 15:58:00.163012+00:00
178,1,Guess_fa2242,FIXED,1823.16,2024-09-09 18:02:21.607520+00:00
179,12,Hold_b5ced9,FIXED,630.02,2025-07-24 00:17:25.596940+00:00
180,4,Value_b39272,PERCENT,1099.53,2024-12-14 21:58:39.817691+00:00
181,1,Time_03f8a2,PERCENT,914.36,2025-04-03 04:48:46.381233+00:00
182,7,Nation_55357b,FIXED,1271.29,2025-04-27 15:08:24.018697+00:00
183,2,Relationship_589a02,FIXED,1337.56,2025-06-29 18:47:16.330022+00:00
184,9,Offer_9d541d,PERCENT,1934.05,2024-10-30 16:27:04.728996+00:00
185,4,Sport_4b8747,PERCENT,171.87,2024-03-14 04:36:15.470516+00:00
186,9,Join_37a763,PERCENT,1256.91,2025-03-01 06:31:57.541723+00:00
187,8,Head_a8d4bb,PERCENT,933.46,2025-03-13 00:38:50.887401+00:00
188,11,Part_843b46,FIXED,1450.33,2025-03-31 03:09:22.059276+00:00
189,4,Everybody_8ef8ce,PERCENT,1475.32,2024-12-07 20:39:18.976322+00:00
190,6,Sister_203acb,PERCENT,492.11,2025-07-12 07:29:31.869271+00:00
191,8,Strategy_35e202,FIXED,1473.7,2024-06-04 04:59:36.632745+00:00
192,11,Bill_c4d643,PERCENT,1192.73,2024-06-12 14:59:29.923733+00:00
193,9,Read_049a27,FIXED,1230.26,2024-11-08 22:01:23.695814+00:00
194,7,Something_c2d708,PERCENT,1238.85,2024-07-05 23:25:08.820219+00:00
195,9,Former_87c691,PERCENT,354.47,2024-03-14 21:00:18.074700+00:00
196,11,Form_1c14a8,PERCENT,516.46,2024-03-26 05:01:49.028788+00:00
197,6,Story_42dcd1,PERCENT,1542.23,2024-09-06 03:18:22.245319+00:00
198,4,Night_c2601c,FIXED,445.18,2025-08-26 13:33:12.641451+00:00
199,2,He_c55803,PERCENT,516.37,2025-05-10 02:26:35.295842+00:00
200,2,Lay_a85cc6,FIXED,1439.19,2024-11-30 11:11:09.775800+00:00
201,9,Teacher_046ce9,FIXED,1282.73,2024-04-13 20:34:20.628543+00:00
202,10,Quickly_74d39a,PERCENT,174.39,2025-06-22 17:46:07.877097+00:00
203,7,Because_5168ab,PERCENT,1530.25,2026-01-21 05:35:20.594120+00:00
204,9,Despite_3fb10e,PERCENT,1405.1,2025-07-27 07:23:20.120247+00:00
205,9,Ago_360a69,FIXED,1125.5,2024-09-30 00:09:19.659508+00:00
206,12,Claim_b30065,PERCENT,769.53,2025-01-28 20:42:38.651617+00:00
207,7,Range_4886f1,FIXED,1333.59,2024-08-10 10:02:01.933055+00:00
208,6,Wife_344cf0,FIXED,1265.15,2024-06-02 08:43:18.697898+00:00
209,10,Some_579717,PERCENT,1353.08,2025-05-26 16:31:04.417987+00:00
210,6,Mind_4aa1cb,FIXED,642.24,2024-04-20 15:04:44.352256+00:00
211,6,Difficult_82e05f,FIXED,348.22,2025-03-01 07:43:06.227652+00:00
212,6,Ok_971c77,PERCENT,463.31,2025-08-01 16:13:58.604883+00:00
213,4,Guess_aef32a,PERCENT,1887.53,2024-01-22 18:01:31.742498+00:00
214,4,Think_d9484f,PERCENT,489.34,2025-01-11 06:49:07.722014+00:00
215,11,Camera_5ec56e,PERCENT,1996.48,2024-06-21 21:01:07.631395+00:00
216,11,Out_6f4301,PERCENT,203.65,2025-08-05 12:03:24.422971+00:00
217,10,Six_eed836,FIXED,1878.11,2024-06-24 15:52:59.199068+00:00
218,9,Trade_e42cdb,PERCENT,1345.8,2024-03-30 22:28:45.421124+00:00
219,12,Table_3d4eae,FIXED,817.58,2024-12-21 04:39:55.392766+00:00
220,8,Career_1cdffa,PERCENT,912.76,2025-06-05 00:02:21.972135+00:00
221,1,Agreement_a5f559,FIXED,1811.56,2024-11-17 00:41:10.805909+00:00
222,11,Approach_ef9946,PERCENT,1351.78,2025-12-09 05:40:08.341969+00:00
223,6,Air_2fe7c2,FIXED,352.87,2024-05-04 15:25:16.144718+00:00
224,9,Pressure_9f5673,FIXED,1305.3,2024-03-30 03:59:46.826349+00:00
225,6,Actually_2b1c05,PERCENT,164.1,2025-01-20 06:43:10.046709+00:00
226,11,Film_002f39,FIXED,1485.38,2024-11-12 11:36:18.772027+00:00
227,8,Day_871f0e,PERCENT,1087.97,2025-02-27 11:11:50.212260+00:00
228,8,Expect_2d8c7d,PERCENT,219.66,2024-05-04 20:38:09.736288+00:00
229,1,Care_3e536e,PERCENT,1866.97,2025-07-02 02:37:34.280102+00:00
230,1,Social_2f29ee,FIXED,502.17,2025-01-09 18:11:52.307360+00:00
231,8,Decade_7b8e4c,FIXED,721.7,2024-12-23 05:18:25.656391+00:00
232,11,Offer_d69fec,FIXED,701.84,2025-01-08 09:28:15.208262+00:00
233,2,Almost_b2c10a,PERCENT,1352.32,2025-04-24 13:57:18.536035+00:00
234,4,Social_c88c6a,FIXED,781.53,2024-10-30 14:24:03.384769+00:00
235,4,Economic_f4bd67,FIXED,998.34,2024-10-17 01:40:10.147633+00:00
236,6,Return_b39a90,FIXED,1116.82,2024-05-27 14:22:02.463783+00:00
237,10,Half_a37c36,FIXED,832.45,2024-10-05 15:40:51.190925+00:00
238,10,Behind_f42144,FIXED,1962.03,2025-11-27 09:58:23.319792+00:00
239,6,Commercial_7dce08,PERCENT,1255.47,2025-12-22 16:08:16.666105+00:00
240,1,Throw_07116c,PERCENT,692.56,2025-12-08 00:42:44.033647+00:00
241,3,Style_8d5e00,FIXED,1721.87,2024-02-14 00:55:31.417348+00:00
242,9,More_7a6150,FIXED,195.5,2025-11-23 04:18:10.644413+00:00
243,1,Manage_bb902e,PERCENT,1108.03,2025-03-30 04:17:38.668324+00:00
244,6,Degree_c991e7,PERCENT,1797.76,2024-09-27 16:00:20.823994+00:00
245,7,Strategy_3e3cfc,FIXED,667.53,2025-09-01 08:34:17.515596+00:00
246,3,Main_9d67e3,PERCENT,1020.52,2025-12-04 14:46:26.545743+00:00
247,12,Station_daf0a9,PERCENT,1370.54,2024-01-27 06:16:29.386018+00:00
248,5,Area_e6678b,FIXED,822.72,2025-09-04 12:34:40.500106+00:00
249,8,Bag_0ad11f,PERCENT,853.18,2024-04-03 11:57:18.530939+00:00
250,1,Him_b6eb77,PERCENT,398.65,2024-10-03 01:15:35.255606+00:00
251,9,Past_6e1523,FIXED,469.94,2024-10-24 22:41:36.310242+00:00
252,11,Describe_e48dbe,PERCENT,132.65,2025-02-05 14:22:45.654892+00:00
253,3,Approach_6b6c8e,FIXED,634.73,2025-01-01 12:17:00.179431+00:00
254,6,Feeling_7eb528,PERCENT,126.39,2025-01-05 03:05:05.944128+00:00
255,11,Major_be0078,PERCENT,592.98,2025-07-04 03:40:16.346788+00:00
256,8,Ask_c39ae1,PERCENT,1474.53,2026-01-15 20:14:37.112459+00:00
257,4,Interest_bcdb94,PERCENT,820.14,2025-06-13 19:06:45.789425+00:00
258,10,Field_e93652,PERCENT,1350.45,2025-03-18 02:03:32.028056+00:00
259,4,Rock_9ac25f,FIXED,872.3,2024-11-12 10:32:54.019465+00:00
260,11,Movement_5c592f,FIXED,824.54,2025-01-22 05:48:42.036738+00:00
261,6,Situation_c12d0c,PERCENT,781.56,2025-10-21 22:27:27.477339+00:00
262,10,School_1fd7cd,FIXED,248.03,2025-12-05 19:10:11.060613+00:00
263,7,Those_6d7a88,PERCENT,83.91,2025-03-27 02:03:33.432567+00:00
264,12,Grow_1948fa,FIXED,611.1,2024-06-16 19:30:27.993679+00:00
265,8,Usually_41fca2,FIXED,1462.21,2025-10-09 05:24:46.327881+00:00
266,8,Manage_f5396a,PERCENT,1129.43,2024-10-19 13:35:32.377812+00:00
267,7,Long_b9053a,FIXED,1675.21,2025-02-06 17:15:17.707296+00:00
268,3,Among_2d1ccb,PERCENT,1679.64,2025-05-21 08:33:45.893502+00:00
269,4,Some_d73dd6,FIXED,56.71,2025-07-30 23:35:37.865002+00:00
270,4,Thought_624cf3,PERCENT,1697.98,2025-01-31 02:55:11.724859+00:00
271,8,Safe_3bbdbb,FIXED,257.68,2025-01-06 12:13:46.556314+00:00
272,4,Turn_3e8760,FIXED,186.99,2024-02-13 02:51:52.947466+00:00
273,2,Might_4f57a1,PERCENT,1576.78,2025-01-03 10:38:49.961767+00:00
274,7,Four_16e18a,PERCENT,1091.52,2025-05-15 22:02:44.322207+00:00
275,8,Protect_787cb0,PERCENT,1393.81,2025-10-25 17:53:52.684702+00:00
276,7,Value_f22037,PERCENT,573.69,2025-10-22 15:04:21.564911+00:00
277,10,Make_5cc24d,FIXED,1934.73,2024-09-05 02:29:30.420591+00:00
278,2,Town_32326d,PERCENT,879.8,2025-10-05 17:48:15.845692+00:00
279,6,Direction_be450b,PERCENT,1683.11,2025-10-05 07:45:18.832773+00:00
280,6,Three_01a2b8,FIXED,1968.87,2025-10-31 12:01:05.024626+00:00
281,10,How_943765,PERCENT,1352.27,2025-11-10 01:47:15.014256+00:00
282,7,Remember_9c68fd,FIXED,820.85,2025-01-15 14:06:47.659791+00:00
283,9,Audience_6d8a0b,PERCENT,1232.53,2025-02-21 22:20:16.844065+00:00
284,11,Almost_be4bda,PERCENT,491.35,2025-08-18 12:33:29.303134+00:00
285,3,Alone_58b3e5,FIXED,376.49,2024-02-04 21:58:29.849750+00:00
286,9,Deal_2e68a8,FIXED,752.14,2025-10-04 13:55:44.371819+00:00
287,1,Return_fbc973,PERCENT,469.93,2024-09-28 10:03:42.310538+00:00
288,8,Purpose_5783d9,FIXED,270.79,2025-09-01 09:19:55.565052+00:00
289,10,Leave_c198e8,PERCENT,1477.91,2025-12-07 23:50:37.462986+00:00
290,1,Best_1a1a02,PERCENT,275.88,2025-01-27 16:09:53.955207+00:00
291,9,Energy_20f403,PERCENT,165.93,2025-02-23 03:09:36.064548+00:00
292,11,Strategy_a00a82,PERCENT,1085.26,2025-09-19 08:43:56.728030+00:00
293,11,Also_f88543,PERCENT,1677.44,2025-12-14 08:22:24.800639+00:00
294,4,Quite_df1074,PERCENT,910.98,2024-07-19 07:11:09.528450+00:00
295,3,Race_a58fa6,PERCENT,1982.26,2024-04-23 01:28:23.566623+00:00
296,6,Draw_c01e8f,PERCENT,612.78,2024-10-07 09:47:50.136141+00:00
297,8,Image_c6fbb9,FIXED,825.78,2024-10-28 16:14:15.694030+00:00
298,5,Book_a94d73,PERCENT,538.25,2025-10-25 08:41:41.588267+00:00
299,3,Side_f631f8,FIXED,1014.41,2025-01-27 12:24:44.360088+00:00
300,4,Information_064879,PERCENT,960.97,2025-01-16 22:17:38.669969+00:00
301,7,Threat_4535cb,FIXED,1986.82,2024-04-05 03:33:22.490587+00:00
302,1,Goal_a5412c,FIXED,1402.68,2025-08-03 05:41:14.757654+00:00
303,12,Receive_80a188,PERCENT,1922.59,2026-01-07 14:36:56.738658+00:00
304,6,Use_8ca1dd,PERCENT,950.38,2024-06-14 11:26:15.197674+00:00
305,12,Senior_a6908a,FIXED,494.63,2025-09-25 10:59:26.311227+00:00
306,11,Television_6bd440,FIXED,334.28,2024-10-11 15:57:37.178748+00:00
307,6,Bag_4c2492,PERCENT,715.4,2025-06-26 19:16:22.238833+00:00
308,1,A_3031c0,PERCENT,1598.27,2025-06-13 01:27:30.090048+00:00
309,8,Other_298f57,FIXED,920.79,2024-04-07 17:21:49.239559+00:00
310,2,Song_7d230b,PERCENT,826.37,2025-01-14 05:18:51.575019+00:00
311,3,Large_a7cb65,PERCENT,484.9,2025-12-15 07:06:47.435379+00:00
312,11,Military_2753c0,PERCENT,479.56,2024-05-11 22:06:08.604339+00:00
313,1,Movie_2477f5,FIXED,1842.59,2025-11-27 15:49:27.533363+00:00
314,5,Develop_35d722,PERCENT,1120.15,2025-04-05 11:11:12.311210+00:00
315,5,Increase_a87ca0,PERCENT,1148.77,2025-05-16 18:30:54.099144+00:00
316,4,Collection_1b7a95,PERCENT,1358.94,2024-02-01 15:12:49.813557+00:00
317,5,Whole_b13a32,FIXED,1181.7,2025-10-20 01:30:03.018514+00:00
318,9,South_d23f68,PERCENT,1267.21,2024-06-08 16:40:43.666781+00:00
319,2,Rule_6f9fee,FIXED,907.0,2025-01-10 10:39:31.094074+00:00
320,4,Leader_965539,FIXED,1692.83,2025-01-26 17:35:12.463969+00:00
321,7,Cup_031650,PERCENT,1412.35,2024-05-21 20:35:44.093509+00:00
322,2,Nation_aaf70a,FIXED,75.96,2024-05-21 20:41:04.343043+00:00
323,12,High_d2e5e5,PERCENT,1826.99,2024-07-11 07:24:49.595249+00:00
324,5,Local_e1a65b,FIXED,149.51,2024-05-15 01:54:34.674799+00:00
325,2,Today_b0625e,PERCENT,1650.39,2024-05-02 04:22:21.538912+00:00
