room_night_id,room_id,night_date,availability,created_at
42,719,2026-08-22,OCCUPIED,2024-11-05 21:17:59.482879+00:00
43,803,2024-02-04,AVAILABLE,2025-12-26 11:36:41.784889+00:00
44,803,2025-01-07,OCCUPIED,2024-07-13 16:10:04.307708+00:00
45,105,2024-02-29,BLOCKED,2024-06-03 16:46:29.999442+00:00
46,105,2027-01-11,AVAILABLE,2025-01-22 01:35:18.435131+00:00
47,259,2026-12-22,BLOCKED,2025-05-20 16:05:33.918458+00:00
48,259,2025-03-21,OCCUPIED,2024-08-22 22:53:49.067965+00:00
49,607,2025-04-12,OCCUPIED,2025-10-31 11:19:09.770915+00:00
50,607,2024-05-30,BLOCKED,2025-04-14 00:59:53.856515+00:00
51,111,2025-04-12,BLOCKED,2024-05-29 10:35:38.749249+00:00
52,111,2024-07-17,AVAILABLE,2024-10-29 18:05:49.850048+00:00
53,463,2025-09-22,AVAILABLE,2025-10-29 23:46:45.404775+00:00
54,463,2024-07-05,AVAILABLE,2024-11-02 21:48:44.019288+00:00
55,99,2024-09-04,BLOCKED,2025-06-06 12:05:36.513506+00:00
56,99,2024-05-01,AVAILABLE,2024-04-10 23:19:20.390558+00:00
57,189,2025-11-18,OCCUPIED,2025-09-30 09:30:36.648020+00:00
58,189,2026-04-15,BLOCKED,2025-08-18 21:22:58.623497+00:00
59,36,2026-05-31,OCCUPIED,2026-01-13 01:34:37.281827+00:00
60,36,2026-01-27,OCCUPIED,2025-03-26 11:11:10.108457+00:00
61,163,2026-06-18,AVAILABLE,2024-07-10 06:02:41.490066+00:00
62,163,2026-02-03,AVAILABLE,2026-01-10 16:31:11.015480+00:00
63,901,2025-10-09,OCCUPIED,2025-07-23 19:46:28.213182+00:00
64,901,2024-11-09,AVAILABLE,2024-12-03 12:04:04.232265+00:00
65,899,2025-01-13,AVAILABLE,2024-02-13 01:47:36.340817+00:00
66,899,2026-12-17,OCCUPIED,2024-09-20 12:04:03.143719+00:00
67,568,2025-04-03,OCCUPIED,2025-02-06 02:03:23.910985+00:00
68,568,2026-03-31,BLOCKED,2024-05-12 21:42:08.122314+00:00
69,808,2026-02-25,BLOCKED,2025-05-01 10:27:37.195548+00:00
70,808,2026-12-29,BLOCKED,2024-03-21 08:04:43.536883+00:00
71,19,2024-12-22,BLOCKED,2025-12-07 05:08:20.886462+00:00
72,19,2027-01-13,BLOCKED,2025-10-17 20:10:56.124161+00:00
73,731,2025-02-23,BLOCKED,2024-03-14 20:21:08.026412+00:00
74,731,2024-03-13,OCCUPIED,2024-08-09 07:17:47.081513+00:00
75,591,2025-12-31,OCCUPIED,2025-03-24 14:30:25.303916+00:00
76,591,2025-09-13,OCCUPIED,2024-07-04 08:23:33.996510+00:00
77,409,2024-03-31,OCCUPIED,2024-05-11 07:19:14.200687+00:00
78,409,2025-05-31,BLOCKED,2024-06-06 04:12:01.239731+00:00
79,89,2026-11-21,BLOCKED,2024-04-16 00:05:52.505475+00:00
80,89,2024-08-08,AVAILABLE,2024-10-26 08:01:18.322808+00:00
81,496,2025-04-04,BLOCKED,2024-06-21 09:35:47.796172+00:00
82,496,2025-06-20,AVAILABLE,2025-11-08 16:54:01.602540+00:00
83,303,2025-08-13,AVAILABLE,2024-08-17 02:33:45.307113+00:00
84,303,2025-02-26,BLOCKED,2024-08-23 01:58:38.036890+00:00
85,361,2025-08-03,AVAILABLE,2024-05-05 07:54:25.045717+00:00
86,361,2025-08-06,BLOCKED,2025-07-10 15:32:42.669787+00:00
87,382,2024-03-18,BLOCKED,2025-07-08 20:04:36.943265+00:00
88,382,2026-10-16,AVAILABLE,2025-10-20 02:32:16.850835+00:00
89,145,2025-02-19,AVAILABLE,2025-01-25 03:34:07.037382+00:00
90,145,2026-01-21,BLOCKED,2025-01-10 08:37:41.194334+00:00
91,990,2025-04-10,BLOCKED,2025-05-01 11:56:15.660945+00:00
92,990,2025-12-27,AVAILABLE,2024-12-01 05:24:47.747017+00:00
93,306,2025-03-28,OCCUPIED,2024-07-10 22:24:49.241078+00:00
94,306,2025-08-18,OCCUPIED,2024-06-12 17:54:17.956199+00:00
95,216,2026-10-17,OCCUPIED,2025-06-05 04:33:11.101121+00:00
96,216,2024-10-12,BLOCKED,2025-07-01 00:46:36.617161+00:00
97,352,2024-11-05,BLOCKED,2025-04-25 19:34:58.052277+00:00
98,352,2025-03-18,BLOCKED,2024-02-05 17:13:01.880561+00:00
99,973,2024-11-23,AVAILABLE,2024-07-13 07:11:29.507058+00:00
100,973,2024-04-22,BLOCKED,2026-01-16 06:20:37.300309+00:00
101,985,2024-04-28,OCCUPIED,2025-12-02 08:35:50.553982+00:00
102,985,2025-11-07,OCCUPIED,2025-03-05 23:26:48.566175+00:00
103,974,2027-01-06,AVAILABLE,2025-03-12 17:29:15.247845+00:00
104,974,2026-02-10,AVAILABLE,2024-08-22 13:35:52.045813+00:00
105,515,2026-03-11,BLOCKED,2024-09-28 21:06:37.904106+00:00
106,515,2025-09-04,OCCUPIED,2024-09-22 23:42:58.864076+00:00
107,541,2026-10-17,BLOCKED,2024-05-03 01:20:45.808722+00:00
108,541,2024-04-07,OCCUPIED,2025-07-19 10:43:44.371744+00:00
109,853,2025-07-02,AVAILABLE,2025-07-02 09:19:31.872187+00:00
110,853,2026-02-26,BLOCKED,2025-05-04 21:22:38.038110+00:00
111,617,2025-11-28,AVAILABLE,2024-12-27 06:54:39.602572+00:00
112,617,2026-12-03,AVAILABLE,2024-11-18 12:43:12.941333+00:00
113,628,2024-03-03,OCCUPIED,2025-08-31 16:31:41.581666+00:00
114,628,2026-11-13,AVAILABLE,2025-10-11 10:48:58.276511+00:00
115,608,2025-04-06,OCCUPIED,2024-09-03 12:29:50.398876+00:00
116,608,2024-08-31,OCCUPIED,2024-10-26 05:58:45.682774+00:00
117,275,2025-11-09,OCCUPIED,2024-05-10 06:36:47.017939+00:00
118,275,2024-10-12,OCCUPIED,2024-10-30 06:47:34.239622+00:00
119,715,2025-05-23,OCCUPIED,2024-05-17 04:13:22.214862+00:00
120,715,2024-05-09,BLOCKED,2024-04-29 22:25:07.473852+00:00
121,166,2025-02-05,OCCUPIED,2025-03-18 16:16:31.696191+00:00
122,166,2024-02-27,BLOCKED,2024-10-15 09:52:33.771051+00:00
123,152,2025-09-15,AVAILABLE,2024-02-02 10:59:28.158229+00:00
124,152,2024-07-23,BLOCKED,2024-07-21 22:39:28.566309+00:00
125,106,2025-02-19,BLOCKED,2024-03-05 04:55:39.651375+00:00
126,106,2026-02-06,BLOCKED,2025-02-01 11:03:36.585947+00:00
127,118,2025-04-19,OCCUPIED,2025-08-31 17:30:08.562558+00:00
128,118,2025-05-11,BLOCKED,2025-02-14 13:31:38.951386+00:00
129,206,2024-02-28,AVAILABLE,2024-05-09 12:39:10.242493+00:00
130,206,2025-05-24,AVAILABLE,2026-01-17 09:29:38.095222+00:00
131,559,2024-09-12,AVAILABLE,2025-04-30 08:18:00.309201+00:00
132,559,2024-05-08,OCCUPIED,2025-08-15 03:39:38.962628+00:00
133,197,2024-09-15,BLOCKED,2025-09-27 01:47:12.363657+00:00
134,197,2026-09-13,AVAILABLE,2024-03-29 07:18:57.438864+00:00
135,686,2025-09-02,BLOCKED,2025-01-12 22:51:27.042850+00:00
136,686,2026-12-06,BLOCKED,2025-10-23 14:32:57.523488+00:00
137,406,2026-03-05,AVAILABLE,2025-08-02 08:28:41.381410+00:00
138,406,2025-11-05,OCCUPIED,2024-09-02 12:56:08.069321+00:00
139,179,2024-12-19,BLOCKED,2024-12-10 02:22:11.348914+00:00
140,179,2026-11-13,AVAILABLE,2024-07-25 13:09:11.677495+00:00
141,981,2025-02-20,AVAILABLE,2025-06-19 14:55:33.509035+00:00
142,981,2025-06-05,OCCUPIED,2025-09-17 15:01:59.963158+00:00
143,613,2024-07-27,BLOCKED,2025-08-01 11:38:08.343452+00:00
144,613,2025-05-20,BLOCKED,2024-02-06 00:18:23.709949+00:00
145,623,2026-01-04,AVAILABLE,2024-04-20 11:27:53.119760+00:00
146,623,2025-01-25,OCCUPIED,2024-03-28 20:16:43.753815+00:00
147,597,2025-02-26,AVAILABLE,2025-08-10 11:46:02.429516+00:00
148,597,2025-04-15,OCCUPIED,2025-04-18 17:03:50.937279+00:00
149,11,2025-10-10,BLOCKED,2024-06-25 04:22:59.344534+00:00
150,11,2026-03-31,BLOCKED,2024-04-10 12:52:11.676220+00:00
151,844,2024-06-03,AVAILABLE,2024-02-26 06:33:40.844913+00:00
152,844,2026-08-14,AVAILABLE,2024-03-30 00:43:52.824217+00:00
153,769,2026-05-24,BLOCKED,2024-03-22 02:08:17.438029+00:00
154,769,2026-01-12,AVAILABLE,2025-07-24 05:31:03.954397+00:00
155,389,2025-11-15,BLOCKED,2025-08-16 06:05:51.806622+00:00
156,389,2025-10-19,AVAILABLE,2025-08-21 10:24:42.677101+00:00
157,22,2025-09-25,OCCUPIED,2025-12-18 19:04:09.875615+00:00
158,22,2024-08-01,BLOCKED,2024-08-26 02:23:35.190671+00:00
159,236,2027-01-21,OCCUPIED,2024-07-22 23:15:14.643290+00:00
160,236,2025-02-10,BLOCKED,2024-08-05 13:05:08.743286+00:00
161,550,2024-10-12,OCCUPIED,2025-01-12 00:34:59.987765+00:00
162,550,2026-06-20,AVAILABLE,2024-04-24 21:17:19.630502+00:00
163,800,2025-07-25,OCCUPIED,2024-01-30 21:20:29.458241+00:00
164,800,2026-08-10,AVAILABLE,2024-10-30 19:19:30.229797+00:00
165,23,2026-07-29,BLOCKED,2024-12-09 14:05:57.085880+00:00
166,23,2026-01-07,BLOCKED,2025-07-11 01:09:19.602437+00:00
167,780,2025-06-28,BLOCKED,2025-11-28 14:50:55.607075+00:00
168,780,2026-03-01,AVAILABLE,2025-04-14 03:27:51.363314+00:00
169,699,2026-01-21,OCCUPIED,2025-09-24 20:53:43.142424+00:00
170,699,2024-02-19,OCCUPIED,2025-02-16 00:48:29.065640+00:00
171,589,2026-02-17,OCCUPIED,2024-03-02 18:38:29.678078+00:00
172,589,2026-01-01,BLOCKED,2024-05-19 06:21:43.024904+00:00
173,746,2025-04-08,OCCUPIED,2025-04-02 00:24:26.137515+00:00
174,746,2025-11-26,OCCUPIED,2024-02-28 01:12:04.457405+00:00
175,606,2024-08-11,OCCUPIED,2024-11-21 09:13:03.505599+00:00
176,606,2025-01-03,BLOCKED,2025-04-05 09:27:51.364681+00:00
177,215,2026-05-12,BLOCKED,2025-07-01 14:18:00.241001+00:00
178,215,2025-11-18,OCCUPIED,2024-10-11 10:19:55.650863+00:00
179,976,2026-09-23,OCCUPIED,2024-09-12 06:08:59.266741+00:00
180,976,2024-12-25,AVAILABLE,2025-03-31 22:36:53.687530+00:00
181,908,2025-09-19,OCCUPIED,2024-03-04 10:23:50.320926+00:00
182,908,2025-05-20,OCCUPIED,2024-04-09 20:19:05.820617+00:00
183,112,2025-06-17,AVAILABLE,2024-03-17 03:34:30.142566+00:00
184,112,2025-05-29,OCCUPIED,2025-10-05 19:01:40.892769+00:00
185,285,2025-12-14,AVAILABLE,2025-10-07 18:05:28.684960+00:00
186,285,2025-04-12,OCCUPIED,2024-08-08 23:44:46.583578+00:00
187,93,2024-09-30,BLOCKED,2025-02-10 00:05:39.407127+00:00
188,93,2024-08-26,BLOCKED,2024-11-05 23:45:25.639010+00:00
189,129,2026-11-18,AVAILABLE,2024-07-15 18:41:40.353021+00:00
190,129,2027-01-19,OCCUPIED,2025-06-09 21:51:57.684038+00:00
191,401,2024-11-09,BLOCKED,2024-09-07 16:16:47.591050+00:00
192,401,2026-11-30,BLOCKED,2025-11-07 23:28:00.390663+00:00
193,362,2026-09-12,BLOCKED,2025-08-04 08:59:55.383532+00:00
194,362,2024-06-03,AVAILABLE,2025-04-13 14:55:11.908929+00:00
195,227,2024-12-26,BLOCKED,2025-02-08 21:51:18.488651+00:00
196,227,2025-11-09,BLOCKED,2025-06-17 09:02:42.949691+00:00
197,927,2026-07-23,AVAILABLE,2025-05-20 14:57:18.772857+00:00
198,927,2026-02-17,OCCUPIED,2025-04-12 16:22:56.196972+00:00
199,510,2025-02-10,AVAILABLE,2025-11-13 23:44:46.096135+00:00
200,510,2025-02-06,OCCUPIED,2024-12-28 12:44:40.500514+00:00
201,424,2025-08-20,OCCUPIED,2026-01-04 15:06:52.630476+00:00
202,424,2025-02-02,BLOCKED,2025-06-06 16:29:08.447694+00:00
203,270,2024-07-10,AVAILABLE,2025-02-03 10:55:19.432977+00:00
204,270,2024-04-10,BLOCKED,2025-04-12 08:45:53.536840+00:00
205,637,2025-12-23,BLOCKED,2025-04-12 22:44:43.862600+00:00
206,637,2025-04-28,AVAILABLE,2025-08-05 20:00:34.494602+00:00
207,965,2026-07-28,BLOCKED,2025-06-28 15:38:24.084865+00:00
208,965,2025-11-25,AVAILABLE,2025-04-29 07:21:56.220095+00:00
209,949,2025-06-22,AVAILABLE,2024-03-17 20:56:33.686922+00:00
210,949,2024-02-25,OCCUPIED,2024-10-05 09:26:57.881947+00:00
211,759,2026-06-09,BLOCKED,2025-08-10 04:38:55.927506+00:00
212,759,2026-04-18,OCCUPIED,2025-05-05 08:54:40.832474+00:00
213,114,2024-08-06,BLOCKED,2024-09-18 10:17:33.065873+00:00
214,114,2024-02-03,OCCUPIED,2024-10-16 00:01:10.731823+00:00
215,971,2026-08-24,AVAILABLE,2025-06-02 04:38:06.126304+00:00
216,971,2026-07-24,AVAILABLE,2024-01-30 02:05:45.843328+00:00
217,960,2024-07-29,OCCUPIED,2024-08-27 00:57:20.808803+00:00
218,960,2026-05-26,BLOCKED,2025-12-05 02:59:52.665925+00:00
219,413,2025-03-01,AVAILABLE,2025-01-27 02:43:13.177930+00:00
220,413,2026-06-21,AVAILABLE,2025-05-10 23:21:32.853852+00:00
221,1,2024-04-27,AVAILABLE,2024-08-18 20:16:06.020196+00:00
222,1,2026-08-13,BLOCKED,2024-09-18 05:46:11.792463+00:00
223,855,2026-10-03,OCCUPIED,2025-08-17 01:43:12.320444+00:00
224,855,2026-08-05,AVAILABLE,2025-03-08 16:16:04.745082+00:00
225,590,2026-08-15,BLOCKED,2024-03-14 06:01:36.783762+00:00
226,590,2024-03-16,OCCUPIED,2025-01-31 17:33:10.202504+00:00
227,435,2025-03-13,AVAILABLE,2025-04-09 06:45:27.402470+00:00
228,435,2026-06-01,BLOCKED,2024-02-08 12:26:28.100843+00:00
229,734,2027-01-21,AVAILABLE,2025-08-12 01:34:42.985860+00:00
230,734,2027-01-10,OCCUPIED,2024-05-22 07:59:48.750394+00:00
231,573,2025-08-06,BLOCKED,2025-10-26 21:42:49.758447+00:00
232,573,2026-06-14,AVAILABLE,2024-03-06 00:21:38.187415+00:00
233,262,2024-09-25,OCCUPIED,2025-01-27 07:15:58.369813+00:00
234,262,2026-09-14,AVAILABLE,2025-02-11 10:26:14.270109+00:00
235,6,2026-06-01,AVAILABLE,2024-12-10 06:56:00.435448+00:00
236,6,2025-11-29,AVAILABLE,2025-03-16 12:07:46.880359+00:00
237,367,2026-02-11,OCCUPIED,2024-03-22 11:44:55.781094+00:00
238,367,2025-04-17,AVAILABLE,2025-02-27 08:28:37.306167+00:00
239,988,2024-10-03,AVAILABLE,2025-06-21 22:44:48.225556+00:00
240,988,2025-09-25,BLOCKED,2025-07-25 16:28:24.473225+00:00
241,793,2024-10-03,BLOCKED,2024-05-16 12:16:22.286232+00:00
242,793,2024-03-20,OCCUPIED,2024-05-01 18:58:54.923973+00:00
243,155,2025-05-13,BLOCKED,2024-06-19 17:14:05.349078+00:00
244,155,2024-10-21,BLOCKED,2024-09-15 14:03:37.323531+00:00
245,101,2026-01-09,OCCUPIED,2025-08-01 06:30:23.398688+00:00
246,101,2025-02-08,BLOCKED,2024-11-28 04:00:09.051622+00:00
247,952,2026-01-28,BLOCKED,2024-04-30 22:25:46.706651+00:00
248,952,2026-03-17,AVAILABLE,2024-04-30 02:24:18.321487+00:00
249,896,2025-06-05,BLOCKED,2024-06-02 00:00:44.982585+00:00
250,896,2026-12-29,OCCUPIED,2025-02-23 03:28:19.092657+00:00
251,980,2026-02-15,AVAILABLE,2024-07-25 05:15:15.885177+00:00
252,980,2026-09-30,OCCUPIED,2025-09-09 09:24:13.741112+00:00
253,612,2024-02-19,OCCUPIED,2024-02-21 15:34:22.839244+00:00
254,612,2025-12-30,AVAILABLE,2025-02-21 16:41:44.534767+00:00
255,595,2025-09-29,BLOCKED,2025-03-29 19:02:21.222411+00:00
256,595,2025-05-25,AVAILABLE,2025-01-24 21:40:27.571942+00:00
257,946,2025-10-10,OCCUPIED,2026-01-03 01:53:49.836117+00:00
258,946,2024-07-03,AVAILABLE,2025-11-18 14:27:05.131599+00:00
259,620,2025-02-04,OCCUPIED,2025-08-22 06:17:30.189941+00:00
260,620,2024-05-17,AVAILABLE,2025-01-31 17:32:11.236185+00:00
261,47,2025-05-01,OCCUPIED,2025-07-15 00:58:40.700002+00:00
262,47,2024-12-07,OCCUPIED,2025-10-18 07:05:59.426851+00:00
263,146,2025-08-21,OCCUPIED,2025-08-03 08:33:36.144981+00:00
264,146,2024-06-23,OCCUPIED,2025-11-13 17:28:52.927065+00:00
265,308,2025-10-11,OCCUPIED,2026-01-15 10:14:49.286513+00:00
266,308,2027-01-06,AVAILABLE,2025-09-20 10:45:34.021362+00:00
267,161,2024-03-13,AVAILABLE,2024-11-16 08:03:59.350031+00:00
268,161,2026-05-19,OCCUPIED,2024-11-28 12:18:46.242389+00:00
269,849,2026-01-07,OCCUPIED,2024-07-30 13:36:48.944156+00:00
270,849,2024-08-24,BLOCKED,2025-09-12 19:25:15.136267+00:00
271,643,2026-10-27,BLOCKED,2024-11-10 03:21:26.091172+00:00
272,643,2024-01-24,OCCUPIED,2026-01-08 03:30:02.073285+00:00
273,283,2024-05-16,BLOCKED,2024-06-09 00:59:10.393544+00:00
274,283,2025-08-11,OCCUPIED,2024-06-05 15:13:51.765142+00:00
275,392,2026-02-24,OCCUPIED,2024-08-24 03:57:48.887763+00:00
276,392,2024-11-06,BLOCKED,2024-08-17 14:34:09.724057+00:00
277,904,2026-09-25,AVAILABLE,2026-01-01 15:51:09.528122+00:00
278,904,2024-04-22,OCCUPIED,2024-05-28 07:11:53.558093+00:00
279,78,2024-04-21,AVAILABLE,2024-06-17 23:00:55.949963+00:00
280,78,2026-11-06,OCCUPIED,2024-03-08 19:36:59.635361+00:00
281,198,2026-03-03,BLOCKED,2026-01-08 16:36:32.131221+00:00
282,198,2025-12-03,BLOCKED,2025-07-04 14:53:31.906403+00:00
283,831,2026-06-03,OCCUPIED,2025-07-30 17:08:29.929967+00:00
284,831,2024-03-30,OCCUPIED,2024-05-15 15:51:08.713820+00:00
285,462,2026-10-26,AVAILABLE,2024-12-17 00:32:36.488332+00:00
286,462,2026-11-09,OCCUPIED,2024-07-19 20:37:53.816556+00:00
287,121,2024-05-12,AVAILABLE,2024-10-14 08:58:43.056304+00:00
288,121,2026-05-21,OCCUPIED,2025-05-24 12:52:52.479100+00:00
289,243,2025-03-18,AVAILABLE,2025-07-16 16:01:42.550425+00:00
290,243,2027-01-10,OCCUPIED,2024-05-20 00:20:29.140363+00:00
291,65,2024-11-09,OCCUPIED,2025-11-09 06:03:30.646119+00:00
292,65,2026-04-24,BLOCKED,2024-02-09 08:01:26.873954+00:00
293,178,2025-12-04,AVAILABLE,2024-06-28 10:05:21.656801+00:00
294,178,2026-06-21,OCCUPIED,2024-08-03 02:35:10.055969+00:00
295,474,2025-08-08,OCCUPIED,2025-12-18 08:29:01.103345+00:00
296,474,2025-07-03,OCCUPIED,2024-07-04 01:31:54.468827+00:00
297,357,2025-02-04,BLOCKED,2024-06-19 01:09:22.457059+00:00
298,357,2025-10-08,OCCUPIED,2025-11-24 07:36:43.788856+00:00
299,280,2025-05-22,OCCUPIED,2025-12-08 20:39:37.433685+00:00
300,280,2025-06-20,BLOCKED,2024-07-12 04:46:11.985105+00:00
301,372,2024-10-24,OCCUPIED,2025-04-11 04:33:52.269041+00:00
302,372,2025-11-29,AVAILABLE,2025-03-11 20:49:27.299079+00:00
303,355,2025-12-02,OCCUPIED,2024-09-07 20:57:00.834937+00:00
304,355,2026-03-08,AVAILABLE,2025-01-22 09:25:09.646504+00:00
305,68,2025-10-24,AVAILABLE,2024-02-09 06:29:19.855990+00:00
306,68,2026-02-16,BLOCKED,2024-08-23 11:09:20.921861+00:00
307,254,2026-07-19,BLOCKED,2025-02-05 14:04:02.563880+00:00
308,254,2025-02-21,AVAILABLE,2025-09-11 14:07:20.569545+00:00
309,296,2026-12-11,BLOCKED,2025-04-24 14:56:14.087380+00:00
310,296,2026-03-27,BLOCKED,2024-09-03 05:30:17.919271+00:00
311,297,2026-08-21,AVAILABLE,2024-09-08 07:55:39.774460+00:00
312,297,2025-07-15,AVAILABLE,2025-08-10 11:41:59.830682+00:00
313,804,2024-11-21,OCCUPIED,2024-10-24 19:04:31.049777+00:00
314,804,2025-09-16,OCCUPIED,2025-02-27 01:50:00.548979+00:00
315,70,2024-05-29,BLOCKED,2024-04-17 03:39:27.775772+00:00
316,70,2024-02-06,AVAILABLE,2024-05-30 22:45:00.241581+00:00
317,307,2024-08-01,AVAILABLE,2024-12-03 06:41:29.862324+00:00
318,307,2026-02-15,BLOCKED,2025-05-15 22:07:09.793254+00:00
319,966,2024-06-17,AVAILABLE,2025-08-18 19:43:20.444998+00:00
320,966,2026-02-03,BLOCKED,2024-10-06 14:05:29.997136+00:00
321,4,2025-05-26,AVAILABLE,2024-08-31 17:12:06.012143+00:00
322,4,2027-01-10,OCCUPIED,2025-06-30 23:39:32.591702+00:00
323,614,2025-12-08,BLOCKED,2025-09-15 02:40:03.960970+00:00
324,614,2026-07-04,BLOCKED,2024-03-21 09:03:38.842194+00:00
325,701,2024-12-07,AVAILABLE,2024-08-27 08:24:28.883281+00:00
326,701,2025-02-18,AVAILABLE,2025-09-03 09:35:54.445597+00:00
327,397,2026-06-30,AVAILABLE,2024-12-23 13:50:24.147054+00:00
328,397,2025-07-15,AVAILABLE,2025-02-08 02:53:15.973212+00:00
329,420,2026-06-09,BLOCKED,2024-06-06 05:22:11.111599+00:00
330,420,2024-01-30,OCCUPIED,2025-11-26 14:28:06.685061+00:00
331,588,2026-05-24,BLOCKED,2024-11-13 21:47:32.844554+00:00
332,588,2026-01-19,BLOCKED,2024-09-29 09:31:58.670410+00:00
333,199,2024-06-03,AVAILABLE,2024-01-26 19:58:16.229504+00:00
334,199,2025-12-08,AVAILABLE,2024-08-15 13:57:09.869376+00:00
335,51,2026-12-30,BLOCKED,2025-04-19 20:12:57.205544+00:00
336,51,2026-11-23,OCCUPIED,2024-08-24 03:02:39.952542+00:00
337,274,2027-01-06,AVAILABLE,2025-05-29 12:10:44.811346+00:00
338,274,2024-12-12,AVAILABLE,2024-07-02 16:03:09.316498+00:00
339,325,2025-03-21,OCCUPIED,2024-03-01 08:49:32.094453+00:00
340,325,2026-12-05,OCCUPIED,2024-03-31 00:12:05.276658+00:00
341,807,2025-01-24,AVAILABLE,2025-04-25 18:21:57.665788+00:00
342,807,2025-04-16,AVAILABLE,2025-04-27 16:28:08.523205+00:00
343,77,2026-05-30,AVAILABLE,2025-01-07 04:26:34.843518+00:00
344,77,2024-02-17,AVAILABLE,2025-05-14 22:57:33.151914+00:00
345,172,2026-11-11,OCCUPIED,2025-04-13 23:51:08.115383+00:00
346,172,2024-12-04,AVAILABLE,2024-02-11 20:56:34.607942+00:00
347,378,2024-02-08,AVAILABLE,2026-01-21 13:18:51.933047+00:00
348,378,2024-11-02,AVAILABLE,2024-03-20 07:12:21.846310+00:00
349,237,2025-11-12,BLOCKED,2025-06-15 11:14:57.749135+00:00
350,237,2025-02-24,AVAILABLE,2024-05-31 18:20:56.919947+00:00
351,180,2024-04-03,BLOCKED,2024-05-28 13:37:11.452125+00:00
352,180,2025-10-30,OCCUPIED,2024-03-28 20:54:25.000831+00:00
353,833,2026-09-14,BLOCKED,2024-04-17 20:38:15.231689+00:00
354,833,2025-04-20,AVAILABLE,2026-01-17 05:43:12.733424+00:00
355,993,2026-06-12,BLOCKED,2025-06-16 13:36:59.431241+00:00
356,993,2025-02-04,AVAILABLE,2024-05-12 13:16:14.904211+00:00
357,287,2026-01-16,BLOCKED,2025-06-21 09:43:03.358134+00:00
358,287,2025-11-24,AVAILABLE,2025-09-04 12:35:47.037103+00:00
359,184,2024-06-20,AVAILABLE,2024-04-28 14:59:06.650558+00:00
360,184,2025-01-20,AVAILABLE,2025-07-07 09:54:50.465131+00:00
