booking_discount_id,booking_id,promotion_id,discount_amount,created_at
192,50963,1040,233.85,2025-07-07 12:14:22+00:00
193,50963,1283,683.48,2025-11-13 11:37:00+00:00
194,55244,1134,126.97,2024-05-20 11:23:57+00:00
195,48891,630,1998.46,2025-11-21 14:25:02+00:00
196,24574,108,1674.37,2024-09-10 22:46:47+00:00
197,24574,874,996.3,2024-05-05 17:40:21+00:00
198,14413,1913,344.04,2024-02-11 00:00:35+00:00
199,14413,1504,386.45,2025-12-09 18:57:56+00:00
200,42610,14,1856.63,2025-03-27 02:52:51+00:00
201,35466,1325,633.98,2024-08-31 11:18:50+00:00
202,35466,1940,1498.17,2026-01-04 20:01:54+00:00
203,28398,355,190.58,2025-08-17 12:30:40+00:00
204,26694,1650,1684.39,2024-11-22 08:49:19+00:00
205,26694,1126,1367.39,2025-10-19 13:03:03+00:00
206,38359,502,1179.7,2024-05-09 18:52:51+00:00
207,38359,1998,1244.85,2025-05-13 04:32:46+00:00
208,62697,670,751.97,2024-02-22 14:14:05+00:00
209,62697,759,885.04,2024-04-27 22:34:48+00:00
210,37001,1431,1258.37,2025-07-28 08:15:27+00:00
211,37001,77,865.98,2026-01-02 08:38:36+00:00
212,45761,1183,877.69,2024-10-12 12:26:31+00:00
213,45761,1211,1316.57,2025-04-03 05:59:26+00:00
214,41659,370,982.29,2025-10-20 23:19:52+00:00
215,41659,487,352.57,2025-12-11 00:57:26+00:00
216,3067,451,1843.99,2025-07-31 23:43:58+00:00
217,47157,34,1658.09,2025-04-06 10:40:03+00:00
218,65350,1377,838.19,2025-06-14 19:08:29+00:00
219,3550,58,1285.46,2024-05-27 14:06:57+00:00
220,11610,1653,829.43,2025-07-04 07:23:29+00:00
221,27925,1498,1657.14,2024-09-06 09:36:43+00:00
222,18098,260,427.43,2025-01-26 21:36:01+00:00
223,18098,538,601.96,2025-08-23 17:14:05+00:00
224,16318,1188,806.1,2025-03-22 18:26:56+00:00
225,51836,1685,467.06,2025-12-08 16:11:09+00:00
226,43021,833,1601.47,2024-05-18 03:40:38+00:00
227,49203,692,1724.96,2024-08-07 14:54:43+00:00
228,34785,1452,1979.45,2025-08-13 20:04:28+00:00
229,34785,1569,1016.9,2026-01-09 22:15:14+00:00
230,35783,89,1220.45,2025-01-30 06:22:25+00:00
231,35783,1705,545.88,2026-01-05 22:08:51+00:00
232,8246,1179,124.99,2024-12-11 02:28:48+00:00
233,60170,816,1047.01,2024-12-14 09:38:31+00:00
234,60170,748,848.4,2024-01-23 15:24:03+00:00
235,55153,1051,1586.8,2025-09-22 19:15:57+00:00
236,55153,1944,692.1,2024-09-06 03:43:46+00:00
237,45788,1186,921.12,2024-03-05 08:25:58+00:00
238,45788,899,1019.8,2024-10-30 22:31:42+00:00
239,42064,1220,1155.32,2025-08-13 14:31:50+00:00
240,42064,1713,758.08,2025-11-02 15:08:07+00:00
241,50072,1433,1453.06,2024-01-17 07:52:08+00:00
242,50072,395,1668.37,2024-08-25 06:48:24+00:00
243,7673,1814,1678.26,2025-08-21 19:12:52+00:00
244,7673,1215,1199.86,2025-07-16 14:24:19+00:00
245,26905,574,1942.32,2025-08-11 08:50:47+00:00
246,26905,1033,674.65,2025-08-16 14:00:01+00:00
247,17712,354,1256.16,2024-10-03 14:58:58+00:00
248,17712,652,1946.09,2024-02-14 17:12:08+00:00
249,27707,1763,31.93,2024-07-12 09:24:00+00:00
250,31117,1355,869.35,2025-06-29 09:20:46+00:00
251,52953,1986,113.26,2025-03-25 04:54:57+00:00
252,21701,1077,796.04,2025-05-13 04:00:25+00:00
253,21701,1487,1937.4,2025-11-03 09:15:23+00:00
254,4228,889,1394.04,2024-09-23 19:47:39+00:00
255,4228,672,1761.37,2024-03-28 05:07:00+00:00
256,34745,420,696.76,2024-01-17 00:33:13+00:00
257,7219,895,838.83,2024-06-20 20:53:09+00:00
258,7219,1363,866.35,2024-12-25 02:03:44+00:00
259,12965,384,1059.61,2025-03-04 11:04:52+00:00
260,68791,1662,1854.14,2024-08-09 00:33:43+00:00
261,68791,710,335.76,2025-06-15 19:44:30+00:00
262,44791,708,756.29,2024-09-30 21:09:41+00:00
263,44791,421,431.59,2024-05-04 07:16:39+00:00
264,48323,1255,742.25,2024-10-19 17:44:14+00:00
265,31630,864,1103.84,2024-05-28 02:09:12+00:00
266,31630,1346,120.16,2025-04-11 06:13:10+00:00
267,20257,428,107.42,2025-07-09 04:00:18+00:00
268,20257,1991,238.09,2025-10-06 18:12:11+00:00
269,35273,987,1621.71,2024-08-10 09:02:35+00:00
270,35273,947,1563.73,2024-03-12 02:39:22+00:00
271,54089,1650,1622.74,2024-01-10 20:30:01+00:00
272,5114,906,745.55,2024-09-14 12:10:13+00:00
273,60129,1815,95.44,2024-04-19 18:25:59+00:00
274,44165,1085,601.24,2025-05-24 04:36:25+00:00
275,44165,115,600.28,2024-09-24 19:00:10+00:00
276,54346,896,769.39,2025-07-19 17:01:29+00:00
277,1996,694,89.91,2024-12-24 02:44:25+00:00
278,1945,818,445.83,2025-04-23 16:58:00+00:00
279,1945,1779,1331.96,2024-09-25 16:42:01+00:00
280,29886,655,653.24,2024-03-27 23:11:34+00:00
281,60439,555,83.61,2024-05-01 02:55:47+00:00
282,60439,351,329.55,2024-09-04 09:27:27+00:00
283,6336,686,41.97,2025-09-29 08:49:16+00:00
284,2893,630,175.69,2025-05-13 05:37:17+00:00
285,2141,1076,1211.83,2025-03-09 04:19:54+00:00
286,2141,441,1437.01,2025-11-02 19:41:54+00:00
287,45668,104,631.21,2025-04-15 20:49:36+00:00
288,45668,1953,962.02,2024-10-23 02:06:32+00:00
289,46997,334,1412.22,2024-03-25 19:44:36+00:00
290,13667,900,1943.56,2024-06-26 22:38:53+00:00
291,13667,1490,1110.57,2024-08-16 15:29:02+00:00
292,27256,1105,964.0,2024-10-18 14:58:36+00:00
293,27256,1984,1120.88,2025-12-26 08:17:26+00:00
294,50689,1607,1714.21,2024-02-04 17:35:39+00:00
295,50689,202,726.12,2025-09-28 12:27:23+00:00
296,42248,1379,228.48,2024-12-26 01:48:30+00:00
297,63301,1611,1762.51,2025-11-28 05:20:25+00:00
298,63301,1775,1815.69,2024-11-11 12:26:42+00:00
299,39437,550,1292.75,2024-01-24 15:24:55+00:00
300,39437,821,124.71,2024-09-21 08:47:18+00:00
301,33053,277,288.11,2024-11-19 07:39:50+00:00
302,64761,1460,1922.41,2025-06-14 08:36:25+00:00
303,66833,1897,804.49,2024-06-29 15:41:24+00:00
304,66833,658,439.55,2026-01-01 06:27:23+00:00
305,30716,1700,1112.48,2025-10-22 17:14:37+00:00
306,39548,1175,305.84,2024-03-16 02:55:08+00:00
307,17187,1480,1879.88,2025-11-15 16:37:07+00:00
308,17187,668,1827.14,2024-07-05 17:51:51+00:00
309,33086,1361,22.98,2024-12-17 13:11:53+00:00
310,33086,1222,1278.9,2025-01-31 02:37:04+00:00
311,1010,1179,1890.84,2024-02-11 09:27:51+00:00
312,9506,232,41.52,2025-02-27 07:27:49+00:00
313,49737,1957,1876.04,2024-10-19 10:11:19+00:00
314,49737,1689,370.2,2024-11-16 18:32:56+00:00
315,36917,236,1084.88,2024-06-14 01:39:38+00:00
316,11405,845,439.29,2024-08-09 18:00:58+00:00
317,59684,181,1641.49,2025-07-05 01:41:39+00:00
318,59684,199,986.9,2025-05-22 08:14:06+00:00
319,20038,1032,346.64,2025-05-10 03:53:39+00:00
320,35256,511,42.22,2025-02-16 09:08:00+00:00
321,64399,668,1640.73,2025-02-06 00:06:28+00:00
322,64399,949,849.22,2025-07-22 05:53:16+00:00
323,38036,1499,959.71,2025-04-07 07:24:11+00:00
324,38036,1479,459.38,2025-05-12 16:48:43+00:00
325,34234,753,586.38,2024-11-26 15:00:19+00:00
326,34234,541,1417.53,2024-05-10 06:00:34+00:00
327,16397,1946,1957.38,2025-05-06 10:35:37+00:00
328,16397,1546,1358.6,2025-07-30 04:28:01+00:00
329,21578,1617,819.97,2024-06-13 02:24:36+00:00
330,11386,493,707.49,2024-03-21 19:32:37+00:00
331,11386,1525,324.15,2025-01-11 13:16:01+00:00
332,41107,1306,1289.51,2024-11-06 16:09:41+00:00
333,41107,1445,1891.19,2024-08-06 01:45:33+00:00
334,7395,351,1197.26,2024-06-25 08:48:20+00:00
335,4209,677,1301.63,2025-03-10 16:40:30+00:00
336,4209,316,1894.22,2025-04-02 18:42:23+00:00
337,20040,1625,1769.44,2025-12-28 06:09:47+00:00
338,20040,1158,823.22,2025-07-04 19:25:32+00:00
339,19501,431,1951.98,2024-01-19 03:19:03+00:00
340,30571,1897,67.59,2025-11-01 16:46:57+00:00
341,30571,247,752.16,2025-08-23 13:56:01+00:00
342,18129,1884,484.31,2024-02-13 11:00:30+00:00
343,18129,810,1738.99,2025-03-11 01:02:59+00:00
344,37194,1620,1591.05,2025-03-23 07:32:56+00:00
345,11286,1397,1418.79,2026-01-01 13:34:35+00:00
346,11286,954,655.97,2025-10-01 11:23:33+00:00
347,13530,159,1580.36,2024-04-25 16:41:56+00:00
348,13530,271,168.74,2024-04-24 23:51:22+00:00
349,34739,1815,825.92,2025-11-09 09:22:15+00:00
350,41854,445,895.69,2025-06-15 13:54:12+00:00
351,58250,825,1429.57,2025-12-01 10:57:49+00:00
352,15134,759,68.34,2024-07-14 04:49:15+00:00
353,15134,211,1004.14,2024-09-17 21:30:25+00:00
354,24233,1535,640.23,2025-04-15 17:14:36+00:00
355,18674,536,1342.73,2025-07-05 09:02:06+00:00
356,56064,1159,1031.91,2025-05-17 23:44:31+00:00
357,56064,1761,243.15,2024-04-03 15:55:57+00:00
358,37019,1747,705.08,2025-06-15 16:35:14+00:00
359,51528,726,1630.04,2024-05-03 07:15:58+00:00
360,51528,1285,1051.88,2025-06-20 22:46:34+00:00
361,21846,1183,130.91,2025-12-06 21:57:43+00:00
362,21846,726,889.87,2024-09-11 03:59:37+00:00
363,60555,1810,1888.55,2025-09-28 09:51:31+00:00
364,42019,1384,1952.83,2025-06-15 09:05:19+00:00
365,47444,1699,1635.64,2025-06-22 15:16:41+00:00
366,47444,551,1644.14,2024-10-28 07:06:22+00:00
367,15978,1736,970.96,2025-04-16 17:15:49+00:00
368,58860,1300,505.41,2024-06-08 17:58:15+00:00
369,58860,429,1513.84,2024-03-23 01:17:05+00:00
370,33458,832,1247.34,2024-07-31 14:59:31+00:00
371,8046,987,1677.56,2024-04-11 12:30:54+00:00
372,31489,1396,376.49,2025-08-11 17:24:26+00:00
373,46967,1991,1333.58,2025-03-29 21:53:14+00:00
374,46967,366,597.68,2025-07-05 20:34:38+00:00
375,21609,1925,175.68,2024-11-17 17:43:34+00:00
376,50990,1640,429.38,2024-01-31 20:12:26+00:00
377,27705,1385,87.4,2025-10-05 01:09:42+00:00
378,34239,679,1927.55,2025-02-10 09:46:04+00:00
379,34239,779,1151.66,2025-04-30 07:06:18+00:00
380,59401,1147,870.16,2024-12-25 08:39:31+00:00
381,30675,790,864.56,2025-12-13 01:02:51+00:00
382,30675,491,1144.64,2025-01-22 09:12:21+00:00
383,68479,671,1723.19,2024-01-13 06:10:32+00:00
384,42650,330,420.34,2025-07-16 08:02:14+00:00
385,38574,469,1177.31,2025-12-28 13:30:15+00:00
386,48293,1579,1006.73,2025-03-27 19:52:51+00:00
387,42940,187,971.7,2025-07-26 21:19:24+00:00
388,42940,166,319.49,2025-10-12 17:52:19+00:00
389,37394,813,831.74,2025-10-25 10:35:58+00:00
390,37394,1559,1327.58,2025-06-01 00:24:36+00:00
391,57321,1722,276.3,2024-07-04 03:17:58+00:00
392,57321,1886,906.99,2025-06-10 04:18:54+00:00
393,46590,1996,1454.52,2025-09-16 12:07:17+00:00
394,22002,212,845.08,2025-01-19 22:29:42+00:00
395,22002,831,1179.95,2024-06-28 04:47:39+00:00
396,28047,705,1056.62,2025-02-09 22:29:57+00:00
397,28047,392,1706.69,2024-03-24 00:30:46+00:00
398,53692,1487,629.63,2025-07-05 06:31:38+00:00
399,53692,346,689.81,2025-12-10 11:55:26+00:00
400,13568,1171,752.81,2025-03-24 09:13:31+00:00
401,13929,459,1795.47,2025-07-31 23:42:17+00:00
402,13929,1752,1994.43,2024-07-31 00:59:55+00:00
403,18515,253,1663.33,2024-05-12 05:36:37+00:00
404,4807,1712,383.32,2024-01-11 17:24:49+00:00
405,15738,942,1668.18,2025-08-02 03:05:14+00:00
406,46037,1028,1886.77,2025-01-26 06:50:33+00:00
407,46037,1329,418.38,2025-12-01 06:42:24+00:00
408,17046,1936,1960.4,2025-02-21 08:53:12+00:00
409,17046,510,1892.1,2025-07-14 13:29:09+00:00
410,51926,274,540.65,2024-12-26 23:01:28+00:00
411,51926,389,641.48,2025-10-04 21:08:18+00:00
412,66719,109,948.2,2025-07-24 14:12:54+00:00
413,66719,303,1919.95,2024-07-28 10:28:17+00:00
414,28609,1718,55.46,2025-01-27 00:13:23+00:00
415,28609,1611,385.9,2025-09-29 01:42:30+00:00
416,8158,132,1749.3,2024-02-15 13:03:59+00:00
417,8158,1213,1987.5,2024-06-07 22:57:46+00:00
418,11925,1037,565.91,2025-06-04 18:06:13+00:00
419,3617,331,1728.73,2024-12-10 06:54:50+00:00
420,43082,1377,532.79,2025-04-07 22:37:03+00:00
421,29425,374,469.33,2024-08-18 12:31:11+00:00
422,29425,433,610.49,2024-11-24 05:56:51+00:00
423,12204,434,1859.24,2025-07-20 22:44:01+00:00
424,15617,2000,434.05,2025-03-10 14:12:42+00:00
425,24849,1679,1625.31,2025-08-27 15:14:09+00:00
426,24849,1568,1977.38,2025-02-10 19:48:33+00:00
427,42006,1073,91.77,2025-08-11 07:25:31+00:00
428,31213,764,873.2,2025-07-19 11:19:28+00:00
429,27862,401,908.25,2025-06-29 17:27:37+00:00
430,20810,1089,1727.58,2025-10-13 09:07:24+00:00
431,8562,1361,1879.26,2024-09-29 03:53:02+00:00
432,8562,882,1627.15,2025-07-16 17:28:03+00:00
433,39547,21,267.34,2024-03-11 23:50:22+00:00
434,58731,1988,1576.72,2024-05-06 17:55:29+00:00
435,58731,75,1296.38,2025-06-17 10:47:02+00:00
436,56615,164,1250.31,2024-03-16 16:17:33+00:00
437,63269,1813,226.06,2025-01-14 11:43:42+00:00
438,29157,741,1545.82,2025-01-13 13:22:49+00:00
439,29157,1943,916.57,2025-07-06 21:02:47+00:00
440,46188,1023,1490.48,2024-12-02 15:21:30+00:00
441,69632,1675,1970.73,2024-11-29 15:51:12+00:00
442,69632,1791,1659.89,2024-12-04 13:11:29+00:00
443,53642,1562,1111.21,2025-01-10 22:16:15+00:00
444,53642,1558,132.42,2024-08-17 03:09:01+00:00
445,20652,301,1369.99,2024-01-21 05:58:35+00:00
446,20652,1896,799.77,2025-10-30 08:30:38+00:00
447,23002,824,1956.55,2025-03-01 15:24:28+00:00
448,69698,1473,612.24,2025-11-29 07:22:49+00:00
449,69698,1567,1329.27,2024-06-02 06:50:17+00:00
450,503,1117,712.39,2025-08-11 11:23:14+00:00
451,503,1552,842.68,2024-01-29 10:30:10+00:00
452,28018,590,140.92,2024-08-28 00:53:26+00:00
453,28018,1550,1031.39,2024-06-13 23:12:11+00:00
454,65774,1053,1565.32,2025-11-02 12:50:18+00:00
455,29846,1666,904.14,2025-05-26 21:02:03+00:00
456,55170,1625,685.32,2025-01-24 15:34:25+00:00
457,45203,498,1553.21,2025-12-27 17:48:49+00:00
458,50426,907,162.69,2024-04-29 15:24:01+00:00
459,52644,252,740.95,2024-02-21 14:19:50+00:00
460,54656,1949,267.99,2025-02-11 23:19:02+00:00
461,9827,1164,202.26,2024-07-16 12:09:20+00:00
462,22009,1068,745.85,2025-04-23 12:50:31+00:00
463,29997,866,31.2,2025-03-01 10:16:55+00:00
464,24049,1781,527.79,2024-04-16 00:04:14+00:00
465,9632,69,177.12,2025-12-08 11:37:11+00:00
466,9632,675,149.09,2024-09-05 10:17:21+00:00
467,193,1865,1200.95,2025-08-20 00:11:57+00:00
468,9281,1300,303.06,2025-03-27 01:38:16+00:00
469,9281,1113,836.08,2024-05-16 18:49:08+00:00
470,44747,1426,1124.02,2025-04-07 21:23:03+00:00
471,42589,341,1650.99,2024-06-05 18:06:22+00:00
472,29244,1050,806.3,2025-09-12 23:44:49+00:00
473,29244,415,997.32,2024-04-19 09:56:44+00:00
474,52280,1680,1374.75,2024-03-02 13:40:21+00:00
475,12143,1863,1497.55,2024-04-07 21:59:23+00:00
476,12143,1284,1600.98,2025-08-15 05:55:48+00:00
477,34059,819,222.76,2024-03-20 03:32:59+00:00
478,15721,838,494.01,2024-09-30 12:36:36+00:00
479,1728,1707,1614.73,2025-06-09 02:37:21+00:00
480,1536,1283,1608.89,2025-04-20 14:58:49+00:00
481,36309,1710,1978.78,2025-07-29 07:28:27+00:00
