service_order_item_id,service_order_id,service_id,quantity,unit_price,created_at
36,1906,50,8,88.51,2024-10-22 20:45:40+00:00
37,77,11,2,536.84,2024-10-28 12:36:25+00:00
38,595,34,3,1759.41,2024-03-09 14:25:48+00:00
39,1003,31,2,1072.77,2025-05-05 07:31:59+00:00
40,1432,16,1,1693.52,2025-12-13 15:53:12+00:00
41,1179,8,5,754.13,2024-11-29 02:20:32+00:00
42,1544,6,7,1214.89,2025-01-30 14:57:01+00:00
43,1397,15,6,699.93,2025-11-19 09:32:52+00:00
44,529,25,3,1198.35,2024-10-28 17:07:14+00:00
45,1259,46,1,1396.1,2025-02-11 00:13:43+00:00
46,876,5,4,1866.17,2024-03-08 00:37:40+00:00
47,692,21,9,195.67,2024-01-24 05:21:14+00:00
48,1151,44,1,987.04,2024-09-22 03:10:03+00:00
49,158,9,7,1469.39,2025-06-08 06:51:29+00:00
50,1748,47,10,1619.79,2025-12-26 01:16:48+00:00
51,2000,31,4,659.32,2024-04-17 00:09:12+00:00
52,1363,4,8,1091.95,2025-07-30 23:53:44+00:00
53,956,14,5,772.8,2025-10-01 05:23:17+00:00
54,215,21,6,642.93,2024-12-05 10:53:35+00:00
55,93,37,4,1188.71,2025-11-07 09:38:11+00:00
56,966,47,3,1049.22,2024-03-29 12:33:34+00:00
57,656,21,6,783.39,2024-08-01 16:27:34+00:00
58,920,47,4,722.02,2024-09-30 21:58:51+00:00
59,1295,20,10,1685.23,2025-07-09 10:48:23+00:00
60,164,35,6,1859.14,2024-10-30 20:46:05+00:00
61,1439,2,7,251.88,2024-05-26 04:35:04+00:00
62,1824,48,7,154.18,2024-05-20 21:08:17+00:00
63,1457,30,2,869.14,2024-04-08 01:39:52+00:00
64,1027,8,10,598.54,2024-08-12 20:08:25+00:00
65,914,41,4,979.44,2025-04-22 11:56:33+00:00
66,435,15,8,468.74,2024-09-07 12:12:18+00:00
67,1966,9,7,112.21,2025-10-22 04:29:24+00:00
68,1124,48,2,1311.98,2024-10-22 20:23:34+00:00
69,1304,42,5,1430.72,2025-12-29 07:26:01+00:00
70,646,47,2,1654.12,2025-10-19 18:27:31+00:00
71,1916,17,1,930.6,2025-09-02 18:22:00+00:00
72,1373,1,9,1108.44,2025-01-23 15:00:43+00:00
73,939,33,6,847.22,2025-02-21 15:23:35+00:00
74,153,45,3,607.42,2024-09-10 20:32:05+00:00
75,1766,46,10,150.01,2025-03-23 18:37:26+00:00
76,123,1,4,855.46,2024-02-18 16:17:56+00:00
77,346,44,6,1036.27,2024-02-14 22:48:22+00:00
78,1729,45,6,1696.61,2024-05-20 13:00:08+00:00
79,46,48,5,620.77,2025-12-17 13:01:54+00:00
80,163,22,8,432.91,2024-03-29 18:02:29+00:00
81,361,48,1,1248.49,2025-11-19 10:31:23+00:00
82,532,30,3,1636.41,2024-11-07 08:34:22+00:00
83,244,13,7,1072.53,2024-05-16 00:08:00+00:00
84,540,13,7,650.47,2025-08-15 08:55:28+00:00
85,540,40,10,927.16,2025-08-04 21:49:42+00:00
86,339,41,5,1697.96,2025-03-15 19:30:42+00:00
87,448,7,9,1239.87,2025-01-01 16:51:52+00:00
88,541,1,1,291.01,2024-08-15 06:01:33+00:00
89,1907,40,1,137.24,2024-09-15 12:36:09+00:00
90,805,27,8,1749.88,2025-02-10 17:34:41+00:00
91,530,24,4,948.02,2025-12-23 17:11:01+00:00
92,1542,5,8,427.69,2024-01-19 01:00:55+00:00
93,803,43,6,845.89,2024-09-02 15:22:59+00:00
94,1237,45,7,801.3,2025-12-28 02:28:52+00:00
95,237,12,1,1300.41,2025-01-28 19:59:31+00:00
96,709,47,10,1605.92,2025-07-16 16:10:22+00:00
97,1866,42,10,1934.96,2024-02-16 20:40:13+00:00
98,1875,23,7,1930.49,2025-09-28 02:33:54+00:00
99,253,17,10,785.48,2025-06-01 09:40:10+00:00
100,1078,12,8,1761.3,2024-08-29 01:51:50+00:00
101,546,23,3,896.91,2025-04-16 06:25:18+00:00
102,59,45,9,1314.6,2025-09-26 13:16:51+00:00
103,1268,4,3,832.83,2024-03-19 04:50:52+00:00
104,1935,35,1,306.49,2024-05-08 15:59:06+00:00
105,1833,8,7,1871.08,2024-03-12 10:35:01+00:00
106,1058,8,1,1834.67,2024-09-22 01:18:18+00:00
107,976,21,8,404.25,2024-10-31 01:45:51+00:00
108,707,4,9,1280.35,2024-09-13 01:36:16+00:00
109,631,35,8,1057.7,2024-02-09 17:22:37+00:00
110,1162,39,4,1564.35,2024-02-01 10:39:07+00:00
111,1312,34,7,1191.07,2024-11-16 12:23:06+00:00
112,1725,50,6,831.4,2024-07-15 21:19:45+00:00
113,1919,17,10,967.09,2025-08-17 06:15:02+00:00
114,1068,42,6,1625.79,2024-06-30 10:27:09+00:00
115,1158,8,4,527.91,2025-11-24 06:32:51+00:00
116,848,30,1,689.22,2024-01-27 22:06:17+00:00
117,545,39,7,630.47,2025-01-20 07:16:39+00:00
118,1709,34,4,473.92,2024-11-25 03:35:18+00:00
119,1368,41,4,599.0,2024-01-27 00:20:06+00:00
120,882,3,10,567.0,2024-12-15 22:35:09+00:00
121,530,38,4,793.37,2024-07-09 12:09:46+00:00
122,826,39,3,326.76,2024-10-17 23:21:18+00:00
123,1048,7,1,1905.38,2024-12-09 10:16:35+00:00
124,1282,8,2,1207.08,2024-12-25 10:22:27+00:00
125,1513,12,3,60.45,2025-06-07 07:47:34+00:00
126,1544,49,8,777.13,2024-12-01 12:45:19+00:00
127,1205,16,3,46.84,2025-11-20 17:26:14+00:00
128,692,27,2,808.93,2025-04-30 00:27:32+00:00
129,1921,13,8,1830.24,2025-01-10 14:36:38+00:00
130,1802,24,3,151.42,2024-08-15 18:00:35+00:00
131,285,28,7,342.76,2025-07-17 18:33:34+00:00
132,903,41,1,1658.53,2024-09-13 16:53:23+00:00
133,744,21,1,1890.22,2024-09-05 05:16:42+00:00
134,1591,10,2,1524.61,2024-07-08 22:51:48+00:00
135,1817,47,8,1351.68,2025-09-18 09:24:42+00:00
136,1513,39,1,100.15,2024-03-09 10:37:06+00:00
137,1627,16,2,1485.85,2025-04-04 03:33:56+00:00
138,973,31,6,1132.46,2025-01-09 06:14:09+00:00
139,1050,44,1,428.96,2025-06-05 13:01:25+00:00
140,1054,31,9,437.51,2025-05-16 09:32:03+00:00
141,1543,28,7,67.94,2024-03-27 09:59:21+00:00
142,211,44,6,1954.9,2024-09-08 21:07:38+00:00
143,996,18,5,768.72,2024-05-24 17:36:34+00:00
144,1026,22,9,1486.94,2024-06-23 12:20:24+00:00
145,1013,16,2,238.95,2024-11-12 12:00:38+00:00
146,1639,12,2,583.42,2024-08-17 07:20:30+00:00
147,871,47,8,488.25,2025-06-07 09:52:48+00:00
148,589,6,4,1910.48,2024-08-10 19:26:42+00:00
149,1483,38,2,1493.67,2025-12-18 11:57:02+00:00
150,363,40,9,1152.8,2024-07-09 12:36:11+00:00
151,1531,20,4,1502.86,2024-10-23 17:22:49+00:00
152,1292,30,4,1118.44,2024-03-09 03:28:13+00:00
153,1997,2,7,195.28,2025-04-13 08:28:18+00:00
154,1785,14,5,1369.15,2025-03-23 14:38:26+00:00
155,168,8,4,498.73,2024-07-02 12:35:38+00:00
156,777,41,10,827.59,2025-03-21 19:56:27+00:00
157,1897,48,8,761.15,2024-05-16 19:39:23+00:00
158,189,46,2,1600.71,2024-06-11 14:31:13+00:00
159,1048,15,2,744.8,2024-04-25 12:16:03+00:00
160,1491,49,8,1724.8,2024-07-21 07:32:25+00:00
161,394,46,3,732.86,2024-06-14 18:27:36+00:00
162,1121,11,7,1907.4,2024-12-21 17:20:25+00:00
163,1527,8,10,1755.02,2024-04-24 10:33:26+00:00
164,1461,2,1,1278.47,2025-11-03 10:17:09+00:00
165,583,6,4,1741.42,2024-07-28 10:42:08+00:00
166,1968,37,6,185.78,2025-05-18 05:25:36+00:00
167,331,36,1,1474.6,2025-09-21 03:11:35+00:00
168,1469,25,1,1822.88,2025-07-20 14:01:02+00:00
169,18,21,10,748.37,2024-08-18 21:50:38+00:00
170,1411,22,8,122.13,2024-11-19 21:59:11+00:00
171,920,40,9,1354.8,2025-03-26 18:55:14+00:00
172,812,49,5,1737.76,2025-05-02 04:30:08+00:00
173,232,6,2,1116.95,2024-04-17 19:32:14+00:00
174,729,11,9,700.12,2025-09-30 07:30:14+00:00
175,1465,27,6,1623.92,2025-04-01 14:44:59+00:00
176,935,1,6,350.93,2025-07-13 23:11:09+00:00
177,778,24,10,1774.69,2025-11-09 15:31:19+00:00
178,1126,6,8,672.16,2025-09-09 23:41:37+00:00
179,1381,21,7,1493.07,2025-12-21 04:52:15+00:00
180,1605,20,9,1781.88,2025-06-22 02:20:15+00:00
181,1152,3,9,870.74,2025-09-25 04:29:38+00:00
182,797,41,7,166.2,2024-04-05 01:00:29+00:00
183,1243,29,4,301.9,2025-01-11 06:03:39+00:00
184,902,9,2,1486.54,2024-04-16 11:43:39+00:00
185,434,30,1,1180.8,2024-06-28 03:17:54+00:00
186,1435,33,7,516.78,2024-12-15 11:38:29+00:00
187,430,33,7,792.0,2024-08-24 18:05:33+00:00
188,194,37,10,1791.53,2025-06-06 23:49:53+00:00
189,1293,47,10,227.18,2024-02-26 04:02:38+00:00
190,976,11,5,679.85,2025-01-30 19:19:14+00:00
191,5,46,1,1671.83,2024-09-02 19:03:53+00:00
192,680,46,4,1985.76,2025-12-20 08:16:24+00:00
193,67,45,4,1036.11,2025-11-07 17:24:45+00:00
194,1808,42,2,1941.48,2025-08-18 05:05:32+00:00
195,753,13,7,1811.32,2024-06-09 11:18:22+00:00
196,717,20,10,87.92,2025-05-18 22:48:57+00:00
197,1068,25,1,660.75,2025-05-23 10:00:52+00:00
198,389,14,6,1669.56,2025-02-13 10:39:42+00:00
199,1503,15,2,260.55,2024-03-26 17:54:34+00:00
200,1202,44,9,1834.48,2025-02-05 17:31:11+00:00
201,1714,43,5,1480.28,2025-01-22 03:56:03+00:00
202,1170,26,4,1309.8,2024-04-16 02:14:40+00:00
203,1416,35,9,1575.01,2025-06-21 07:42:48+00:00
204,1880,46,5,1348.44,2025-01-09 11:38:37+00:00
205,263,36,6,1040.55,2024-06-13 03:14:40+00:00
206,368,18,7,1768.84,2024-06-05 22:22:23+00:00
207,287,17,3,245.69,2024-10-12 15:06:44+00:00
208,623,9,7,1666.22,2025-12-10 02:17:16+00:00
209,1351,34,7,1664.87,2025-05-03 01:27:13+00:00
210,719,15,6,1023.5,2025-01-09 05:04:04+00:00
211,509,11,10,699.89,2024-05-18 13:28:59+00:00
212,377,25,3,823.51,2024-12-14 08:36:24+00:00
213,640,27,5,475.49,2024-07-02 15:46:57+00:00
214,1185,27,8,1570.88,2025-09-08 03:12:04+00:00
215,430,4,6,1546.3,2024-03-19 13:16:51+00:00
216,1462,34,3,835.58,2024-03-26 16:04:57+00:00
217,1762,16,3,1582.34,2024-02-17 19:23:51+00:00
218,1087,18,4,1717.03,2025-10-31 02:39:40+00:00
219,1237,32,10,1336.64,2025-12-23 06:39:37+00:00
220,185,31,9,63.5,2025-10-26 07:51:21+00:00
221,1238,16,4,124.32,2025-10-17 23:02:41+00:00
222,88,19,2,1255.1,2025-08-04 01:29:57+00:00
223,1881,16,9,1642.58,2025-09-21 10:15:53+00:00
224,1911,50,7,211.09,2025-09-29 07:13:41+00:00
225,1712,44,2,520.06,2025-03-24 04:35:22+00:00
226,1934,29,10,1126.74,2024-01-11 00:46:53+00:00
227,1191,48,7,334.39,2024-06-03 06:45:35+00:00
228,605,50,3,1028.59,2025-04-05 18:05:24+00:00
229,500,10,8,274.37,2025-01-23 01:58:33+00:00
230,1004,20,9,794.46,2024-02-05 00:57:44+00:00
231,1405,12,3,834.73,2025-01-14 19:11:24+00:00
232,1037,15,3,903.27,2025-07-02 01:57:28+00:00
233,1979,26,8,510.14,2025-05-27 18:11:41+00:00
234,1303,24,8,885.77,2024-05-12 07:17:33+00:00
235,118,43,7,812.88,2026-01-09 17:41:23+00:00
236,1595,28,10,869.86,2025-04-26 02:02:14+00:00
237,737,45,5,560.37,2024-02-20 04:49:33+00:00
238,1977,46,10,682.39,2024-10-19 17:21:04+00:00
239,430,41,1,657.43,2024-03-14 00:50:13+00:00
240,559,6,5,489.68,2025-11-24 19:03:22+00:00
241,972,21,1,123.08,2024-03-02 02:22:24+00:00
242,1792,3,10,573.48,2025-08-18 07:50:22+00:00
243,933,31,2,1080.57,2024-07-31 01:06:22+00:00
244,543,48,10,777.94,2025-09-02 09:16:59+00:00
245,259,3,8,1748.14,2025-08-18 15:26:50+00:00
246,1745,44,9,356.41,2024-12-23 23:55:03+00:00
247,1440,8,1,34.13,2025-07-05 19:40:48+00:00
248,332,42,7,460.74,2025-10-18 22:52:31+00:00
249,1254,19,9,228.05,2024-08-23 01:45:31+00:00
250,1021,6,6,46.89,2024-10-01 08:24:31+00:00
251,98,45,1,1654.94,2025-12-30 19:20:20+00:00
252,1023,48,5,1549.58,2025-03-17 17:15:27+00:00
253,956,22,8,1762.83,2025-07-05 09:31:49+00:00
254,1820,22,7,1879.77,2024-01-29 00:49:11+00:00
255,215,1,3,524.95,2024-02-08 23:49:45+00:00
256,1981,43,3,1656.27,2024-10-23 12:36:57+00:00
257,466,36,8,1766.7,2025-11-17 07:41:21+00:00
258,1506,22,6,407.78,2024-10-20 13:38:47+00:00
259,887,44,2,208.37,2025-10-04 07:29:11+00:00
260,1234,15,6,1909.99,2025-03-24 12:34:06+00:00
261,1201,50,1,1395.69,2025-12-20 22:19:38+00:00
262,770,12,4,36.24,2024-04-04 17:42:53+00:00
263,1623,16,10,1453.97,2025-02-19 03:34:47+00:00
264,511,38,6,1948.98,2025-01-18 22:07:41+00:00
265,1540,35,3,342.01,2024-02-23 01:06:58+00:00
266,303,2,6,342.13,2025-12-29 19:44:52+00:00
267,446,20,7,1609.98,2025-11-11 17:26:15+00:00
268,1125,28,8,131.67,2024-03-04 17:39:11+00:00
269,1098,34,3,719.95,2025-03-24 23:07:17+00:00
270,1272,18,10,459.79,2025-02-02 09:06:57+00:00
271,1925,39,1,454.52,2024-02-20 12:29:38+00:00
272,1853,47,7,1036.12,2024-01-26 01:51:27+00:00
273,561,16,7,920.63,2025-04-27 15:28:03+00:00
274,192,21,2,1866.21,2024-07-05 21:42:47+00:00
275,329,23,2,193.5,2025-01-26 02:59:34+00:00
276,1102,46,7,987.63,2025-07-20 13:52:45+00:00
277,605,32,4,1805.31,2024-12-11 19:10:28+00:00
278,116,48,1,1802.41,2025-05-16 20:56:01+00:00
279,264,41,3,429.32,2024-04-13 14:29:18+00:00
280,473,46,6,1849.53,2025-03-13 11:54:23+00:00
281,981,38,7,1480.61,2024-08-23 08:32:17+00:00
282,1569,36,7,118.24,2025-07-12 16:07:06+00:00
283,1888,30,5,879.78,2024-10-26 03:01:17+00:00
284,1506,6,6,1105.08,2024-04-03 22:45:39+00:00
285,330,45,5,831.82,2024-05-28 22:08:31+00:00
286,2000,2,4,1460.49,2024-02-16 15:47:43+00:00
287,1519,47,2,1257.49,2024-03-28 12:15:44+00:00
288,6,37,9,699.21,2025-01-20 15:51:17+00:00
289,1881,29,4,547.4,2025-07-27 11:49:17+00:00
290,254,17,7,956.92,2025-01-20 05:50:25+00:00
291,1450,3,3,1812.23,2025-09-15 08:09:25+00:00
292,1965,46,5,1067.2,2025-09-28 15:14:25+00:00
293,1162,20,3,1889.07,2024-06-05 06:29:50+00:00
294,789,44,3,304.18,2024-09-30 07:48:52+00:00
295,789,50,7,947.83,2025-09-21 04:57:17+00:00
296,308,34,8,180.72,2024-05-11 04:30:11+00:00
297,1555,31,2,979.36,2024-03-10 16:33:33+00:00
298,1989,47,8,253.79,2025-09-20 06:49:25+00:00
299,32,40,2,1220.29,2025-07-08 18:52:06+00:00
300,1284,34,8,1763.77,2025-05-27 01:13:19+00:00
301,1272,8,3,176.98,2025-04-30 16:44:10+00:00
302,1408,29,10,1951.34,2025-04-25 05:11:30+00:00
303,614,41,1,566.13,2024-01-23 10:24:54+00:00
304,1856,5,7,729.28,2024-09-15 11:57:43+00:00
305,625,27,10,1870.41,2025-05-23 01:43:37+00:00
306,325,3,4,105.26,2025-01-10 01:51:46+00:00
307,1343,34,1,1382.08,2024-07-14 03:29:52+00:00
308,1580,16,8,513.31,2025-09-21 11:52:29+00:00
309,883,26,2,691.51,2025-12-02 07:08:55+00:00
310,572,47,3,1415.06,2025-03-29 23:33:09+00:00
311,981,33,7,1401.68,2025-08-17 10:11:55+00:00
312,828,29,7,635.64,2024-11-19 00:49:29+00:00
313,936,6,3,1639.99,2025-07-06 10:49:53+00:00
314,908,22,5,186.67,2025-08-29 10:48:09+00:00
315,139,38,8,177.24,2024-11-12 22:01:36+00:00
316,1336,13,7,338.33,2024-10-14 00:48:15+00:00
317,268,33,3,1424.35,2025-04-02 07:27:28+00:00
318,1666,30,7,110.84,2025-03-06 13:30:14+00:00
319,611,19,4,234.2,2025-10-25 20:22:29+00:00
320,1221,38,5,609.47,2025-02-07 06:31:29+00:00
321,1814,17,6,128.05,2025-05-09 21:50:27+00:00
322,1302,23,6,1677.11,2025-05-12 10:46:27+00:00
323,422,41,6,967.37,2025-03-22 03:41:07+00:00
324,383,36,1,810.01,2025-01-25 20:11:30+00:00
325,655,27,1,860.18,2025-04-27 21:29:16+00:00
326,143,25,8,343.55,2024-05-11 04:25:56+00:00
327,1605,14,7,1205.97,2024-11-25 07:32:38+00:00
328,911,30,8,337.0,2024-11-26 15:30:22+00:00
329,239,3,5,1947.23,2025-12-22 15:48:37+00:00
330,391,21,2,646.52,2024-02-01 02:07:52+00:00
331,1737,40,9,1876.07,2025-12-18 19:28:15+00:00
332,1775,9,1,1052.58,2025-12-13 18:57:58+00:00
333,776,28,9,254.13,2026-01-05 16:13:53+00:00
334,71,11,4,68.13,2024-08-23 03:10:56+00:00
335,309,17,6,997.51,2024-01-12 03:52:09+00:00
336,594,37,3,955.56,2025-02-17 08:36:47+00:00
337,1669,37,6,1687.67,2025-05-29 13:03:08+00:00
338,99,37,2,1845.56,2024-05-28 20:42:22+00:00
339,864,8,2,231.7,2025-07-20 08:26:08+00:00
340,335,24,2,1276.25,2025-11-02 18:07:31+00:00
341,1268,4,6,1640.53,2024-06-16 15:39:29+00:00
342,11,26,7,115.56,2025-11-21 05:03:44+00:00
343,1271,28,2,157.56,2025-09-13 03:23:25+00:00
344,1244,23,1,1278.12,2025-08-29 09:55:08+00:00
345,970,2,3,1882.93,2024-10-07 18:02:56+00:00
346,120,30,2,120.25,2025-10-24 05:51:53+00:00
347,1689,6,8,148.81,2024-04-26 02:01:51+00:00
348,30,48,7,1364.85,2025-03-04 05:44:04+00:00
349,1964,34,2,1045.59,2024-10-24 00:57:11+00:00
350,1881,25,6,607.71,2025-01-08 21:41:10+00:00
351,665,13,8,277.26,2025-01-06 13:21:54+00:00
352,716,41,6,215.88,2025-07-02 14:04:09+00:00
353,1873,35,7,1027.68,2024-08-19 12:58:43+00:00
354,1673,42,5,1458.71,2025-12-13 14:32:56+00:00
355,103,20,10,677.34,2024-05-22 12:46:14+00:00
356,1109,29,9,932.64,2024-01-25 18:40:39+00:00
357,415,24,3,986.27,2025-12-11 21:06:09+00:00
358,1325,36,4,28.28,2025-05-29 19:12:02+00:00
359,1836,41,2,439.27,2025-11-28 20:57:28+00:00
360,691,38,10,928.88,2024-06-19 02:07:44+00:00
361,260,8,9,1151.45,2024-09-29 23:08:25+00:00
362,1241,30,10,829.43,2024-11-27 13:34:10+00:00
363,1037,36,4,92.96,2024-12-30 14:43:46+00:00
364,177,45,3,579.11,2025-02-18 00:08:19+00:00
365,1017,48,6,1106.67,2025-01-04 08:42:49+00:00
366,497,3,10,1964.88,2024-01-28 05:47:47+00:00
367,1364,19,7,769.18,2025-08-01 14:31:23+00:00
368,1464,41,7,1755.07,2025-01-30 18:03:32+00:00
369,1241,42,1,701.51,2024-08-16 17:11:56+00:00
370,1404,41,4,1985.15,2025-11-12 02:44:35+00:00
371,914,19,9,188.41,2024-10-18 02:57:48+00:00
372,1730,41,1,1933.68,2024-02-14 05:29:04+00:00
373,1119,22,1,1492.76,2024-03-13 04:25:20+00:00
374,117,43,3,85.05,2025-05-21 11:56:00+00:00
375,659,39,5,1103.94,2025-03-13 18:43:29+00:00
376,1038,6,3,778.15,2025-03-13 00:45:14+00:00
377,900,46,7,1121.91,2025-07-03 19:28:56+00:00
378,418,1,5,1649.32,2024-03-10 14:20:55+00:00
379,253,28,2,1067.58,2024-11-11 01:29:30+00:00
380,1136,7,3,1140.61,2025-10-03 13:31:47+00:00
381,672,27,1,1272.33,2024-03-30 10:52:49+00:00
382,1445,22,6,1232.2,2024-12-03 17:23:10+00:00
383,1453,15,9,268.57,2025-05-15 11:38:42+00:00
384,1036,26,1,651.51,2025-03-11 13:15:40+00:00
385,1454,31,10,802.34,2025-12-04 18:42:21+00:00
386,482,5,2,1266.26,2024-08-16 04:37:02+00:00
387,1949,24,10,593.8,2024-02-11 05:49:19+00:00
388,1573,13,5,632.93,2025-01-26 03:03:00+00:00
389,1800,18,6,432.68,2025-08-06 00:25:55+00:00
390,123,34,3,47.97,2024-04-12 20:20:55+00:00
391,1959,44,4,1428.51,2024-05-01 13:58:09+00:00
392,1654,39,4,1705.96,2024-10-25 13:44:43+00:00
393,1123,30,2,1954.38,2025-08-22 05:09:04+00:00
394,1884,39,9,1625.04,2025-02-05 10:18:36+00:00
395,1073,4,8,499.93,2025-02-28 00:57:54+00:00
396,692,28,7,705.54,2025-04-06 04:24:38+00:00
397,591,26,2,1582.78,2025-04-20 13:07:04+00:00
398,50,49,5,1534.0,2025-03-09 06:58:46+00:00
399,1488,22,6,755.49,2025-01-12 22:51:08+00:00
400,970,36,5,626.43,2024-10-03 19:02:21+00:00
401,1083,10,4,1725.78,2025-12-17 03:47:12+00:00
402,697,40,8,247.18,2025-01-05 19:21:08+00:00
403,455,24,5,151.7,2025-11-02 11:43:14+00:00
404,1861,2,6,1140.81,2025-12-18 08:09:45+00:00
405,454,32,10,499.97,2024-06-11 11:00:09+00:00
406,803,20,8,637.55,2025-01-24 12:13:50+00:00
407,1945,40,8,60.85,2024-05-12 04:51:17+00:00
408,1259,36,6,673.27,2024-02-13 04:56:56+00:00
409,1584,16,3,1685.01,2025-06-01 04:42:38+00:00
410,528,16,2,1142.86,2025-09-27 04:54:14+00:00
411,1404,43,10,553.68,2025-04-09 08:33:25+00:00
412,1212,31,9,315.5,2024-09-05 17:00:33+00:00
413,402,22,1,535.42,2024-05-11 17:28:30+00:00
414,1479,11,1,313.94,2024-04-16 12:37:30+00:00
415,775,23,4,1171.99,2025-06-26 23:47:18+00:00
416,1039,16,9,1849.62,2025-08-02 15:54:46+00:00
417,614,46,9,600.04,2025-11-14 16:24:39+00:00
418,301,35,9,1235.51,2025-09-10 03:13:28+00:00
419,1871,29,3,928.81,2025-06-05 21:08:30+00:00
420,1792,48,5,376.75,2026-01-01 06:59:52+00:00
421,274,45,3,170.05,2024-12-29 23:05:20+00:00
422,319,31,1,644.4,2024-04-20 03:23:10+00:00
423,1267,28,4,205.62,2024-09-10 09:18:03+00:00
424,1475,23,10,1119.4,2025-11-16 04:04:46+00:00
425,1137,47,6,907.59,2025-08-25 18:27:22+00:00
426,997,31,5,194.45,2024-12-14 02:08:51+00:00
427,894,33,5,1569.04,2025-07-20 08:14:44+00:00
428,1842,2,4,1179.17,2024-07-24 15:11:05+00:00
429,794,44,7,1750.55,2024-06-29 04:22:14+00:00
430,1450,22,8,1051.88,2025-10-24 10:56:22+00:00
431,1011,35,4,170.23,2024-05-24 10:26:39+00:00
432,971,39,3,1183.68,2025-11-05 02:26:18+00:00
433,822,18,2,1650.92,2025-02-19 00:49:59+00:00
434,1673,23,5,102.85,2025-11-27 23:01:54+00:00
435,1580,31,6,847.66,2024-10-13 09:56:39+00:00
436,542,41,10,804.63,2025-11-06 03:45:13+00:00
437,1182,42,8,187.14,2025-08-22 08:10:30+00:00
438,1426,45,10,1159.32,2025-07-21 08:16:37+00:00
439,1297,26,9,470.93,2025-06-25 16:28:58+00:00
440,147,40,10,1810.12,2024-08-10 20:22:57+00:00
441,756,27,3,1293.02,2024-08-05 17:58:44+00:00
442,260,43,1,1384.17,2025-06-25 06:52:50+00:00
443,992,11,1,753.69,2024-11-28 17:09:11+00:00
444,1992,27,4,965.11,2025-09-10 20:18:59+00:00
445,1836,25,5,349.86,2024-06-13 15:22:30+00:00
446,621,39,2,992.86,2024-09-03 06:24:49+00:00
447,993,18,2,1409.27,2025-02-18 16:53:28+00:00
448,1719,45,3,855.38,2025-11-22 10:38:53+00:00
449,424,19,10,1319.7,2025-02-17 16:59:25+00:00
450,143,40,1,582.99,2025-06-28 23:42:18+00:00
451,1615,28,3,558.73,2025-12-22 02:14:27+00:00
452,226,45,3,535.88,2025-08-03 22:41:27+00:00
453,881,15,2,838.98,2024-09-08 04:44:21+00:00
454,1801,3,2,1065.67,2025-01-22 01:37:55+00:00
455,1214,31,5,1479.59,2025-04-21 00:02:38+00:00
456,39,12,9,142.01,2025-02-03 14:50:31+00:00
457,405,15,3,1863.91,2024-02-16 01:01:35+00:00
458,571,41,6,724.33,2024-03-15 18:22:20+00:00
459,567,6,6,874.79,2024-02-20 09:05:14+00:00
460,589,22,8,943.78,2025-04-30 12:14:59+00:00
461,956,8,1,625.64,2025-01-27 07:54:42+00:00
462,451,21,2,897.43,2024-03-23 15:19:11+00:00
463,380,26,9,1455.41,2025-06-30 14:00:09+00:00
464,717,7,6,1268.46,2025-02-18 03:53:50+00:00
465,1371,21,7,1224.28,2024-11-19 20:33:21+00:00
