review_score_id,review_id,review_category_id,score,created_at
422,390,408,5,2025-11-13 05:40:04+00:00
423,333,325,3,2024-06-29 09:50:06+00:00
424,1657,593,1,2025-01-13 01:55:55+00:00
425,857,1274,1,2025-03-08 03:21:36+00:00
426,1380,1696,2,2024-08-12 00:29:39+00:00
427,1662,766,5,2024-04-17 15:27:16+00:00
428,1591,390,1,2024-07-13 13:22:53+00:00
429,1201,1910,2,2024-11-03 20:36:48+00:00
430,571,756,5,2024-12-02 07:20:07+00:00
431,772,466,5,2024-02-29 02:11:44+00:00
432,1510,1180,2,2025-01-15 02:04:48+00:00
433,526,1209,5,2025-01-22 07:56:11+00:00
434,1554,1423,2,2025-11-27 15:57:59+00:00
435,1615,559,5,2024-10-05 21:07:37+00:00
436,855,1152,5,2024-10-07 08:45:48+00:00
437,547,1437,1,2025-10-06 02:20:07+00:00
438,865,1801,5,2024-12-16 10:58:46+00:00
439,1263,296,3,2024-05-12 21:20:13+00:00
440,539,1795,4,2024-03-13 14:08:13+00:00
441,1150,964,4,2025-10-09 21:01:36+00:00
442,161,418,5,2025-04-27 12:23:24+00:00
443,788,1740,2,2025-05-09 16:46:20+00:00
444,1234,98,1,2025-03-09 00:39:21+00:00
445,60,762,4,2024-07-17 08:03:26+00:00
446,3,1065,4,2025-01-13 03:12:41+00:00
447,1150,431,1,2024-08-18 01:09:04+00:00
448,188,1888,4,2025-06-16 17:06:33+00:00
449,1445,1125,1,2024-08-23 03:44:25+00:00
450,1104,1558,4,2024-01-12 11:12:23+00:00
451,236,1397,1,2024-12-15 15:46:51+00:00
452,1689,386,5,2024-01-16 07:46:55+00:00
453,1722,1447,1,2024-08-04 21:58:48+00:00
454,222,300,4,2025-09-07 17:30:00+00:00
455,1903,1071,3,2025-05-12 23:44:24+00:00
456,577,444,2,2024-09-30 06:12:57+00:00
457,1260,236,5,2024-08-13 14:11:24+00:00
458,1556,553,1,2024-01-13 07:08:05+00:00
459,1847,1719,5,2024-05-10 05:09:50+00:00
460,377,955,2,2024-01-21 20:33:21+00:00
461,937,1771,4,2024-04-17 16:18:31+00:00
462,1242,1269,5,2025-08-17 10:59:12+00:00
463,602,165,5,2025-10-29 17:36:39+00:00
464,1901,371,2,2024-01-18 14:35:11+00:00
465,925,1788,2,2024-09-12 17:23:58+00:00
466,1441,1871,3,2024-09-03 23:51:52+00:00
467,559,146,2,2025-06-02 17:46:33+00:00
468,112,1093,5,2024-11-12 08:50:50+00:00
469,1913,1034,2,2024-01-28 12:14:09+00:00
470,30,607,5,2025-05-31 11:31:59+00:00
471,660,258,4,2024-07-12 05:56:44+00:00
472,1749,1202,1,2025-06-04 02:12:19+00:00
473,1539,291,5,2024-04-03 15:11:06+00:00
474,579,1591,3,2024-10-03 11:44:45+00:00
475,945,1177,1,2025-03-29 22:06:51+00:00
476,1613,1234,1,2025-03-26 15:12:59+00:00
477,685,1653,4,2025-11-23 11:44:51+00:00
478,585,770,2,2024-09-18 06:30:08+00:00
479,612,1123,1,2024-01-13 02:22:50+00:00
480,946,1927,4,2024-12-11 14:27:33+00:00
481,842,337,1,2025-10-12 22:04:50+00:00
482,1886,1332,5,2025-05-07 18:55:49+00:00
483,1353,344,1,2024-11-23 03:28:22+00:00
484,974,800,5,2025-11-21 04:54:10+00:00
485,311,1169,1,2025-04-30 03:04:03+00:00
486,1931,1421,5,2024-08-01 10:15:07+00:00
487,1526,1121,3,2026-01-06 05:30:09+00:00
488,1229,1495,5,2025-11-18 20:13:14+00:00
489,1071,1096,4,2025-07-01 01:28:40+00:00
490,1504,468,5,2024-11-26 08:59:47+00:00
491,39,115,2,2024-08-02 00:54:48+00:00
492,92,122,2,2024-05-30 21:08:34+00:00
493,1706,1273,2,2024-04-22 23:54:39+00:00
494,1138,1564,4,2025-08-20 17:50:23+00:00
495,1654,1336,4,2024-01-26 05:57:58+00:00
496,1602,552,2,2025-05-01 14:26:47+00:00
497,571,252,5,2024-12-29 03:59:00+00:00
498,707,123,4,2025-02-02 18:07:35+00:00
499,1098,1324,5,2024-04-18 22:31:18+00:00
500,375,1472,4,2024-02-14 05:21:13+00:00
501,522,454,3,2025-11-10 03:22:18+00:00
502,710,1136,2,2024-03-28 22:11:54+00:00
503,1539,904,2,2024-06-29 00:46:25+00:00
504,1444,1576,2,2025-12-19 03:00:15+00:00
505,144,1994,4,2024-10-03 20:49:35+00:00
506,1404,1269,1,2025-12-19 22:37:14+00:00
507,1620,579,2,2025-09-20 22:23:28+00:00
508,1578,183,2,2024-04-03 11:52:54+00:00
509,577,1712,5,2024-04-29 22:51:25+00:00
510,1566,1298,2,2024-06-01 08:37:15+00:00
511,49,937,5,2025-01-16 05:51:06+00:00
512,1,1592,2,2025-12-24 13:23:49+00:00
513,1087,1916,4,2025-02-21 07:13:21+00:00
514,1038,1567,4,2025-08-20 00:47:45+00:00
515,1229,58,3,2024-06-01 06:24:51+00:00
516,54,934,1,2025-03-31 12:37:52+00:00
517,380,653,3,2025-09-21 06:11:21+00:00
518,1362,1453,5,2025-04-18 09:01:49+00:00
519,1204,296,5,2024-03-12 14:16:39+00:00
520,384,1342,2,2024-03-25 04:44:52+00:00
521,286,1758,3,2025-09-19 21:46:02+00:00
522,629,158,5,2026-01-06 03:40:04+00:00
523,876,424,5,2024-12-13 16:12:17+00:00
524,888,655,5,2024-08-20 19:43:25+00:00
525,889,1227,1,2025-05-27 04:07:42+00:00
526,1839,1678,5,2024-11-01 10:45:34+00:00
527,1946,1750,4,2024-10-09 15:14:32+00:00
528,62,491,2,2025-11-30 04:49:10+00:00
529,1579,1399,4,2025-06-03 20:54:05+00:00
530,192,791,3,2024-10-18 17:13:15+00:00
531,1247,1252,2,2025-12-22 13:26:59+00:00
532,305,1478,2,2024-03-03 23:01:09+00:00
533,635,269,3,2024-09-01 17:10:56+00:00
534,1150,491,1,2025-03-18 07:53:43+00:00
535,1697,974,2,2024-11-21 16:25:22+00:00
536,678,1032,1,2025-09-05 22:44:48+00:00
537,1316,562,5,2024-12-06 13:11:45+00:00
